source_id,target_id,relation_type,direction,evidence,source_database,source_record_id,notes,reaction_id,reactants,products,ec_number,pathway
gene.b0201,rna.b0201,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0201,gene/rna share b-number b0201,,,,,
gene.b0202,rna.b0202,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0202,gene/rna share b-number b0202,,,,,
gene.b0203,rna.b0203,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0203,gene/rna share b-number b0203,,,,,
gene.b0204,rna.b0204,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0204,gene/rna share b-number b0204,,,,,
gene.b0205,rna.b0205,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0205,gene/rna share b-number b0205,,,,,
gene.b0206,rna.b0206,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0206,gene/rna share b-number b0206,,,,,
gene.b0216,rna.b0216,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0216,gene/rna share b-number b0216,,,,,
gene.b0244,rna.b0244,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0244,gene/rna share b-number b0244,,,,,
gene.b0455,rna.b0455,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0455,gene/rna share b-number b0455,,,,,
gene.b0536,rna.b0536,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0536,gene/rna share b-number b0536,,,,,
gene.b0664,rna.b0664,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0664,gene/rna share b-number b0664,,,,,
gene.b0665,rna.b0665,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0665,gene/rna share b-number b0665,,,,,
gene.b0666,rna.b0666,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0666,gene/rna share b-number b0666,,,,,
gene.b0668,rna.b0668,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0668,gene/rna share b-number b0668,,,,,
gene.b0670,rna.b0670,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0670,gene/rna share b-number b0670,,,,,
gene.b0672,rna.b0672,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0672,gene/rna share b-number b0672,,,,,
gene.b0673,rna.b0673,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0673,gene/rna share b-number b0673,,,,,
gene.b0743,rna.b0743,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0743,gene/rna share b-number b0743,,,,,
gene.b0744,rna.b0744,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0744,gene/rna share b-number b0744,,,,,
gene.b0745,rna.b0745,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0745,gene/rna share b-number b0745,,,,,
gene.b0746,rna.b0746,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0746,gene/rna share b-number b0746,,,,,
gene.b0747,rna.b0747,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0747,gene/rna share b-number b0747,,,,,
gene.b0748,rna.b0748,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0748,gene/rna share b-number b0748,,,,,
gene.b0749,rna.b0749,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0749,gene/rna share b-number b0749,,,,,
gene.b0883,rna.b0883,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0883,gene/rna share b-number b0883,,,,,
gene.b0971,rna.b0971,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b0971,gene/rna share b-number b0971,,,,,
gene.b1032,rna.b1032,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1032,gene/rna share b-number b1032,,,,,
gene.b1230,rna.b1230,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1230,gene/rna share b-number b1230,,,,,
gene.b1231,rna.b1231,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1231,gene/rna share b-number b1231,,,,,
gene.b1574,rna.b1574,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1574,gene/rna share b-number b1574,,,,,
gene.b1665,rna.b1665,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1665,gene/rna share b-number b1665,,,,,
gene.b1666,rna.b1666,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1666,gene/rna share b-number b1666,,,,,
gene.b1909,rna.b1909,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1909,gene/rna share b-number b1909,,,,,
gene.b1910,rna.b1910,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1910,gene/rna share b-number b1910,,,,,
gene.b1911,rna.b1911,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1911,gene/rna share b-number b1911,,,,,
gene.b1954,rna.b1954,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1954,gene/rna share b-number b1954,,,,,
gene.b1975,rna.b1975,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1975,gene/rna share b-number b1975,,,,,
gene.b1977,rna.b1977,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1977,gene/rna share b-number b1977,,,,,
gene.b1984,rna.b1984,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1984,gene/rna share b-number b1984,,,,,
gene.b1986,rna.b1986,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1986,gene/rna share b-number b1986,,,,,
gene.b1989,rna.b1989,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b1989,gene/rna share b-number b1989,,,,,
gene.b2189,rna.b2189,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2189,gene/rna share b-number b2189,,,,,
gene.b2348,rna.b2348,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2348,gene/rna share b-number b2348,,,,,
gene.b2396,rna.b2396,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2396,gene/rna share b-number b2396,,,,,
gene.b2397,rna.b2397,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2397,gene/rna share b-number b2397,,,,,
gene.b2401,rna.b2401,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2401,gene/rna share b-number b2401,,,,,
gene.b2402,rna.b2402,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2402,gene/rna share b-number b2402,,,,,
gene.b2403,rna.b2403,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2403,gene/rna share b-number b2403,,,,,
gene.b2404,rna.b2404,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2404,gene/rna share b-number b2404,,,,,
gene.b2588,rna.b2588,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2588,gene/rna share b-number b2588,,,,,
gene.b2589,rna.b2589,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2589,gene/rna share b-number b2589,,,,,
gene.b2590,rna.b2590,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2590,gene/rna share b-number b2590,,,,,
gene.b2591,rna.b2591,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2591,gene/rna share b-number b2591,,,,,
gene.b2652,rna.b2652,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2652,gene/rna share b-number b2652,,,,,
gene.b2691,rna.b2691,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2691,gene/rna share b-number b2691,,,,,
gene.b2692,rna.b2692,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2692,gene/rna share b-number b2692,,,,,
gene.b2693,rna.b2693,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2693,gene/rna share b-number b2693,,,,,
gene.b2694,rna.b2694,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2694,gene/rna share b-number b2694,,,,,
gene.b2695,rna.b2695,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2695,gene/rna share b-number b2695,,,,,
gene.b2814,rna.b2814,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2814,gene/rna share b-number b2814,,,,,
gene.b2815,rna.b2815,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2815,gene/rna share b-number b2815,,,,,
gene.b2816,rna.b2816,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2816,gene/rna share b-number b2816,,,,,
gene.b2864,rna.b2864,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2864,gene/rna share b-number b2864,,,,,
gene.b2911,rna.b2911,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2911,gene/rna share b-number b2911,,,,,
gene.b2967,rna.b2967,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b2967,gene/rna share b-number b2967,,,,,
gene.b3069,rna.b3069,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3069,gene/rna share b-number b3069,,,,,
gene.b3123,rna.b3123,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3123,gene/rna share b-number b3123,,,,,
gene.b3171,rna.b3171,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3171,gene/rna share b-number b3171,,,,,
gene.b3174,rna.b3174,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3174,gene/rna share b-number b3174,,,,,
gene.b3272,rna.b3272,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3272,gene/rna share b-number b3272,,,,,
gene.b3273,rna.b3273,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3273,gene/rna share b-number b3273,,,,,
gene.b3274,rna.b3274,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3274,gene/rna share b-number b3274,,,,,
gene.b3275,rna.b3275,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3275,gene/rna share b-number b3275,,,,,
gene.b3276,rna.b3276,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3276,gene/rna share b-number b3276,,,,,
gene.b3277,rna.b3277,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3277,gene/rna share b-number b3277,,,,,
gene.b3278,rna.b3278,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3278,gene/rna share b-number b3278,,,,,
gene.b3545,rna.b3545,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3545,gene/rna share b-number b3545,,,,,
gene.b3658,rna.b3658,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3658,gene/rna share b-number b3658,,,,,
gene.b3756,rna.b3756,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3756,gene/rna share b-number b3756,,,,,
gene.b3757,rna.b3757,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3757,gene/rna share b-number b3757,,,,,
gene.b3758,rna.b3758,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3758,gene/rna share b-number b3758,,,,,
gene.b3759,rna.b3759,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3759,gene/rna share b-number b3759,,,,,
gene.b3760,rna.b3760,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3760,gene/rna share b-number b3760,,,,,
gene.b3761,rna.b3761,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3761,gene/rna share b-number b3761,,,,,
gene.b3796,rna.b3796,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3796,gene/rna share b-number b3796,,,,,
gene.b3797,rna.b3797,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3797,gene/rna share b-number b3797,,,,,
gene.b3798,rna.b3798,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3798,gene/rna share b-number b3798,,,,,
gene.b3799,rna.b3799,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3799,gene/rna share b-number b3799,,,,,
gene.b3851,rna.b3851,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3851,gene/rna share b-number b3851,,,,,
gene.b3852,rna.b3852,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3852,gene/rna share b-number b3852,,,,,
gene.b3853,rna.b3853,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3853,gene/rna share b-number b3853,,,,,
gene.b3854,rna.b3854,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3854,gene/rna share b-number b3854,,,,,
gene.b3855,rna.b3855,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3855,gene/rna share b-number b3855,,,,,
gene.b3864,rna.b3864,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3864,gene/rna share b-number b3864,,,,,
gene.b3968,rna.b3968,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3968,gene/rna share b-number b3968,,,,,
gene.b3969,rna.b3969,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3969,gene/rna share b-number b3969,,,,,
gene.b3970,rna.b3970,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3970,gene/rna share b-number b3970,,,,,
gene.b3971,rna.b3971,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3971,gene/rna share b-number b3971,,,,,
gene.b3976,rna.b3976,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3976,gene/rna share b-number b3976,,,,,
gene.b3977,rna.b3977,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3977,gene/rna share b-number b3977,,,,,
gene.b3978,rna.b3978,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3978,gene/rna share b-number b3978,,,,,
gene.b3979,rna.b3979,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b3979,gene/rna share b-number b3979,,,,,
gene.b4007,rna.b4007,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4007,gene/rna share b-number b4007,,,,,
gene.b4008,rna.b4008,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4008,gene/rna share b-number b4008,,,,,
gene.b4009,rna.b4009,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4009,gene/rna share b-number b4009,,,,,
gene.b4010,rna.b4010,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4010,gene/rna share b-number b4010,,,,,
gene.b4134,rna.b4134,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4134,gene/rna share b-number b4134,,,,,
gene.b4163,rna.b4163,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4163,gene/rna share b-number b4163,,,,,
gene.b4164,rna.b4164,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4164,gene/rna share b-number b4164,,,,,
gene.b4165,rna.b4165,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4165,gene/rna share b-number b4165,,,,,
gene.b4270,rna.b4270,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4270,gene/rna share b-number b4270,,,,,
gene.b4368,rna.b4368,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4368,gene/rna share b-number b4368,,,,,
gene.b4369,rna.b4369,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4369,gene/rna share b-number b4369,,,,,
gene.b4370,rna.b4370,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4370,gene/rna share b-number b4370,,,,,
gene.b4408,rna.b4408,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4408,gene/rna share b-number b4408,,,,,
gene.b4413,rna.b4413,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4413,gene/rna share b-number b4413,,,,,
gene.b4414,rna.b4414,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4414,gene/rna share b-number b4414,,,,,
gene.b4416,rna.b4416,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4416,gene/rna share b-number b4416,,,,,
gene.b4417,rna.b4417,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4417,gene/rna share b-number b4417,,,,,
gene.b4418,rna.b4418,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4418,gene/rna share b-number b4418,,,,,
gene.b4420,rna.b4420,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4420,gene/rna share b-number b4420,,,,,
gene.b4422,rna.b4422,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4422,gene/rna share b-number b4422,,,,,
gene.b4424,rna.b4424,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4424,gene/rna share b-number b4424,,,,,
gene.b4425,rna.b4425,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4425,gene/rna share b-number b4425,,,,,
gene.b4426,rna.b4426,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4426,gene/rna share b-number b4426,,,,,
gene.b4427,rna.b4427,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4427,gene/rna share b-number b4427,,,,,
gene.b4429,rna.b4429,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4429,gene/rna share b-number b4429,,,,,
gene.b4430,rna.b4430,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4430,gene/rna share b-number b4430,,,,,
gene.b4431,rna.b4431,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4431,gene/rna share b-number b4431,,,,,
gene.b4432,rna.b4432,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4432,gene/rna share b-number b4432,,,,,
gene.b4433,rna.b4433,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4433,gene/rna share b-number b4433,,,,,
gene.b4434,rna.b4434,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4434,gene/rna share b-number b4434,,,,,
gene.b4435,rna.b4435,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4435,gene/rna share b-number b4435,,,,,
gene.b4436,rna.b4436,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4436,gene/rna share b-number b4436,,,,,
gene.b4437,rna.b4437,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4437,gene/rna share b-number b4437,,,,,
gene.b4438,rna.b4438,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4438,gene/rna share b-number b4438,,,,,
gene.b4439,rna.b4439,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4439,gene/rna share b-number b4439,,,,,
gene.b4440,rna.b4440,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4440,gene/rna share b-number b4440,,,,,
gene.b4441,rna.b4441,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4441,gene/rna share b-number b4441,,,,,
gene.b4442,rna.b4442,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4442,gene/rna share b-number b4442,,,,,
gene.b4443,rna.b4443,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4443,gene/rna share b-number b4443,,,,,
gene.b4444,rna.b4444,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4444,gene/rna share b-number b4444,,,,,
gene.b4445,rna.b4445,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4445,gene/rna share b-number b4445,,,,,
gene.b4446,rna.b4446,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4446,gene/rna share b-number b4446,,,,,
gene.b4447,rna.b4447,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4447,gene/rna share b-number b4447,,,,,
gene.b4449,rna.b4449,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4449,gene/rna share b-number b4449,,,,,
gene.b4450,rna.b4450,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4450,gene/rna share b-number b4450,,,,,
gene.b4451,rna.b4451,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4451,gene/rna share b-number b4451,,,,,
gene.b4452,rna.b4452,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4452,gene/rna share b-number b4452,,,,,
gene.b4454,rna.b4454,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4454,gene/rna share b-number b4454,,,,,
gene.b4456,rna.b4456,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4456,gene/rna share b-number b4456,,,,,
gene.b4457,rna.b4457,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4457,gene/rna share b-number b4457,,,,,
gene.b4458,rna.b4458,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4458,gene/rna share b-number b4458,,,,,
gene.b4459,rna.b4459,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4459,gene/rna share b-number b4459,,,,,
gene.b4577,rna.b4577,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4577,gene/rna share b-number b4577,,,,,
gene.b4585,rna.b4585,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4585,gene/rna share b-number b4585,,,,,
gene.b4597,rna.b4597,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4597,gene/rna share b-number b4597,,,,,
gene.b4603,rna.b4603,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4603,gene/rna share b-number b4603,,,,,
gene.b4608,rna.b4608,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4608,gene/rna share b-number b4608,,,,,
gene.b4609,rna.b4609,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4609,gene/rna share b-number b4609,,,,,
gene.b4611,rna.b4611,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4611,gene/rna share b-number b4611,,,,,
gene.b4616,rna.b4616,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4616,gene/rna share b-number b4616,,,,,
gene.b4624,rna.b4624,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4624,gene/rna share b-number b4624,,,,,
gene.b4625,rna.b4625,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4625,gene/rna share b-number b4625,,,,,
gene.b4690,rna.b4690,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4690,gene/rna share b-number b4690,,,,,
gene.b4691,rna.b4691,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4691,gene/rna share b-number b4691,,,,,
gene.b4698,rna.b4698,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4698,gene/rna share b-number b4698,,,,,
gene.b4699,rna.b4699,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4699,gene/rna share b-number b4699,,,,,
gene.b4701,rna.b4701,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4701,gene/rna share b-number b4701,,,,,
gene.b4704,rna.b4704,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4704,gene/rna share b-number b4704,,,,,
gene.b4707,rna.b4707,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4707,gene/rna share b-number b4707,,,,,
gene.b4712,rna.b4712,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4712,gene/rna share b-number b4712,,,,,
gene.b4713,rna.b4713,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4713,gene/rna share b-number b4713,,,,,
gene.b4714,rna.b4714,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4714,gene/rna share b-number b4714,,,,,
gene.b4716,rna.b4716,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4716,gene/rna share b-number b4716,,,,,
gene.b4717,rna.b4717,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4717,gene/rna share b-number b4717,,,,,
gene.b4718,rna.b4718,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4718,gene/rna share b-number b4718,,,,,
gene.b4719,rna.b4719,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4719,gene/rna share b-number b4719,,,,,
gene.b4758,rna.b4758,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4758,gene/rna share b-number b4758,,,,,
gene.b4759,rna.b4759,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4759,gene/rna share b-number b4759,,,,,
gene.b4760,rna.b4760,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4760,gene/rna share b-number b4760,,,,,
gene.b4761,rna.b4761,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4761,gene/rna share b-number b4761,,,,,
gene.b4762,rna.b4762,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4762,gene/rna share b-number b4762,,,,,
gene.b4763,rna.b4763,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4763,gene/rna share b-number b4763,,,,,
gene.b4764,rna.b4764,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4764,gene/rna share b-number b4764,,,,,
gene.b4804,rna.b4804,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4804,gene/rna share b-number b4804,,,,,
gene.b4805,rna.b4805,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4805,gene/rna share b-number b4805,,,,,
gene.b4806,rna.b4806,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4806,gene/rna share b-number b4806,,,,,
gene.b4807,rna.b4807,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4807,gene/rna share b-number b4807,,,,,
gene.b4808,rna.b4808,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4808,gene/rna share b-number b4808,,,,,
gene.b4809,rna.b4809,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4809,gene/rna share b-number b4809,,,,,
gene.b4810,rna.b4810,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4810,gene/rna share b-number b4810,,,,,
gene.b4811,rna.b4811,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4811,gene/rna share b-number b4811,,,,,
gene.b4813,rna.b4813,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4813,gene/rna share b-number b4813,,,,,
gene.b4814,rna.b4814,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4814,gene/rna share b-number b4814,,,,,
gene.b4825,rna.b4825,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4825,gene/rna share b-number b4825,,,,,
gene.b4826,rna.b4826,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4826,gene/rna share b-number b4826,,,,,
gene.b4827,rna.b4827,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4827,gene/rna share b-number b4827,,,,,
gene.b4828,rna.b4828,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4828,gene/rna share b-number b4828,,,,,
gene.b4829,rna.b4829,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4829,gene/rna share b-number b4829,,,,,
gene.b4830,rna.b4830,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4830,gene/rna share b-number b4830,,,,,
gene.b4831,rna.b4831,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4831,gene/rna share b-number b4831,,,,,
gene.b4832,rna.b4832,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4832,gene/rna share b-number b4832,,,,,
gene.b4833,rna.b4833,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4833,gene/rna share b-number b4833,,,,,
gene.b4834,rna.b4834,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4834,gene/rna share b-number b4834,,,,,
gene.b4835,rna.b4835,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4835,gene/rna share b-number b4835,,,,,
gene.b4836,rna.b4836,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4836,gene/rna share b-number b4836,,,,,
gene.b4838,rna.b4838,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4838,gene/rna share b-number b4838,,,,,
gene.b4839,rna.b4839,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4839,gene/rna share b-number b4839,,,,,
gene.b4840,rna.b4840,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4840,gene/rna share b-number b4840,,,,,
gene.b4841,rna.b4841,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4841,gene/rna share b-number b4841,,,,,
gene.b4842,rna.b4842,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4842,gene/rna share b-number b4842,,,,,
gene.b4843,rna.b4843,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4843,gene/rna share b-number b4843,,,,,
gene.b4844,rna.b4844,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4844,gene/rna share b-number b4844,,,,,
gene.b4846,rna.b4846,transcribed_as,directed,b-number co-location,internal_alignment,bnum:b4846,gene/rna share b-number b4846,,,,,
rna.b1574,gene.b0095,represses,directed,RegulonDB regulator=DicF,RegulonDB,RDBECOLIPDC00328,sRNA DicF represses target gene,,,,,
rna.b1574,gene.b1817,represses,directed,RegulonDB regulator=DicF,RegulonDB,RDBECOLIPDC00328,sRNA DicF represses target gene,,,,,
