source_id,target_id,relation_type,direction,evidence,source_database,source_record_id,notes,reaction_id,reactants,products,ec_number,pathway
complex.ecocyc.CPLX0-7671,molecule.C00062,bound_by,directed,complex name contains ligand,internal_alignment,complex:ArgP-L-arginine DNA-binding transcriptional dual regulator,complex 'ArgP-L-arginine DNA-binding transcriptional dual regulator' carries 'L-arginine' as bound ligand,,,,,
complex.ecocyc.CPLX0-7672,molecule.ecocyc.MN_2,bound_by,directed,complex name contains ligand,internal_alignment,complex:MntR-Mn2+ DNA-binding transcriptional dual regulator,complex 'MntR-Mn2+ DNA-binding transcriptional dual regulator' carries 'Mn2+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7677,molecule.C00038,bound_by,directed,complex name contains ligand,internal_alignment,complex:ZntR-Zn2+ transcriptional activator,complex 'ZntR-Zn2+ transcriptional activator' carries 'Zn2+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7678,molecule.C00038,bound_by,directed,complex name contains ligand,internal_alignment,complex:ZntR-Zn2+ DNA-binding transcriptional activator,complex 'ZntR-Zn2+ DNA-binding transcriptional activator' carries 'Zn2+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7680,molecule.C00038,bound_by,directed,complex name contains ligand,internal_alignment,complex:Zur-Zn2+ DNA-binding transcriptional repressor,complex 'Zur-Zn2+ DNA-binding transcriptional repressor' carries 'Zn2+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7684,molecule.C00183,bound_by,directed,complex name contains ligand,internal_alignment,complex:L-valine exporter,complex 'L-valine exporter' carries 'L-valine' as bound ligand,,,,,
complex.ecocyc.CPLX0-7688,molecule.C00008,bound_by,directed,complex name contains ligand,internal_alignment,complex:succinate-semialdehyde dehydrogenase (NADP+) GabD,complex 'succinate-semialdehyde dehydrogenase (NADP+) GabD' carries 'ADP' as bound ligand,,,,,
complex.ecocyc.CPLX0-7688,molecule.C00006,bound_by,directed,complex name contains ligand,internal_alignment,complex:succinate-semialdehyde dehydrogenase (NADP+) GabD,complex 'succinate-semialdehyde dehydrogenase (NADP+) GabD' carries 'NADP+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7693,molecule.C00004,bound_by,directed,complex name contains ligand,internal_alignment,complex:FMN dependent NADH:quinone oxidoreductase,complex 'FMN dependent NADH:quinone oxidoreductase' carries 'NADH' as bound ligand,,,,,
complex.ecocyc.CPLX0-7701,molecule.ecocyc.MN_2,bound_by,directed,complex name contains ligand,internal_alignment,complex:MntR-Mn2+,complex 'MntR-Mn2+' carries 'Mn2+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7704,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:ATP-dependent Lipid A-core flippase,complex 'ATP-dependent Lipid A-core flippase' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-7707,molecule.C19609,bound_by,directed,complex name contains ligand,internal_alignment,complex:DNA-binding transcriptional repressor NikR-Ni2+,complex 'DNA-binding transcriptional repressor NikR-Ni2+' carries 'Ni2+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7714,molecule.C00740,bound_by,directed,complex name contains ligand,internal_alignment,complex:DsdC-D-serine DNA-binding transcriptional dual regulator,complex 'DsdC-D-serine DNA-binding transcriptional dual regulator' carries 'D-serine' as bound ligand,,,,,
complex.ecocyc.CPLX0-7718,molecule.C00259,bound_by,directed,complex name contains ligand,internal_alignment,complex:UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,complex 'UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase' carries 'L-arabinose' as bound ligand,,,,,
complex.ecocyc.CPLX0-7735,molecule.C00152,bound_by,directed,complex name contains ligand,internal_alignment,complex:AsnC-L-asparagine,complex 'AsnC-L-asparagine' carries 'L-asparagine' as bound ligand,,,,,
complex.ecocyc.CPLX0-7742,molecule.ecocyc.CPD-8179,bound_by,directed,complex name contains ligand,internal_alignment,"complex:MprA-2,4-dinitrophenol","complex 'MprA-2,4-dinitrophenol' carries '2,4-dinitrophenol' as bound ligand",,,,,
complex.ecocyc.CPLX0-7743,molecule.ecocyc.CPD-7970,bound_by,directed,complex name contains ligand,internal_alignment,complex:MprA-carbonylcyanide m-chlorophenylhydrazone,complex 'MprA-carbonylcyanide m-chlorophenylhydrazone' carries 'carbonylcyanide m-chlorophenylhydrazone' as bound ligand,,,,,
complex.ecocyc.CPLX0-7749,molecule.C16421,bound_by,directed,complex name contains ligand,internal_alignment,complex:LsrR-autoinducer 2,complex 'LsrR-autoinducer 2' carries 'autoinducer' as bound ligand,,,,,
complex.ecocyc.CPLX0-7758,molecule.C00008,bound_by,directed,complex name contains ligand,internal_alignment,"complex:2'-O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity","complex '2'-O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity' carries 'ADP' as bound ligand",,,,,
complex.ecocyc.CPLX0-7788,molecule.C00003,bound_by,directed,complex name contains ligand,internal_alignment,complex:dihydropyrimidine dehydrogenase (NAD+),complex 'dihydropyrimidine dehydrogenase (NAD+)' carries 'NAD+' as bound ligand,,,,,
complex.ecocyc.CPLX0-7796,molecule.C00073,bound_by,directed,complex name contains ligand,internal_alignment,complex:DNA-binding transcriptional repressor MetJ-S-adenosyl-L-methionine,complex 'DNA-binding transcriptional repressor MetJ-S-adenosyl-L-methionine' carries 'L-methionine' as bound ligand,,,,,
complex.ecocyc.CPLX0-7810,molecule.C00032,bound_by,directed,complex name contains ligand,internal_alignment,complex:heme-containing peroxidase/deferrochelatase,complex 'heme-containing peroxidase/deferrochelatase' carries 'heme' as bound ligand,,,,,
complex.ecocyc.CPLX0-7844,molecule.C00025,bound_by,directed,complex name contains ligand,internal_alignment,complex:p-aminobenzoyl-glutamate hydrolase,complex 'p-aminobenzoyl-glutamate hydrolase' carries 'L-glutamate' as bound ligand,,,,,
complex.ecocyc.CPLX0-7906,molecule.ecocyc.CARNITINE,bound_by,directed,complex name contains ligand,internal_alignment,complex:L-carnitine:γ-butyrobetaine antiporter,complex 'L-carnitine:γ-butyrobetaine antiporter' carries 'L-carnitine' as bound ligand,,,,,
complex.ecocyc.CPLX0-7923,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:ATP-independent periplasmic chaperone Spy,complex 'ATP-independent periplasmic chaperone Spy' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-7927,molecule.C00005,bound_by,directed,complex name contains ligand,internal_alignment,complex:NADPH-dependent curcumin/dihydrocurcumin reductase,complex 'NADPH-dependent curcumin/dihydrocurcumin reductase' carries 'NADPH' as bound ligand,,,,,
complex.ecocyc.CPLX0-7927,molecule.C00008,bound_by,directed,complex name contains ligand,internal_alignment,complex:NADPH-dependent curcumin/dihydrocurcumin reductase,complex 'NADPH-dependent curcumin/dihydrocurcumin reductase' carries 'ADP' as bound ligand,,,,,
complex.ecocyc.CPLX0-7990,molecule.C00031,bound_by,directed,complex name contains ligand,internal_alignment,complex:dTDP-4-dehydro-6-deoxy-D-glucose transaminase,complex 'dTDP-4-dehydro-6-deoxy-D-glucose transaminase' carries 'D-glucose' as bound ligand,,,,,
complex.ecocyc.CPLX0-8010,molecule.C00073,bound_by,directed,complex name contains ligand,internal_alignment,complex:carboxy-S-adenosyl-L-methionine synthase,complex 'carboxy-S-adenosyl-L-methionine synthase' carries 'L-methionine' as bound ligand,,,,,
complex.ecocyc.CPLX0-8031,molecule.C00250,bound_by,directed,complex name contains ligand,internal_alignment,complex:pyridoxal kinase 2,complex 'pyridoxal kinase 2' carries 'pyridoxal' as bound ligand,,,,,
complex.ecocyc.CPLX0-8061,molecule.C00038,bound_by,directed,complex name contains ligand,internal_alignment,complex:NrdR-Zn2+ATP-dATP DNA transcriptional repressor,complex 'NrdR-Zn2+ATP-dATP DNA transcriptional repressor' carries 'Zn2+' as bound ligand,,,,,
complex.ecocyc.CPLX0-8061,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:NrdR-Zn2+ATP-dATP DNA transcriptional repressor,complex 'NrdR-Zn2+ATP-dATP DNA transcriptional repressor' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-8062,molecule.ecocyc.CARNITINE,bound_by,directed,complex name contains ligand,internal_alignment,complex:CaiF-L-carnitine DNA-binding Transcriptional Activator,complex 'CaiF-L-carnitine DNA-binding Transcriptional Activator' carries 'L-carnitine' as bound ligand,,,,,
complex.ecocyc.CPLX0-8089,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:protein translocation ATPase,complex 'protein translocation ATPase' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-8189,molecule.C00047,bound_by,directed,complex name contains ligand,internal_alignment,complex:peptidyl-lysine N-acetyltransferase,complex 'peptidyl-lysine N-acetyltransferase' carries 'L-lysine' as bound ligand,,,,,
complex.ecocyc.CPLX0-8213,molecule.C00073,bound_by,directed,complex name contains ligand,internal_alignment,complex:periplasmic protein-L-methionine sulfoxide reducing system,complex 'periplasmic protein-L-methionine sulfoxide reducing system' carries 'L-methionine' as bound ligand,,,,,
complex.ecocyc.CPLX0-8240,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:redox-responsive ATPase YchF,complex 'redox-responsive ATPase YchF' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-8265,molecule.C00135,bound_by,directed,complex name contains ligand,internal_alignment,complex:TorS-N-phospho-L-histidine-443,complex 'TorS-N-phospho-L-histidine-443' carries 'L-histidine' as bound ligand,,,,,
complex.ecocyc.CPLX0-8291,molecule.C00032,bound_by,directed,complex name contains ligand,internal_alignment,complex:heme chaperone HemW,complex 'heme chaperone HemW' carries 'heme' as bound ligand,,,,,
complex.ecocyc.CPLX0-8549,molecule.C00005,bound_by,directed,complex name contains ligand,internal_alignment,complex:NADPH-dependent aldehyde reductase Ahr,complex 'NADPH-dependent aldehyde reductase Ahr' carries 'NADPH' as bound ligand,,,,,
complex.ecocyc.CPLX0-8549,molecule.C00008,bound_by,directed,complex name contains ligand,internal_alignment,complex:NADPH-dependent aldehyde reductase Ahr,complex 'NADPH-dependent aldehyde reductase Ahr' carries 'ADP' as bound ligand,,,,,
complex.ecocyc.CPLX0-8557,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:ATP-dependent RNA helicase DeaD,complex 'ATP-dependent RNA helicase DeaD' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-8577,molecule.C00047,bound_by,directed,complex name contains ligand,internal_alignment,complex:FrlR- N6-(1-deoxy-6-O-phospho-D-fructos-1-yl)-L-lysine,complex 'FrlR- N6-(1-deoxy-6-O-phospho-D-fructos-1-yl)-L-lysine' carries 'L-lysine' as bound ligand,,,,,
complex.ecocyc.CPLX0-8579,molecule.C00805,bound_by,directed,complex name contains ligand,internal_alignment,complex:MprA-salicylate,complex 'MprA-salicylate' carries 'salicylate' as bound ligand,,,,,
complex.ecocyc.CPLX0-8581,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:ATP-dependent helicase/uracil glycosylase Lhr,complex 'ATP-dependent helicase/uracil glycosylase Lhr' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-8614,molecule.C00124,bound_by,directed,complex name contains ligand,internal_alignment,"complex:dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase","complex 'dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase' carries 'D-galactose' as bound ligand",,,,,
complex.ecocyc.CPLX0-881,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:ClpA ATP-dependent protease specificity component and chaperone,complex 'ClpA ATP-dependent protease specificity component and chaperone' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.CPLX0-9162,molecule.ecocyc.D-Fucoses,bound_by,directed,complex name contains ligand,internal_alignment,complex:AraC-D-fucose,complex 'AraC-D-fucose' carries 'D-fucose' as bound ligand,,,,,
complex.ecocyc.CYSTATHIONINE-BETA-LYASE-CPLX,molecule.C00097,bound_by,directed,complex name contains ligand,internal_alignment,complex:cystathionine β-lyase / L-cysteine desulfhydrase / alanine racemase,complex 'cystathionine β-lyase / L-cysteine desulfhydrase / alanine racemase' carries 'L-cysteine' as bound ligand,,,,,
complex.ecocyc.E1O,molecule.C00378,bound_by,directed,complex name contains ligand,internal_alignment,"complex:2-oxoglutarate decarboxylase, thiamine-requiring","complex '2-oxoglutarate decarboxylase, thiamine-requiring' carries 'thiamine' as bound ligand",,,,,
complex.ecocyc.F-1-CPLX,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:ATP synthase F1 complex,complex 'ATP synthase F1 complex' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.F-O-CPLX,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:ATP synthase Fo complex,complex 'ATP synthase Fo complex' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.L-GLN-FRUCT-6-P-AMINOTRANS-CPLX,molecule.C00064,bound_by,directed,complex name contains ligand,internal_alignment,complex:L-glutamine—D-fructose-6-phosphate aminotransferase,complex 'L-glutamine—D-fructose-6-phosphate aminotransferase' carries 'L-glutamine' as bound ligand,,,,,
complex.ecocyc.LTAA-CPLX,molecule.C00188,bound_by,directed,complex name contains ligand,internal_alignment,complex:low-specificity L-threonine aldolase,complex 'low-specificity L-threonine aldolase' carries 'L-threonine' as bound ligand,,,,,
complex.ecocyc.MALIC-NADP-CPLX,molecule.C00008,bound_by,directed,complex name contains ligand,internal_alignment,complex:malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+),complex 'malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)' carries 'ADP' as bound ligand,,,,,
complex.ecocyc.MALIC-NADP-CPLX,molecule.C00006,bound_by,directed,complex name contains ligand,internal_alignment,complex:malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+),complex 'malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)' carries 'NADP+' as bound ligand,,,,,
complex.ecocyc.METNIQ-METHIONINE-ABC-CPLX,molecule.C00073,bound_by,directed,complex name contains ligand,internal_alignment,complex:L-methionine/D-methionine ABC transporter,complex 'L-methionine/D-methionine ABC transporter' carries 'L-methionine' as bound ligand,,,,,
complex.ecocyc.MONOMER-47,molecule.C00507,bound_by,directed,complex name contains ligand,internal_alignment,complex:RhaR-L-rhamnose DNA-binding transcriptional activator,complex 'RhaR-L-rhamnose DNA-binding transcriptional activator' carries 'L-rhamnose' as bound ligand,,,,,
complex.ecocyc.MONOMER-51,molecule.C00016,bound_by,directed,complex name contains ligand,internal_alignment,complex:FadR-an acyl-CoA,complex 'FadR-an acyl-CoA' carries 'FAD' as bound ligand,,,,,
complex.ecocyc.MONOMER-52,molecule.C00124,bound_by,directed,complex name contains ligand,internal_alignment,complex:GalR-D-galactose,complex 'GalR-D-galactose' carries 'D-galactose' as bound ligand,,,,,
complex.ecocyc.MONOMER-53,molecule.C00124,bound_by,directed,complex name contains ligand,internal_alignment,complex:GalS-D-galactose,complex 'GalS-D-galactose' carries 'D-galactose' as bound ligand,,,,,
complex.ecocyc.MONOMER-58,molecule.C00805,bound_by,directed,complex name contains ligand,internal_alignment,complex:MarR-salicylate,complex 'MarR-salicylate' carries 'salicylate' as bound ligand,,,,,
complex.ecocyc.MONOMER-60,molecule.C00121,bound_by,directed,complex name contains ligand,internal_alignment,complex:RbsR-D-ribose,complex 'RbsR-D-ribose' carries 'D-ribose' as bound ligand,,,,,
complex.ecocyc.MONOMER0-155,molecule.C00123,bound_by,directed,complex name contains ligand,internal_alignment,complex:DNA-binding transcriptional dual regulator Lrp-L-leucine,complex 'DNA-binding transcriptional dual regulator Lrp-L-leucine' carries 'L-leucine' as bound ligand,,,,,
complex.ecocyc.MONOMER0-158,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:DNA-binding transcriptional activator MalT-maltotriose-ATP,complex 'DNA-binding transcriptional activator MalT-maltotriose-ATP' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.MONOMER0-160,molecule.C00002,bound_by,directed,complex name contains ligand,internal_alignment,complex:DnaA-ATP,complex 'DnaA-ATP' carries 'ATP' as bound ligand,,,,,
complex.ecocyc.MONOMER0-162,molecule.C00082,bound_by,directed,complex name contains ligand,internal_alignment,complex:DNA-binding transcriptional repressor TyrR-L-tyrosine,complex 'DNA-binding transcriptional repressor TyrR-L-tyrosine' carries 'L-tyrosine' as bound ligand,,,,,
complex.ecocyc.MONOMER0-163,molecule.C00079,bound_by,directed,complex name contains ligand,internal_alignment,complex:DNA-binding transcriptional repressor TyrR-L-phenylalanine,complex 'DNA-binding transcriptional repressor TyrR-L-phenylalanine' carries 'L-phenylalanine' as bound ligand,,,,,
complex.ecocyc.MONOMER0-2482,molecule.C01487,bound_by,directed,complex name contains ligand,internal_alignment,complex:AlsR-D-allose,complex 'AlsR-D-allose' carries 'D-allose' as bound ligand,,,,,
complex.ecocyc.MONOMER0-4565,molecule.C00008,bound_by,directed,complex name contains ligand,internal_alignment,complex:DnaA-ADP,complex 'DnaA-ADP' carries 'ADP' as bound ligand,,,,,
complex.ecocyc.NAD-SYNTH-CPLX,molecule.C00003,bound_by,directed,complex name contains ligand,internal_alignment,complex:NH3-dependent NAD+ synthetase,complex 'NH3-dependent NAD+ synthetase' carries 'NAD+' as bound ligand,,,,,
complex.ecocyc.NADH-DHI-CPLX,molecule.C00004,bound_by,directed,complex name contains ligand,internal_alignment,complex:NADH:quinone oxidoreductase I,complex 'NADH:quinone oxidoreductase I' carries 'NADH' as bound ligand,,,,,
complex.ecocyc.NITRITREDUCT-CPLX,molecule.C00004,bound_by,directed,complex name contains ligand,internal_alignment,complex:nitrite reductase - NADH dependent,complex 'nitrite reductase - NADH dependent' carries 'NADH' as bound ligand,,,,,
complex.ecocyc.NQOR-CPLX,molecule.C00004,bound_by,directed,complex name contains ligand,internal_alignment,complex:NADH dehydrogenase (quinone),complex 'NADH dehydrogenase (quinone)' carries 'NADH' as bound ligand,,,,,
complex.ecocyc.PDXK-CPLX,molecule.C00250,bound_by,directed,complex name contains ligand,internal_alignment,complex:pyridoxal kinase 1 / hydroxymethylpyrimidine kinase,complex 'pyridoxal kinase 1 / hydroxymethylpyrimidine kinase' carries 'pyridoxal' as bound ligand,,,,,
complex.ecocyc.SIROHEMESYN-CPLX,molecule.C00032,bound_by,directed,complex name contains ligand,internal_alignment,complex:siroheme synthase,complex 'siroheme synthase' carries 'heme' as bound ligand,,,,,
complex.ecocyc.SIROHEMESYN-CPLX,molecule.C00748,bound_by,directed,complex name contains ligand,internal_alignment,complex:siroheme synthase,complex 'siroheme synthase' carries 'siroheme' as bound ligand,,,,,
complex.ecocyc.SULFITE-REDUCT-CPLX,molecule.C00005,bound_by,directed,complex name contains ligand,internal_alignment,complex:assimilatory sulfite reductase (NADPH),complex 'assimilatory sulfite reductase (NADPH)' carries 'NADPH' as bound ligand,,,,,
complex.ecocyc.SULFITE-REDUCT-CPLX,molecule.C00008,bound_by,directed,complex name contains ligand,internal_alignment,complex:assimilatory sulfite reductase (NADPH),complex 'assimilatory sulfite reductase (NADPH)' carries 'ADP' as bound ligand,,,,,
complex.ecocyc.TRYPTOPHAN-CPLX,molecule.C00097,bound_by,directed,complex name contains ligand,internal_alignment,complex:tryptophanase / L-cysteine desulfhydrase,complex 'tryptophanase / L-cysteine desulfhydrase' carries 'L-cysteine' as bound ligand,,,,,
protein.P04994,protein.P0A7G6,paralog_of,directed,UniProt annotation,UniProt,P04994,annotation mentions 'RecA' as related copy,,,,,
protein.P07012,protein.P36675,paralog_of,directed,UniProt annotation,UniProt,P07012,annotation mentions 'ArfA' as related copy,,,,,
protein.P0A6H5,protein.P0A7B8,paralog_of,directed,UniProt annotation,UniProt,P0A6H5,annotation mentions 'HslV' as related copy,,,,,
protein.P0A710,protein.P77173,paralog_of,directed,UniProt annotation,UniProt,P0A710,annotation mentions 'ZipA' as related copy,,,,,
protein.P0A8J2,protein.P07013,paralog_of,directed,UniProt annotation,UniProt,P0A8J2,annotation mentions 'PriB' as related copy,,,,,
protein.P0A910,protein.P02931,paralog_of,directed,UniProt annotation,UniProt,P0A910,annotation mentions 'OmpF' as related copy,,,,,
protein.P0A9M0,protein.P0AE72,paralog_of,directed,UniProt annotation,UniProt,P0A9M0,annotation mentions 'MazE' as related copy,,,,,
protein.P0AA99,protein.P69776,paralog_of,directed,UniProt annotation,UniProt,P0AA99,annotation mentions 'Lpp' as related copy,,,,,
protein.P0AAI3,gene.b2621,paralog_of,directed,UniProt annotation,UniProt,P0AAI3,annotation mentions 'SsrA' as related copy,,,,,
protein.P0AEH1,protein.P00634,paralog_of,directed,UniProt annotation,UniProt,P0AEH1,annotation mentions 'PhoA' as related copy,,,,,
protein.P0AES4,protein.P20083,paralog_of,directed,UniProt annotation,UniProt,P0AES4,annotation mentions 'ParE' as related copy,,,,,
protein.P0AES6,protein.P0AES4,paralog_of,directed,UniProt annotation,UniProt,P0AES6,annotation mentions 'GyrA' as related copy,,,,,
protein.P0AEV9,protein.P16431,paralog_of,directed,UniProt annotation,UniProt,P0AEV9,annotation mentions 'HycE' as related copy,,,,,
protein.P0AGE0,protein.P33919,paralog_of,directed,UniProt annotation,UniProt,P0AGE0,annotation mentions 'RadD' as related copy,,,,,
protein.P12282,protein.P30748,paralog_of,directed,UniProt annotation,UniProt,P12282,annotation mentions 'MoaD' as related copy,,,,,
protein.P15043,protein.P0A7G6,paralog_of,directed,UniProt annotation,UniProt,P15043,annotation mentions 'RecA' as related copy,,,,,
protein.P24193,protein.P30131,paralog_of,directed,UniProt annotation,UniProt,P24193,annotation mentions 'HypF' as related copy,,,,,
protein.P30131,protein.P24193,paralog_of,directed,UniProt annotation,UniProt,P30131,annotation mentions 'HypE' as related copy,,,,,
protein.P30138,protein.O32583,paralog_of,directed,UniProt annotation,UniProt,P30138,annotation mentions 'ThiS' as related copy,,,,,
protein.P30870,protein.P0A9C5,paralog_of,directed,UniProt annotation,UniProt,P30870,annotation mentions 'GlnA' as related copy,,,,,
protein.P33226,protein.P33225,paralog_of,directed,UniProt annotation,UniProt,P33226,annotation mentions 'TorA' as related copy,,,,,
protein.P42641,protein.P0A9P6,paralog_of,directed,UniProt annotation,UniProt,P42641,annotation mentions 'DEAD' as related copy,,,,,
protein.P62395,protein.P63389,paralog_of,directed,UniProt annotation,UniProt,P62395,annotation mentions 'YheS' as related copy,,,,,
protein.P68679,protein.P0A8B2,paralog_of,directed,UniProt annotation,UniProt,P68679,annotation mentions 'SmrB' as related copy,,,,,
protein.P69786,protein.P50456,paralog_of,directed,UniProt annotation,UniProt,P69786,annotation mentions 'Mlc' as related copy,,,,,
protein.P69931,protein.P0AF93,paralog_of,directed,UniProt annotation,UniProt,P69931,annotation mentions 'RIDA' as related copy,,,,,
protein.P76576,protein.P0DMC7,paralog_of,directed,UniProt annotation,UniProt,P76576,annotation mentions 'RcsB' as related copy,,,,,
protein.P0A8H8,protein.P0AES6,paralog_of,directed,UniProt annotation,UniProt,P0A8H8,annotation mentions 'GyrB' as related copy,,,,,
protein.P23485,protein.P23484,paralog_of,directed,UniProt annotation,UniProt,P23485,annotation mentions 'FecI' as related copy,,,,,
protein.P0ADT5,protein.P0AES0,paralog_of,directed,UniProt annotation,UniProt,P0ADT5,annotation mentions 'Gss' as related copy,,,,,
protein.P0DP21,protein.P0A7G6,paralog_of,directed,UniProt annotation,UniProt,P0DP21,annotation mentions 'RecA' as related copy,,,,,
protein.P19930,protein.P0ACD8,paralog_of,directed,UniProt annotation,UniProt,P19930,annotation mentions 'HyaB' as related copy,,,,,
protein.P33222,protein.P0AES0,paralog_of,directed,UniProt annotation,UniProt,P33222,annotation mentions 'Gss' as related copy,,,,,
protein.P37182,protein.P0ACE0,paralog_of,directed,UniProt annotation,UniProt,P37182,annotation mentions 'HybC' as related copy,,,,,
protein.P76102,protein.P76145,paralog_of,directed,UniProt annotation,UniProt,P76102,annotation mentions 'TAM' as related copy,,,,,
protein.P0DP22,protein.P0A7G6,paralog_of,directed,UniProt annotation,UniProt,P0DP22,annotation mentions 'RecA' as related copy,,,,,
protein.P0DP69,protein.P0DP70,paralog_of,directed,UniProt annotation,UniProt,P0DP69,annotation mentions 'PhnE' as related copy,,,,,
