ecocyc_id,entity_id,entity_type,mapping_method,source_file
EG11511,gene.b0009,gene,ACCESSION-1,genes.dat
EG30063,gene.b4439,gene,ACCESSION-1,genes.dat
G7644,gene.b3150,gene,ACCESSION-1,genes.dat
EG11439,gene.b2686,gene,ACCESSION-1,genes.dat
EG11632,gene.b0857,gene,ACCESSION-1,genes.dat
G7634,gene.b3136,gene,ACCESSION-1,genes.dat
G7944,gene.b4357,gene,ACCESSION-1,genes.dat
EG10992,gene.b3119,gene,ACCESSION-1,genes.dat
EG10854,gene.b0633,gene,ACCESSION-1,genes.dat
EG30075,gene.b2588,gene,ACCESSION-1,genes.dat
EG10601,gene.b1890,gene,ACCESSION-1,genes.dat
EG12407,gene.b0828,gene,ACCESSION-1,genes.dat
EG11035,gene.b0411,gene,ACCESSION-1,genes.dat
EG12606,gene.b1095,gene,ACCESSION-1,genes.dat
EG10624,gene.b2831,gene,ACCESSION-1,genes.dat
G7302,gene.b2485,gene,ACCESSION-1,genes.dat
EG12223,gene.b3486,gene,ACCESSION-1,genes.dat
EG10636,gene.b0676,gene,ACCESSION-1,genes.dat
EG10410,gene.b3559,gene,ACCESSION-1,genes.dat
G7942,gene.b4354,gene,ACCESSION-1,genes.dat
G6168,gene.b0298,gene,ACCESSION-1,genes.dat
G6716,gene.b1395,gene,ACCESSION-1,genes.dat
G0-17024,gene.b4778,gene,ACCESSION-1,genes.dat
EG10126,gene.b3966,gene,ACCESSION-1,genes.dat
G6753,gene.b1442,gene,ACCESSION-1,genes.dat
G6702,gene.b1379,gene,ACCESSION-1,genes.dat
EG12554,gene.b4302,gene,ACCESSION-1,genes.dat
EG10013,gene.b1856,gene,ACCESSION-1,genes.dat
G7105,gene.b2060,gene,ACCESSION-1,genes.dat
G7604,gene.b3085,gene,ACCESSION-1,genes.dat
EG20253,gene.b3569,gene,ACCESSION-1,genes.dat
G6776,gene.b1481,gene,ACCESSION-1,genes.dat
EG11691,gene.b3664,gene,ACCESSION-1,genes.dat
G7672,gene.b3218,gene,ACCESSION-1,genes.dat
EG11350,gene.b3629,gene,ACCESSION-1,genes.dat
EG10331,gene.b4153,gene,ACCESSION-1,genes.dat
G6802,gene.b1515,gene,ACCESSION-1,genes.dat
G7073,gene.b1990,gene,ACCESSION-1,genes.dat
EG10261,gene.b0593,gene,ACCESSION-1,genes.dat
EG12705,gene.b2958,gene,ACCESSION-1,genes.dat
EG12843,gene.b0468,gene,ACCESSION-1,genes.dat
EG12879,gene.b0528,gene,ACCESSION-1,genes.dat
G6956,gene.b1762,gene,ACCESSION-1,genes.dat
G6834,gene.b1567,gene,ACCESSION-1,genes.dat
EG11587,gene.b3992,gene,ACCESSION-1,genes.dat
EG11425,gene.b3625,gene,ACCESSION-1,genes.dat
EG20248,gene.b4323,gene,ACCESSION-1,genes.dat
EG12267,gene.b3546,gene,ACCESSION-1,genes.dat
G6428,gene.b0825,gene,ACCESSION-1,genes.dat
EG11000,gene.b0004,gene,ACCESSION-1,genes.dat
EG10036,gene.b1300,gene,ACCESSION-1,genes.dat
EG10899,gene.b3649,gene,ACCESSION-1,genes.dat
G6287,gene.b0518,gene,ACCESSION-1,genes.dat
EG10885,gene.b2185,gene,ACCESSION-1,genes.dat
G6502,gene.b0968,gene,ACCESSION-1,genes.dat
EG11583,gene.b0507,gene,ACCESSION-1,genes.dat
EG10381,gene.b3431,gene,ACCESSION-1,genes.dat
EG10233,gene.b0895,gene,ACCESSION-1,genes.dat
G6646,gene.b1302,gene,ACCESSION-1,genes.dat
G7265,gene.b2430,gene,ACCESSION-1,genes.dat
EG12114,gene.b4375,gene,ACCESSION-1,genes.dat
EG10741,gene.b4235,gene,ACCESSION-1,genes.dat
EG10484,gene.b2727,gene,ACCESSION-1,genes.dat
EG10088,gene.b3433,gene,ACCESSION-1,genes.dat
EG10945,gene.b4388,gene,ACCESSION-1,genes.dat
G7499,gene.b2880,gene,ACCESSION-1,genes.dat
G7215,gene.b2345,gene,ACCESSION-1,genes.dat
EG12448,gene.b0567,gene,ACCESSION-1,genes.dat
EG11103,gene.b0535,gene,ACCESSION-1,genes.dat
EG10268,gene.b0566,gene,ACCESSION-1,genes.dat
G6213,gene.b0361,gene,ACCESSION-1,genes.dat
EG10093,gene.b3743,gene,ACCESSION-1,genes.dat
G0-8899,gene.b4426,gene,ACCESSION-1,genes.dat
EG10686,gene.b3019,gene,ACCESSION-1,genes.dat
EG13235,gene.b0731,gene,ACCESSION-1,genes.dat
G7210,gene.b2339,gene,ACCESSION-1,genes.dat
EG11454,gene.b3789,gene,ACCESSION-1,genes.dat
EG30019,gene.b2692,gene,ACCESSION-1,genes.dat
EG10512,gene.b3617,gene,ACCESSION-1,genes.dat
EG11510,gene.b2501,gene,ACCESSION-1,genes.dat
G6120,gene.b0245,gene,ACCESSION-1,genes.dat
EG11061,gene.b4058,gene,ACCESSION-1,genes.dat
G7282,gene.b2452,gene,ACCESSION-1,genes.dat
EG10757,gene.b3363,gene,ACCESSION-1,genes.dat
EG10643,gene.b1221,gene,ACCESSION-1,genes.dat
G6928,gene.b1722,gene,ACCESSION-1,genes.dat
EG11311,gene.b3260,gene,ACCESSION-1,genes.dat
G7551,gene.b2985,gene,ACCESSION-1,genes.dat
G7214,gene.b2343,gene,ACCESSION-1,genes.dat
G6779,gene.b1485,gene,ACCESSION-1,genes.dat
G6255,gene.b0465,gene,ACCESSION-1,genes.dat
EG11400,gene.b3508,gene,ACCESSION-1,genes.dat
EG50003,gene.b1094,gene,ACCESSION-1,genes.dat
EG11519,gene.b3481,gene,ACCESSION-1,genes.dat
EG10738,gene.b3821,gene,ACCESSION-1,genes.dat
EG30065,gene.b2967,gene,ACCESSION-1,genes.dat
EG10559,gene.b4037,gene,ACCESSION-1,genes.dat
EG11247,gene.b2785,gene,ACCESSION-1,genes.dat
EG11948,gene.b4074,gene,ACCESSION-1,genes.dat
G6393,gene.b0752,gene,ACCESSION-1,genes.dat
EG30073,gene.b3274,gene,ACCESSION-1,genes.dat
G7676,gene.b3222,gene,ACCESSION-1,genes.dat
G7572,gene.b3022,gene,ACCESSION-1,genes.dat
EG11330,gene.b2663,gene,ACCESSION-1,genes.dat
EG10999,gene.b0003,gene,ACCESSION-1,genes.dat
G7742,gene.b3399,gene,ACCESSION-1,genes.dat
EG12702,gene.b0901,gene,ACCESSION-1,genes.dat
EG12200,gene.b2069,gene,ACCESSION-1,genes.dat
G7443,gene.b2777,gene,ACCESSION-1,genes.dat
G7248,gene.b2385,gene,ACCESSION-1,genes.dat
EG10625,gene.b2733,gene,ACCESSION-1,genes.dat
G6843,gene.b1585,gene,ACCESSION-1,genes.dat
G7616,gene.b3102,gene,ACCESSION-1,genes.dat
EG11490,gene.b1493,gene,ACCESSION-1,genes.dat
G6308,gene.b0552,gene,ACCESSION-1,genes.dat
EG10860,gene.b0214,gene,ACCESSION-1,genes.dat
EG10628,gene.b3924,gene,ACCESSION-1,genes.dat
EG10135,gene.b0033,gene,ACCESSION-1,genes.dat
G6845,gene.b1587,gene,ACCESSION-1,genes.dat
G6803,gene.b1516,gene,ACCESSION-1,genes.dat
G6973,gene.b1787,gene,ACCESSION-1,genes.dat
EG10917,gene.b4202,gene,ACCESSION-1,genes.dat
EG11925,gene.b4028,gene,ACCESSION-1,genes.dat
G6743,gene.b1432,gene,ACCESSION-1,genes.dat
EG12427,gene.b0763,gene,ACCESSION-1,genes.dat
EG12167,gene.b0921,gene,ACCESSION-1,genes.dat
EG11026,gene.b1262,gene,ACCESSION-1,genes.dat
EG10728,gene.b0399,gene,ACCESSION-1,genes.dat
G6323,gene.b0577,gene,ACCESSION-1,genes.dat
G6799,gene.b1512,gene,ACCESSION-1,genes.dat
G6997,gene.b1816,gene,ACCESSION-1,genes.dat
G7402,gene.b2674,gene,ACCESSION-1,genes.dat
EG11865,gene.b3901,gene,ACCESSION-1,genes.dat
G6285,gene.b0516,gene,ACCESSION-1,genes.dat
EG11682,gene.b3204,gene,ACCESSION-1,genes.dat
G7342,gene.b2548,gene,ACCESSION-1,genes.dat
EG11724,gene.b3714,gene,ACCESSION-1,genes.dat
G7045,gene.b1952,gene,ACCESSION-1,genes.dat
G7335,gene.b2541,gene,ACCESSION-1,genes.dat
G7099,gene.b2054,gene,ACCESSION-1,genes.dat
EG11853,gene.b3888,gene,ACCESSION-1,genes.dat
G7218,gene.b2349,gene,ACCESSION-1,genes.dat
G6826,gene.b1553,gene,ACCESSION-1,genes.dat
EG11167,gene.b3040,gene,ACCESSION-1,genes.dat
G7512,gene.b2899,gene,ACCESSION-1,genes.dat
EG11345,gene.b1132,gene,ACCESSION-1,genes.dat
G6616,gene.b1179,gene,ACCESSION-1,genes.dat
EG11998,gene.b2119,gene,ACCESSION-1,genes.dat
G6745,gene.b1434,gene,ACCESSION-1,genes.dat
EG10847,gene.b3482,gene,ACCESSION-1,genes.dat
EG10407,gene.b2400,gene,ACCESSION-1,genes.dat
G6387,gene.b0718,gene,ACCESSION-1,genes.dat
EG10128,gene.b1709,gene,ACCESSION-1,genes.dat
G436,gene.b3224,gene,ACCESSION-1,genes.dat
EG10405,gene.b4077,gene,ACCESSION-1,genes.dat
G7339,gene.b2545,gene,ACCESSION-1,genes.dat
G0-10715,gene.b4705,gene,ACCESSION-1,genes.dat
EG10006,gene.b4123,gene,ACCESSION-1,genes.dat
EG10987,gene.b1885,gene,ACCESSION-1,genes.dat
EG12372,gene.b2798,gene,ACCESSION-1,genes.dat
G7884,gene.b4253,gene,ACCESSION-1,genes.dat
EG10819,gene.b3753,gene,ACCESSION-1,genes.dat
G6176,gene.b0306,gene,ACCESSION-1,genes.dat
G7004,gene.b1828,gene,ACCESSION-1,genes.dat
EG10866,gene.b3320,gene,ACCESSION-1,genes.dat
EG10432,gene.b0154,gene,ACCESSION-1,genes.dat
EG10366,gene.b0758,gene,ACCESSION-1,genes.dat
G6720,gene.b1399,gene,ACCESSION-1,genes.dat
G6761,gene.b1450,gene,ACCESSION-1,genes.dat
EG10508,gene.b0421,gene,ACCESSION-1,genes.dat
EG10097,gene.b1866,gene,ACCESSION-1,genes.dat
EG11462,gene.b4482,gene,ACCESSION-1,genes.dat
EG10592,gene.b2149,gene,ACCESSION-1,genes.dat
G0-17090,gene.b4815,gene,ACCESSION-1,genes.dat
EG11011,gene.b0738,gene,ACCESSION-1,genes.dat
G6958,gene.b1771,gene,ACCESSION-1,genes.dat
G0-9562,gene.b4411,gene,ACCESSION-1,genes.dat
EG10807,gene.b0945,gene,ACCESSION-1,genes.dat
G0-17085,gene.b4810,gene,ACCESSION-1,genes.dat
EG11275,gene.b3672,gene,ACCESSION-1,genes.dat
EG11949,gene.b4075,gene,ACCESSION-1,genes.dat
EG12131,gene.b2527,gene,ACCESSION-1,genes.dat
EG11854,gene.b3889,gene,ACCESSION-1,genes.dat
EG11451,gene.b3786,gene,ACCESSION-1,genes.dat
EG10590,gene.b3940,gene,ACCESSION-1,genes.dat
EG10449,gene.b2019,gene,ACCESSION-1,genes.dat
EG11328,gene.b2525,gene,ACCESSION-1,genes.dat
EG10786,gene.b2821,gene,ACCESSION-1,genes.dat
EG12278,gene.b3574,gene,ACCESSION-1,genes.dat
EG11689,gene.b3662,gene,ACCESSION-1,genes.dat
EG10718,gene.b4099,gene,ACCESSION-1,genes.dat
EG10734,gene.b3728,gene,ACCESSION-1,genes.dat
EG11503,gene.b0195,gene,ACCESSION-1,genes.dat
EG12691,gene.b1280,gene,ACCESSION-1,genes.dat
EG11487,gene.b1638,gene,ACCESSION-1,genes.dat
EG11225,gene.b4138,gene,ACCESSION-1,genes.dat
EG11062,gene.b0779,gene,ACCESSION-1,genes.dat
EG12835,gene.b3269,gene,ACCESSION-1,genes.dat
G0-17074,gene.b4803,gene,ACCESSION-1,genes.dat
EG30044,gene.b3277,gene,ACCESSION-1,genes.dat
G6730,gene.b1411,gene,ACCESSION-1,genes.dat
G7619,gene.b3105,gene,ACCESSION-1,genes.dat
EG11532,gene.b2261,gene,ACCESSION-1,genes.dat
EG11020,gene.b1363,gene,ACCESSION-1,genes.dat
EG12450,gene.b2711,gene,ACCESSION-1,genes.dat
EG11653,gene.b3807,gene,ACCESSION-1,genes.dat
EG10468,gene.b0972,gene,ACCESSION-1,genes.dat
G7091,gene.b2028,gene,ACCESSION-1,genes.dat
G6605,gene.b1165,gene,ACCESSION-1,genes.dat
G7838,gene.b4157,gene,ACCESSION-1,genes.dat
EG11468,gene.b3823,gene,ACCESSION-1,genes.dat
G6917,gene.b1691,gene,ACCESSION-1,genes.dat
EG11127,gene.b1259,gene,ACCESSION-1,genes.dat
G7647,gene.b3153,gene,ACCESSION-1,genes.dat
G0-17117,gene.b4836,gene,ACCESSION-1,genes.dat
EG11608,gene.b1249,gene,ACCESSION-1,genes.dat
EG10101,gene.b3732,gene,ACCESSION-1,genes.dat
EG11860,gene.b3896,gene,ACCESSION-1,genes.dat
EG10440,gene.b1712,gene,ACCESSION-1,genes.dat
EG11427,gene.b2935,gene,ACCESSION-1,genes.dat
G6908,gene.b1682,gene,ACCESSION-1,genes.dat
EG11117,gene.b1063,gene,ACCESSION-1,genes.dat
EG12709,gene.b1958,gene,ACCESSION-1,genes.dat
EG11701,gene.b2066,gene,ACCESSION-1,genes.dat
EG10781,gene.b2585,gene,ACCESSION-1,genes.dat
EG12045,gene.b2184,gene,ACCESSION-1,genes.dat
EG10582,gene.b3939,gene,ACCESSION-1,genes.dat
G7658,gene.b3191,gene,ACCESSION-1,genes.dat
G0-10603,gene.b4612,gene,ACCESSION-1,genes.dat
EG12041,gene.b2180,gene,ACCESSION-1,genes.dat
EG10676,gene.b1245,gene,ACCESSION-1,genes.dat
G6701,gene.b1378,gene,ACCESSION-1,genes.dat
EG10510,gene.b2741,gene,ACCESSION-1,genes.dat
EG11822,gene.b1301,gene,ACCESSION-1,genes.dat
EG11404,gene.b1203,gene,ACCESSION-1,genes.dat
G7156,gene.b2229,gene,ACCESSION-1,genes.dat
EG30092,gene.b3658,gene,ACCESSION-1,genes.dat
G0-16741,gene.b4747,gene,ACCESSION-1,genes.dat
G6633,gene.b1248,gene,ACCESSION-1,genes.dat
G7834,gene.b4144,gene,ACCESSION-1,genes.dat
G7497,gene.b2878,gene,ACCESSION-1,genes.dat
G6098,gene.b0190,gene,ACCESSION-1,genes.dat
EG11188,gene.b3618,gene,ACCESSION-1,genes.dat
EG11374,gene.b0142,gene,ACCESSION-1,genes.dat
EG10277,gene.b1091,gene,ACCESSION-1,genes.dat
G7711,gene.b3333,gene,ACCESSION-1,genes.dat
EG11443,gene.b2914,gene,ACCESSION-1,genes.dat
EG12369,gene.b1769,gene,ACCESSION-1,genes.dat
G7710,gene.b3332,gene,ACCESSION-1,genes.dat
G6448,gene.b0858,gene,ACCESSION-1,genes.dat
G0-16688,gene.b4723,gene,ACCESSION-1,genes.dat
EG10159,gene.b0438,gene,ACCESSION-1,genes.dat
EG10631,gene.b2574,gene,ACCESSION-1,genes.dat
EG11525,gene.b3484,gene,ACCESSION-1,genes.dat
G0-16689,gene.b4724,gene,ACCESSION-1,genes.dat
EG11625,gene.b0863,gene,ACCESSION-1,genes.dat
G6494,gene.b0959,gene,ACCESSION-1,genes.dat
G0-10430,gene.b4516,gene,ACCESSION-1,genes.dat
G6850,gene.b1592,gene,ACCESSION-1,genes.dat
EG12629,gene.b3437,gene,ACCESSION-1,genes.dat
EG11934,gene.b4055,gene,ACCESSION-1,genes.dat
EG11768,gene.b0503,gene,ACCESSION-1,genes.dat
G7916,gene.b4306,gene,ACCESSION-1,genes.dat
G7363,gene.b2628,gene,ACCESSION-1,genes.dat
EG10743,gene.b3164,gene,ACCESSION-1,genes.dat
G6835,gene.b1568,gene,ACCESSION-1,genes.dat
EG10649,gene.b1109,gene,ACCESSION-1,genes.dat
EG12189,gene.b2436,gene,ACCESSION-1,genes.dat
G7188,gene.b2294,gene,ACCESSION-1,genes.dat
G0-16750,gene.b4756,gene,ACCESSION-1,genes.dat
EG10355,gene.b2804,gene,ACCESSION-1,genes.dat
EG12694,gene.b3060,gene,ACCESSION-1,genes.dat
EG10941,gene.b3591,gene,ACCESSION-1,genes.dat
EG30017,gene.b3796,gene,ACCESSION-1,genes.dat
G6161,gene.b0290,gene,ACCESSION-1,genes.dat
EG11612,gene.b4111,gene,ACCESSION-1,genes.dat
EG10065,gene.b3958,gene,ACCESSION-1,genes.dat
EG10910,gene.b3297,gene,ACCESSION-1,genes.dat
EG11008,gene.b0740,gene,ACCESSION-1,genes.dat
G7531,gene.b2955,gene,ACCESSION-1,genes.dat
EG11886,gene.b1049,gene,ACCESSION-1,genes.dat
EG10476,gene.b2723,gene,ACCESSION-1,genes.dat
EG12462,gene.b4115,gene,ACCESSION-1,genes.dat
EG11697,gene.b3677,gene,ACCESSION-1,genes.dat
G0-17037,gene.b4791,gene,ACCESSION-1,genes.dat
G6495,gene.b0960,gene,ACCESSION-1,genes.dat
EG11647,gene.b0185,gene,ACCESSION-1,genes.dat
G6634,gene.b1266,gene,ACCESSION-1,genes.dat
EG11918,gene.b4002,gene,ACCESSION-1,genes.dat
EG12188,gene.b2829,gene,ACCESSION-1,genes.dat
EG13159,gene.b2406,gene,ACCESSION-1,genes.dat
EG11036,gene.b3339,gene,ACCESSION-1,genes.dat
EG10216,gene.b2317,gene,ACCESSION-1,genes.dat
G6296,gene.b0540,gene,ACCESSION-1,genes.dat
EG11249,gene.b2782,gene,ACCESSION-1,genes.dat
G6717,gene.b1396,gene,ACCESSION-1,genes.dat
G0-17012,gene.b4766,gene,ACCESSION-1,genes.dat
EG10991,gene.b3116,gene,ACCESSION-1,genes.dat
EG12381,gene.b2676,gene,ACCESSION-1,genes.dat
G0-9381,gene.b4762,gene,ACCESSION-1,genes.dat
EG10979,gene.b0726,gene,ACCESSION-1,genes.dat
G6083,gene.b0016,gene,ACCESSION-1,genes.dat
EG11269,gene.b2018,gene,ACCESSION-1,genes.dat
EG11566,gene.b0045,gene,ACCESSION-1,genes.dat
EG10486,gene.b2729,gene,ACCESSION-1,genes.dat
EG10311,gene.b4317,gene,ACCESSION-1,genes.dat
EG10851,gene.b1066,gene,ACCESSION-1,genes.dat
G7359,gene.b2623,gene,ACCESSION-1,genes.dat
EG30039,gene.b1911,gene,ACCESSION-1,genes.dat
G6381,gene.b0712,gene,ACCESSION-1,genes.dat
EG11867,gene.b3903,gene,ACCESSION-1,genes.dat
G6414,gene.b0805,gene,ACCESSION-1,genes.dat
G6897,gene.b1669,gene,ACCESSION-1,genes.dat
EG11121,gene.b1253,gene,ACCESSION-1,genes.dat
EG11791,gene.b2934,gene,ACCESSION-1,genes.dat
G6486,gene.b0946,gene,ACCESSION-1,genes.dat
G7059,gene.b1971,gene,ACCESSION-1,genes.dat
EG10376,gene.b3740,gene,ACCESSION-1,genes.dat
EG11828,gene.b3856,gene,ACCESSION-1,genes.dat
G7174,gene.b2267,gene,ACCESSION-1,genes.dat
G6136,gene.b0261,gene,ACCESSION-1,genes.dat
G6862,gene.b1606,gene,ACCESSION-1,genes.dat
EG10609,gene.b3250,gene,ACCESSION-1,genes.dat
G6825,gene.b1552,gene,ACCESSION-1,genes.dat
G7122,gene.b2085,gene,ACCESSION-1,genes.dat
EG10177,gene.b0341,gene,ACCESSION-1,genes.dat
EG12257,gene.b3530,gene,ACCESSION-1,genes.dat
G7137,gene.b2105,gene,ACCESSION-1,genes.dat
EG13283,gene.b2367,gene,ACCESSION-1,genes.dat
EG10965,gene.b3648,gene,ACCESSION-1,genes.dat
EG11260,gene.b3765,gene,ACCESSION-1,genes.dat
G7643,gene.b3148,gene,ACCESSION-1,genes.dat
EG11315,gene.b3253,gene,ACCESSION-1,genes.dat
EG30091,gene.b3272,gene,ACCESSION-1,genes.dat
EG10458,gene.b4349,gene,ACCESSION-1,genes.dat
EG11377,gene.b3018,gene,ACCESSION-1,genes.dat
G6595,gene.b1151,gene,ACCESSION-1,genes.dat
EG10811,gene.b4244,gene,ACCESSION-1,genes.dat
G0-9962,gene.b4618,gene,ACCESSION-1,genes.dat
EG11034,gene.b4355,gene,ACCESSION-1,genes.dat
G6985,gene.b1799,gene,ACCESSION-1,genes.dat
G6795,gene.b1505,gene,ACCESSION-1,genes.dat
G7064,gene.b1978,gene,ACCESSION-1,genes.dat
EG10141,gene.b1737,gene,ACCESSION-1,genes.dat
G0-8881,gene.b4416,gene,ACCESSION-1,genes.dat
G0-17114,gene.b4837,gene,ACCESSION-1,genes.dat
EG12251,gene.b3524,gene,ACCESSION-1,genes.dat
EG11855,gene.b3890,gene,ACCESSION-1,genes.dat
EG10218,gene.b2314,gene,ACCESSION-1,genes.dat
G7440,gene.b2774,gene,ACCESSION-1,genes.dat
G0-10657,gene.b4686,gene,ACCESSION-1,genes.dat
EG10281,gene.b1187,gene,ACCESSION-1,genes.dat
EG12173,gene.b3334,gene,ACCESSION-1,genes.dat
EG10927,gene.b0397,gene,ACCESSION-1,genes.dat
G7657,gene.b3190,gene,ACCESSION-1,genes.dat
G6230,gene.b0387,gene,ACCESSION-1,genes.dat
G6290,gene.b0530,gene,ACCESSION-1,genes.dat
EG12093,gene.b2276,gene,ACCESSION-1,genes.dat
G6574,gene.b1117,gene,ACCESSION-1,genes.dat
G6766,gene.b1455,gene,ACCESSION-1,genes.dat
G6944,gene.b1748,gene,ACCESSION-1,genes.dat
EG11836,gene.b3867,gene,ACCESSION-1,genes.dat
EG10712,gene.b4107,gene,ACCESSION-1,genes.dat
G6962,gene.b1775,gene,ACCESSION-1,genes.dat
G7899,gene.b4277,gene,ACCESSION-1,genes.dat
EG11030,gene.b3384,gene,ACCESSION-1,genes.dat
G7176,gene.b2269,gene,ACCESSION-1,genes.dat
G7422,gene.b2745,gene,ACCESSION-1,genes.dat
G7645,gene.b3151,gene,ACCESSION-1,genes.dat
G6382,gene.b0713,gene,ACCESSION-1,genes.dat
EG12216,gene.b3470,gene,ACCESSION-1,genes.dat
G6937,gene.b1741,gene,ACCESSION-1,genes.dat
G6719,gene.b1398,gene,ACCESSION-1,genes.dat
EG12860,gene.b1853,gene,ACCESSION-1,genes.dat
G7488,gene.b2869,gene,ACCESSION-1,genes.dat
EG12235,gene.b3501,gene,ACCESSION-1,genes.dat
G6563,gene.b1085,gene,ACCESSION-1,genes.dat
G7828,gene.b4126,gene,ACCESSION-1,genes.dat
EG12031,gene.b2163,gene,ACCESSION-1,genes.dat
G6489,gene.b0949,gene,ACCESSION-1,genes.dat
G6288,gene.b4572,gene,ACCESSION-1,genes.dat
EG11991,gene.b2112,gene,ACCESSION-1,genes.dat
G6081,gene.b0005,gene,ACCESSION-1,genes.dat
EG10894,gene.b3987,gene,ACCESSION-1,genes.dat
EG11233,gene.b1609,gene,ACCESSION-1,genes.dat
G0-10696,gene.b4690,gene,ACCESSION-1,genes.dat
EG10118,gene.b0775,gene,ACCESSION-1,genes.dat
EG10863,gene.b3643,gene,ACCESSION-1,genes.dat
G7195,gene.b2303,gene,ACCESSION-1,genes.dat
EG11297,gene.b3860,gene,ACCESSION-1,genes.dat
EG10133,gene.b4133,gene,ACCESSION-1,genes.dat
G7182,gene.b2275,gene,ACCESSION-1,genes.dat
G7626,gene.b3113,gene,ACCESSION-1,genes.dat
EG10578,gene.b4120,gene,ACCESSION-1,genes.dat
EG30103,gene.b3273,gene,ACCESSION-1,genes.dat
EG10053,gene.b0063,gene,ACCESSION-1,genes.dat
EG11603,gene.b3054,gene,ACCESSION-1,genes.dat
EG10703,gene.b2926,gene,ACCESSION-1,genes.dat
EG10779,gene.b1307,gene,ACCESSION-1,genes.dat
EG10026,gene.b4016,gene,ACCESSION-1,genes.dat
EG10106,gene.b3739,gene,ACCESSION-1,genes.dat
EG12148,gene.b2943,gene,ACCESSION-1,genes.dat
EG11277,gene.b0001,gene,ACCESSION-1,genes.dat
G2001,gene.b1293,gene,ACCESSION-1,genes.dat
G6543,gene.b1037,gene,ACCESSION-1,genes.dat
EG10429,gene.b3805,gene,ACCESSION-1,genes.dat
G7184,gene.b2290,gene,ACCESSION-1,genes.dat
EG12325,gene.b0136,gene,ACCESSION-1,genes.dat
EG10034,gene.b2697,gene,ACCESSION-1,genes.dat
EG10872,gene.b3983,gene,ACCESSION-1,genes.dat
G6504,gene.b0983,gene,ACCESSION-1,genes.dat
EG10849,gene.b0497,gene,ACCESSION-1,genes.dat
G0-9621,gene.b4501,gene,ACCESSION-1,genes.dat
EG10547,gene.b0889,gene,ACCESSION-1,genes.dat
G7277,gene.b2447,gene,ACCESSION-1,genes.dat
EG11524,gene.b0706,gene,ACCESSION-1,genes.dat
EG10158,gene.b0437,gene,ACCESSION-1,genes.dat
EG10558,gene.b4035,gene,ACCESSION-1,genes.dat
EG12203,gene.b1557,gene,ACCESSION-1,genes.dat
EG11789,gene.b2051,gene,ACCESSION-1,genes.dat
EG11847,gene.b3882,gene,ACCESSION-1,genes.dat
EG11120,gene.b1156,gene,ACCESSION-1,genes.dat
EG30058,gene.b0673,gene,ACCESSION-1,genes.dat
EG12269,gene.b3548,gene,ACCESSION-1,genes.dat
G0-10609,gene.b4624,gene,ACCESSION-1,genes.dat
G0-16733,gene.b4738,gene,ACCESSION-1,genes.dat
G6463,gene.b0881,gene,ACCESSION-1,genes.dat
EG10221,gene.b4381,gene,ACCESSION-1,genes.dat
EG10532,gene.b0642,gene,ACCESSION-1,genes.dat
EG11728,gene.b3718,gene,ACCESSION-1,genes.dat
EG10108,gene.b2480,gene,ACCESSION-1,genes.dat
G0-10455,gene.b4537,gene,ACCESSION-1,genes.dat
G7842,gene.b4162,gene,ACCESSION-1,genes.dat
G6560,gene.b1068,gene,ACCESSION-1,genes.dat
EG11930,gene.b4047,gene,ACCESSION-1,genes.dat
EG11090,gene.b0159,gene,ACCESSION-1,genes.dat
G7693,gene.b3257,gene,ACCESSION-1,genes.dat
G6223,gene.b0372,gene,ACCESSION-1,genes.dat
EG11961,gene.b3603,gene,ACCESSION-1,genes.dat
EG10552,gene.b2890,gene,ACCESSION-1,genes.dat
EG10357,gene.b4122,gene,ACCESSION-1,genes.dat
G7000,gene.b1824,gene,ACCESSION-1,genes.dat
G7040,gene.b1932,gene,ACCESSION-1,genes.dat
G7362,gene.b2627,gene,ACCESSION-1,genes.dat
EG11637,gene.b1529,gene,ACCESSION-1,genes.dat
EG12439,gene.b4231,gene,ACCESSION-1,genes.dat
G0-17029,gene.b4783,gene,ACCESSION-1,genes.dat
EG11051,gene.b3669,gene,ACCESSION-1,genes.dat
G0-17104,gene.b4829,gene,ACCESSION-1,genes.dat
G6418,gene.b0815,gene,ACCESSION-1,genes.dat
G6821,gene.b1547,gene,ACCESSION-1,genes.dat
EG11358,gene.b3189,gene,ACCESSION-1,genes.dat
G7023,gene.b1873,gene,ACCESSION-1,genes.dat
EG10571,gene.b2783,gene,ACCESSION-1,genes.dat
EG10495,gene.b3774,gene,ACCESSION-1,genes.dat
G7544,gene.b4468,gene,ACCESSION-1,genes.dat
G6547,gene.b1041,gene,ACCESSION-1,genes.dat
EG10257,gene.b1851,gene,ACCESSION-1,genes.dat
G362,gene.b1077,gene,ACCESSION-1,genes.dat
G7318,gene.b2510,gene,ACCESSION-1,genes.dat
G0-17042,gene.b4796,gene,ACCESSION-1,genes.dat
EG11025,gene.b1261,gene,ACCESSION-1,genes.dat
G6558,gene.b1061,gene,ACCESSION-1,genes.dat
G6427,gene.b0824,gene,ACCESSION-1,genes.dat
EG11195,gene.b3697,gene,ACCESSION-1,genes.dat
EG10063,gene.b2818,gene,ACCESSION-1,genes.dat
G6416,gene.b0807,gene,ACCESSION-1,genes.dat
EG12053,gene.b2195,gene,ACCESSION-1,genes.dat
G7131,gene.b2099,gene,ACCESSION-1,genes.dat
G0-10589,gene.b4593,gene,ACCESSION-1,genes.dat
