ecocyc_id,entity_id,entity_type,mapping_method,source_file
RXN0-6506,reaction.ecocyc.RXN0-6506,reaction,EcoCyc reaction,reactions.dat
RXN-17960,reaction.ecocyc.RXN-17960,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-145,reaction.ecocyc.TRANS-RXN-145,reaction,EcoCyc reaction,reactions.dat
PYRROLINECARBDEHYDROG-RXN,reaction.ecocyc.PYRROLINECARBDEHYDROG-RXN,reaction,EcoCyc reaction,reactions.dat
ACETYL-COA-CARBOXYLTRANSFER-RXN,reaction.ecocyc.ACETYL-COA-CARBOXYLTRANSFER-RXN,reaction,EcoCyc reaction,reactions.dat
5.3.4.1-RXN,reaction.ecocyc.5.3.4.1-RXN,reaction,EcoCyc reaction,reactions.dat
SIROHEME-FERROCHELAT-RXN,reaction.ecocyc.SIROHEME-FERROCHELAT-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-15341,reaction.ecocyc.RXN-15341,reaction,EcoCyc reaction,reactions.dat
RXN-25603,reaction.ecocyc.RXN-25603,reaction,EcoCyc reaction,reactions.dat
RXN-25371,reaction.ecocyc.RXN-25371,reaction,EcoCyc reaction,reactions.dat
R4-RXN,reaction.ecocyc.R4-RXN,reaction,EcoCyc reaction,reactions.dat
TSA-REDUCT-RXN,reaction.ecocyc.TSA-REDUCT-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-90,reaction.ecocyc.TRANS-RXN-90,reaction,EcoCyc reaction,reactions.dat
RXN-17757,reaction.ecocyc.RXN-17757,reaction,EcoCyc reaction,reactions.dat
RXN-20674,reaction.ecocyc.RXN-20674,reaction,EcoCyc reaction,reactions.dat
RXN0-6546,reaction.ecocyc.RXN0-6546,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-511,reaction.ecocyc.TRANS-RXN0-511,reaction,EcoCyc reaction,reactions.dat
RXN-17354,reaction.ecocyc.RXN-17354,reaction,EcoCyc reaction,reactions.dat
THREONINE--TRNA-LIGASE-RXN,reaction.ecocyc.THREONINE--TRNA-LIGASE-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-3261,reaction.ecocyc.RXN0-3261,reaction,EcoCyc reaction,reactions.dat
RXN0-1922,reaction.ecocyc.RXN0-1922,reaction,EcoCyc reaction,reactions.dat
RXN0-7352,reaction.ecocyc.RXN0-7352,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-23,reaction.ecocyc.TRANS-RXN-23,reaction,EcoCyc reaction,reactions.dat
RXN0-7196,reaction.ecocyc.RXN0-7196,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-30,reaction.ecocyc.TRANS-RXN-30,reaction,EcoCyc reaction,reactions.dat
RXN-22326,reaction.ecocyc.RXN-22326,reaction,EcoCyc reaction,reactions.dat
3.4.21.107-RXN,reaction.ecocyc.3.4.21.107-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5266,reaction.ecocyc.RXN0-5266,reaction,EcoCyc reaction,reactions.dat
RXN0-2141,reaction.ecocyc.RXN0-2141,reaction,EcoCyc reaction,reactions.dat
RXN-25428,reaction.ecocyc.RXN-25428,reaction,EcoCyc reaction,reactions.dat
RXN-18477,reaction.ecocyc.RXN-18477,reaction,EcoCyc reaction,reactions.dat
RXN-23938,reaction.ecocyc.RXN-23938,reaction,EcoCyc reaction,reactions.dat
RXN-12353,reaction.ecocyc.RXN-12353,reaction,EcoCyc reaction,reactions.dat
DIENOYLCOAREDUCT-RXN,reaction.ecocyc.DIENOYLCOAREDUCT-RXN,reaction,EcoCyc reaction,reactions.dat
PHOQ-RXN,reaction.ecocyc.PHOQ-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-982,reaction.ecocyc.RXN-982,reaction,EcoCyc reaction,reactions.dat
GLYCEROL-1-PHOSPHATASE-RXN,reaction.ecocyc.GLYCEROL-1-PHOSPHATASE-RXN,reaction,EcoCyc reaction,reactions.dat
KDOTRANS-RXN,reaction.ecocyc.KDOTRANS-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-56,reaction.ecocyc.TRANS-RXN-56,reaction,EcoCyc reaction,reactions.dat
RXN-12567,reaction.ecocyc.RXN-12567,reaction,EcoCyc reaction,reactions.dat
RXN-15131,reaction.ecocyc.RXN-15131,reaction,EcoCyc reaction,reactions.dat
GDPKIN-RXN,reaction.ecocyc.GDPKIN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-9560,reaction.ecocyc.RXN-9560,reaction,EcoCyc reaction,reactions.dat
RXN0-7398,reaction.ecocyc.RXN0-7398,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-474,reaction.ecocyc.TRANS-RXN-474,reaction,EcoCyc reaction,reactions.dat
RXN-21019,reaction.ecocyc.RXN-21019,reaction,EcoCyc reaction,reactions.dat
RXN-14510,reaction.ecocyc.RXN-14510,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-611,reaction.ecocyc.TRANS-RXN0-611,reaction,EcoCyc reaction,reactions.dat
RXN0-1565,reaction.ecocyc.RXN0-1565,reaction,EcoCyc reaction,reactions.dat
RXN0-7066,reaction.ecocyc.RXN0-7066,reaction,EcoCyc reaction,reactions.dat
RXN-17651,reaction.ecocyc.RXN-17651,reaction,EcoCyc reaction,reactions.dat
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN,reaction.ecocyc.GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN,reaction,EcoCyc reaction,reactions.dat
COBINAMIDEKIN-RXN,reaction.ecocyc.COBINAMIDEKIN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7203,reaction.ecocyc.RXN0-7203,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-330,reaction.ecocyc.TRANS-RXN-330,reaction,EcoCyc reaction,reactions.dat
RXN66-448,reaction.ecocyc.RXN66-448,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-57,reaction.ecocyc.TRANS-RXN-57,reaction,EcoCyc reaction,reactions.dat
RXN-17799,reaction.ecocyc.RXN-17799,reaction,EcoCyc reaction,reactions.dat
2-OXOPENT-4-ENOATE-HYDRATASE-RXN,reaction.ecocyc.2-OXOPENT-4-ENOATE-HYDRATASE-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-20680,reaction.ecocyc.RXN-20680,reaction,EcoCyc reaction,reactions.dat
CHEBTARD-RXN,reaction.ecocyc.CHEBTARD-RXN,reaction,EcoCyc reaction,reactions.dat
TDPFUCACTRANS-RXN,reaction.ecocyc.TDPFUCACTRANS-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-6484,reaction.ecocyc.RXN0-6484,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-237,reaction.ecocyc.TRANS-RXN-237,reaction,EcoCyc reaction,reactions.dat
RXN-17127,reaction.ecocyc.RXN-17127,reaction,EcoCyc reaction,reactions.dat
RSTB-RXN,reaction.ecocyc.RSTB-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-9557,reaction.ecocyc.RXN-9557,reaction,EcoCyc reaction,reactions.dat
RXN0-7078,reaction.ecocyc.RXN0-7078,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-536,reaction.ecocyc.TRANS-RXN0-536,reaction,EcoCyc reaction,reactions.dat
3.2.1.14-RXN,reaction.ecocyc.3.2.1.14-RXN,reaction,EcoCyc reaction,reactions.dat
GSPSYN-RXN,reaction.ecocyc.GSPSYN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5129,reaction.ecocyc.RXN0-5129,reaction,EcoCyc reaction,reactions.dat
RXN-17887,reaction.ecocyc.RXN-17887,reaction,EcoCyc reaction,reactions.dat
RHAMNULPALDOL-RXN,reaction.ecocyc.RHAMNULPALDOL-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7092,reaction.ecocyc.RXN0-7092,reaction,EcoCyc reaction,reactions.dat
RXN0-7479,reaction.ecocyc.RXN0-7479,reaction,EcoCyc reaction,reactions.dat
RXN0-384,reaction.ecocyc.RXN0-384,reaction,EcoCyc reaction,reactions.dat
RXN-23923,reaction.ecocyc.RXN-23923,reaction,EcoCyc reaction,reactions.dat
3.6.3.53-RXN,reaction.ecocyc.3.6.3.53-RXN,reaction,EcoCyc reaction,reactions.dat
METHYLMALONYL-COA-EPIM-RXN,reaction.ecocyc.METHYLMALONYL-COA-EPIM-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-22651,reaction.ecocyc.RXN-22651,reaction,EcoCyc reaction,reactions.dat
RXN-9772,reaction.ecocyc.RXN-9772,reaction,EcoCyc reaction,reactions.dat
GCVT-RXN,reaction.ecocyc.GCVT-RXN,reaction,EcoCyc reaction,reactions.dat
DMBPPRIBOSYLTRANS-RXN,reaction.ecocyc.DMBPPRIBOSYLTRANS-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-21235,reaction.ecocyc.RXN-21235,reaction,EcoCyc reaction,reactions.dat
4.2.1.58-RXN,reaction.ecocyc.4.2.1.58-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5515,reaction.ecocyc.RXN0-5515,reaction,EcoCyc reaction,reactions.dat
RXN0-2481,reaction.ecocyc.RXN0-2481,reaction,EcoCyc reaction,reactions.dat
RXN-14026,reaction.ecocyc.RXN-14026,reaction,EcoCyc reaction,reactions.dat
RXN-8642,reaction.ecocyc.RXN-8642,reaction,EcoCyc reaction,reactions.dat
AIRS-RXN,reaction.ecocyc.AIRS-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7189,reaction.ecocyc.RXN0-7189,reaction,EcoCyc reaction,reactions.dat
RXN-23888,reaction.ecocyc.RXN-23888,reaction,EcoCyc reaction,reactions.dat
RXN-21526,reaction.ecocyc.RXN-21526,reaction,EcoCyc reaction,reactions.dat
DTDPGLUCOSEPP-RXN,reaction.ecocyc.DTDPGLUCOSEPP-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-11476,reaction.ecocyc.RXN-11476,reaction,EcoCyc reaction,reactions.dat
RXN-19498,reaction.ecocyc.RXN-19498,reaction,EcoCyc reaction,reactions.dat
RXN-14160,reaction.ecocyc.RXN-14160,reaction,EcoCyc reaction,reactions.dat
RXN-22647,reaction.ecocyc.RXN-22647,reaction,EcoCyc reaction,reactions.dat
1.1.1.168-RXN,reaction.ecocyc.1.1.1.168-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-19026,reaction.ecocyc.RXN-19026,reaction,EcoCyc reaction,reactions.dat
RXN0-6985,reaction.ecocyc.RXN0-6985,reaction,EcoCyc reaction,reactions.dat
OXALODECARB-RXN,reaction.ecocyc.OXALODECARB-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5194,reaction.ecocyc.RXN0-5194,reaction,EcoCyc reaction,reactions.dat
RXN-12541,reaction.ecocyc.RXN-12541,reaction,EcoCyc reaction,reactions.dat
RXN0-5269,reaction.ecocyc.RXN0-5269,reaction,EcoCyc reaction,reactions.dat
RXN-17956,reaction.ecocyc.RXN-17956,reaction,EcoCyc reaction,reactions.dat
RXN-8974,reaction.ecocyc.RXN-8974,reaction,EcoCyc reaction,reactions.dat
RXN-15512,reaction.ecocyc.RXN-15512,reaction,EcoCyc reaction,reactions.dat
RXN-15740,reaction.ecocyc.RXN-15740,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-639,reaction.ecocyc.TRANS-RXN0-639,reaction,EcoCyc reaction,reactions.dat
DHHB-METHYLTRANSFER-RXN,reaction.ecocyc.DHHB-METHYLTRANSFER-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-2043,reaction.ecocyc.RXN-2043,reaction,EcoCyc reaction,reactions.dat
IMP-DEHYDROG-RXN,reaction.ecocyc.IMP-DEHYDROG-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-21532,reaction.ecocyc.RXN-21532,reaction,EcoCyc reaction,reactions.dat
TORT-RXN,reaction.ecocyc.TORT-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-24129,reaction.ecocyc.RXN-24129,reaction,EcoCyc reaction,reactions.dat
RXN-17020,reaction.ecocyc.RXN-17020,reaction,EcoCyc reaction,reactions.dat
RXN-15952,reaction.ecocyc.RXN-15952,reaction,EcoCyc reaction,reactions.dat
TRIOSEPISOMERIZATION-RXN,reaction.ecocyc.TRIOSEPISOMERIZATION-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-14113,reaction.ecocyc.RXN-14113,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-401,reaction.ecocyc.TRANS-RXN-401,reaction,EcoCyc reaction,reactions.dat
DCDPKIN-RXN,reaction.ecocyc.DCDPKIN-RXN,reaction,EcoCyc reaction,reactions.dat
PYRIDOXINE-4-DEHYDROGENASE-RXN,reaction.ecocyc.PYRIDOXINE-4-DEHYDROGENASE-RXN,reaction,EcoCyc reaction,reactions.dat
3.4.11.2-RXN,reaction.ecocyc.3.4.11.2-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7114,reaction.ecocyc.RXN0-7114,reaction,EcoCyc reaction,reactions.dat
RXN0-7003,reaction.ecocyc.RXN0-7003,reaction,EcoCyc reaction,reactions.dat
RXN0-16,reaction.ecocyc.RXN0-16,reaction,EcoCyc reaction,reactions.dat
RXN0-7422,reaction.ecocyc.RXN0-7422,reaction,EcoCyc reaction,reactions.dat
RXN-22723,reaction.ecocyc.RXN-22723,reaction,EcoCyc reaction,reactions.dat
AMP-DEPHOSPHORYLATION-RXN,reaction.ecocyc.AMP-DEPHOSPHORYLATION-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-226,reaction.ecocyc.TRANS-RXN0-226,reaction,EcoCyc reaction,reactions.dat
RXN-22957,reaction.ecocyc.RXN-22957,reaction,EcoCyc reaction,reactions.dat
RXN-15915,reaction.ecocyc.RXN-15915,reaction,EcoCyc reaction,reactions.dat
RXN0-7081,reaction.ecocyc.RXN0-7081,reaction,EcoCyc reaction,reactions.dat
RXN0-7372,reaction.ecocyc.RXN0-7372,reaction,EcoCyc reaction,reactions.dat
RXN-18586,reaction.ecocyc.RXN-18586,reaction,EcoCyc reaction,reactions.dat
ABC-33-RXN,reaction.ecocyc.ABC-33-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7441,reaction.ecocyc.RXN0-7441,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-580,reaction.ecocyc.TRANS-RXN0-580,reaction,EcoCyc reaction,reactions.dat
VALINE--TRNA-LIGASE-RXN,reaction.ecocyc.VALINE--TRNA-LIGASE-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5242,reaction.ecocyc.RXN0-5242,reaction,EcoCyc reaction,reactions.dat
1.8.4.4-RXN,reaction.ecocyc.1.8.4.4-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-25434,reaction.ecocyc.RXN-25434,reaction,EcoCyc reaction,reactions.dat
RXN-23933,reaction.ecocyc.RXN-23933,reaction,EcoCyc reaction,reactions.dat
RXN-19474,reaction.ecocyc.RXN-19474,reaction,EcoCyc reaction,reactions.dat
RXN0-1863,reaction.ecocyc.RXN0-1863,reaction,EcoCyc reaction,reactions.dat
GALACTUROISOM-RXN,reaction.ecocyc.GALACTUROISOM-RXN,reaction,EcoCyc reaction,reactions.dat
MANNPISOM-RXN,reaction.ecocyc.MANNPISOM-RXN,reaction,EcoCyc reaction,reactions.dat
FORMATEDEHYDROG-RXN,reaction.ecocyc.FORMATEDEHYDROG-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5223,reaction.ecocyc.RXN0-5223,reaction,EcoCyc reaction,reactions.dat
RXN-22817,reaction.ecocyc.RXN-22817,reaction,EcoCyc reaction,reactions.dat
RXN0-6542,reaction.ecocyc.RXN0-6542,reaction,EcoCyc reaction,reactions.dat
RXN0-7250,reaction.ecocyc.RXN0-7250,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-108C,reaction.ecocyc.TRANS-RXN-108C,reaction,EcoCyc reaction,reactions.dat
RXN-23898,reaction.ecocyc.RXN-23898,reaction,EcoCyc reaction,reactions.dat
RHAMNISOM-RXN,reaction.ecocyc.RHAMNISOM-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5065,reaction.ecocyc.RXN0-5065,reaction,EcoCyc reaction,reactions.dat
5-NUCLEOTID-RXN,reaction.ecocyc.5-NUCLEOTID-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-2161,reaction.ecocyc.RXN0-2161,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-1592,reaction.ecocyc.TRANS-RXN-1592,reaction,EcoCyc reaction,reactions.dat
RXN-22735,reaction.ecocyc.RXN-22735,reaction,EcoCyc reaction,reactions.dat
RXN0-7391,reaction.ecocyc.RXN0-7391,reaction,EcoCyc reaction,reactions.dat
RXN0-4401,reaction.ecocyc.RXN0-4401,reaction,EcoCyc reaction,reactions.dat
RXN0-6529,reaction.ecocyc.RXN0-6529,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-510,reaction.ecocyc.TRANS-RXN0-510,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-227,reaction.ecocyc.TRANS-RXN0-227,reaction,EcoCyc reaction,reactions.dat
RXN-24142,reaction.ecocyc.RXN-24142,reaction,EcoCyc reaction,reactions.dat
RXN0-266,reaction.ecocyc.RXN0-266,reaction,EcoCyc reaction,reactions.dat
RXN-21104,reaction.ecocyc.RXN-21104,reaction,EcoCyc reaction,reactions.dat
PHOSNACMURPENTATRANS-RXN,reaction.ecocyc.PHOSNACMURPENTATRANS-RXN,reaction,EcoCyc reaction,reactions.dat
NACGLCTRANS-RXN,reaction.ecocyc.NACGLCTRANS-RXN,reaction,EcoCyc reaction,reactions.dat
LACTALDREDUCT-RXN,reaction.ecocyc.LACTALDREDUCT-RXN,reaction,EcoCyc reaction,reactions.dat
R134-RXN,reaction.ecocyc.R134-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-18550,reaction.ecocyc.RXN-18550,reaction,EcoCyc reaction,reactions.dat
ENVZ-RXN,reaction.ecocyc.ENVZ-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-15356,reaction.ecocyc.RXN-15356,reaction,EcoCyc reaction,reactions.dat
RXN0-5231,reaction.ecocyc.RXN0-5231,reaction,EcoCyc reaction,reactions.dat
RXN-14511,reaction.ecocyc.RXN-14511,reaction,EcoCyc reaction,reactions.dat
RXN0-6528,reaction.ecocyc.RXN0-6528,reaction,EcoCyc reaction,reactions.dat
HOMOSERDEHYDROG-RXN,reaction.ecocyc.HOMOSERDEHYDROG-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-12610,reaction.ecocyc.RXN-12610,reaction,EcoCyc reaction,reactions.dat
RXN0-7188,reaction.ecocyc.RXN0-7188,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-284,reaction.ecocyc.TRANS-RXN0-284,reaction,EcoCyc reaction,reactions.dat
PANTEPADENYLYLTRAN-RXN,reaction.ecocyc.PANTEPADENYLYLTRAN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-1281,reaction.ecocyc.RXN0-1281,reaction,EcoCyc reaction,reactions.dat
GLYOHMETRANS-RXN,reaction.ecocyc.GLYOHMETRANS-RXN,reaction,EcoCyc reaction,reactions.dat
GLUC1PADENYLTRANS-RXN,reaction.ecocyc.GLUC1PADENYLTRANS-RXN,reaction,EcoCyc reaction,reactions.dat
GST-RXN,reaction.ecocyc.GST-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-69,reaction.ecocyc.TRANS-RXN-69,reaction,EcoCyc reaction,reactions.dat
4.2.99.18-RXN,reaction.ecocyc.4.2.99.18-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-16701,reaction.ecocyc.RXN-16701,reaction,EcoCyc reaction,reactions.dat
RXN0-283,reaction.ecocyc.RXN0-283,reaction,EcoCyc reaction,reactions.dat
ACETATEKIN-RXN,reaction.ecocyc.ACETATEKIN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-17961,reaction.ecocyc.RXN-17961,reaction,EcoCyc reaction,reactions.dat
RXN0-7431,reaction.ecocyc.RXN0-7431,reaction,EcoCyc reaction,reactions.dat
RXN-17392,reaction.ecocyc.RXN-17392,reaction,EcoCyc reaction,reactions.dat
RXN-11662,reaction.ecocyc.RXN-11662,reaction,EcoCyc reaction,reactions.dat
PHENYLSERINE-ALDOLASE-RXN,reaction.ecocyc.PHENYLSERINE-ALDOLASE-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-447,reaction.ecocyc.TRANS-RXN0-447,reaction,EcoCyc reaction,reactions.dat
PANTOTHENATE-KIN-RXN,reaction.ecocyc.PANTOTHENATE-KIN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-19341,reaction.ecocyc.RXN-19341,reaction,EcoCyc reaction,reactions.dat
GUANPRIBOSYLTRAN-RXN,reaction.ecocyc.GUANPRIBOSYLTRAN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7315,reaction.ecocyc.RXN0-7315,reaction,EcoCyc reaction,reactions.dat
RXN-16165,reaction.ecocyc.RXN-16165,reaction,EcoCyc reaction,reactions.dat
POLYPHOSPHATE-KINASE-RXN,reaction.ecocyc.POLYPHOSPHATE-KINASE-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-573,reaction.ecocyc.TRANS-RXN0-573,reaction,EcoCyc reaction,reactions.dat
NAPHTHOATE-SYN-RXN,reaction.ecocyc.NAPHTHOATE-SYN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-705,reaction.ecocyc.RXN0-705,reaction,EcoCyc reaction,reactions.dat
RXN0-2522,reaction.ecocyc.RXN0-2522,reaction,EcoCyc reaction,reactions.dat
RXN-24132,reaction.ecocyc.RXN-24132,reaction,EcoCyc reaction,reactions.dat
GLUTATHIONE-SYN-RXN,reaction.ecocyc.GLUTATHIONE-SYN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7119,reaction.ecocyc.RXN0-7119,reaction,EcoCyc reaction,reactions.dat
RXN0-2943,reaction.ecocyc.RXN0-2943,reaction,EcoCyc reaction,reactions.dat
RXN0-6462,reaction.ecocyc.RXN0-6462,reaction,EcoCyc reaction,reactions.dat
RXN-22575,reaction.ecocyc.RXN-22575,reaction,EcoCyc reaction,reactions.dat
RXN0-7449,reaction.ecocyc.RXN0-7449,reaction,EcoCyc reaction,reactions.dat
CITTRANS-RXN,reaction.ecocyc.CITTRANS-RXN,reaction,EcoCyc reaction,reactions.dat
3.4.21.89-RXN,reaction.ecocyc.3.4.21.89-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7154,reaction.ecocyc.RXN0-7154,reaction,EcoCyc reaction,reactions.dat
RXN-12583,reaction.ecocyc.RXN-12583,reaction,EcoCyc reaction,reactions.dat
RXN0-5244,reaction.ecocyc.RXN0-5244,reaction,EcoCyc reaction,reactions.dat
RXN0-7482,reaction.ecocyc.RXN0-7482,reaction,EcoCyc reaction,reactions.dat
NADPYROPHOSPHAT-RXN,reaction.ecocyc.NADPYROPHOSPHAT-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5040,reaction.ecocyc.RXN0-5040,reaction,EcoCyc reaction,reactions.dat
RXN-13142,reaction.ecocyc.RXN-13142,reaction,EcoCyc reaction,reactions.dat
DCUS-RXN,reaction.ecocyc.DCUS-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-525,reaction.ecocyc.TRANS-RXN0-525,reaction,EcoCyc reaction,reactions.dat
RXN0-5401,reaction.ecocyc.RXN0-5401,reaction,EcoCyc reaction,reactions.dat
GSDEADENYLATION-RXN,reaction.ecocyc.GSDEADENYLATION-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7167,reaction.ecocyc.RXN0-7167,reaction,EcoCyc reaction,reactions.dat
RXN0-5108,reaction.ecocyc.RXN0-5108,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-291,reaction.ecocyc.TRANS-RXN-291,reaction,EcoCyc reaction,reactions.dat
RXN0-6575,reaction.ecocyc.RXN0-6575,reaction,EcoCyc reaction,reactions.dat
RXN-17631,reaction.ecocyc.RXN-17631,reaction,EcoCyc reaction,reactions.dat
3-NUCLEOTID-RXN,reaction.ecocyc.3-NUCLEOTID-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-15119,reaction.ecocyc.RXN-15119,reaction,EcoCyc reaction,reactions.dat
RXN-11277,reaction.ecocyc.RXN-11277,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-310,reaction.ecocyc.TRANS-RXN-310,reaction,EcoCyc reaction,reactions.dat
RXN0-7399,reaction.ecocyc.RXN0-7399,reaction,EcoCyc reaction,reactions.dat
RXN-19024,reaction.ecocyc.RXN-19024,reaction,EcoCyc reaction,reactions.dat
RXN-9310,reaction.ecocyc.RXN-9310,reaction,EcoCyc reaction,reactions.dat
DAHPSYN-RXN,reaction.ecocyc.DAHPSYN-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-612,reaction.ecocyc.TRANS-RXN0-612,reaction,EcoCyc reaction,reactions.dat
URACIL-PRIBOSYLTRANS-RXN,reaction.ecocyc.URACIL-PRIBOSYLTRANS-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-7206,reaction.ecocyc.RXN0-7206,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-324,reaction.ecocyc.TRANS-RXN-324,reaction,EcoCyc reaction,reactions.dat
RXN-14753,reaction.ecocyc.RXN-14753,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-236,reaction.ecocyc.TRANS-RXN-236,reaction,EcoCyc reaction,reactions.dat
RXN0-6446,reaction.ecocyc.RXN0-6446,reaction,EcoCyc reaction,reactions.dat
RXN-13158,reaction.ecocyc.RXN-13158,reaction,EcoCyc reaction,reactions.dat
RXN-13459,reaction.ecocyc.RXN-13459,reaction,EcoCyc reaction,reactions.dat
RXN-12490,reaction.ecocyc.RXN-12490,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN-153,reaction.ecocyc.TRANS-RXN-153,reaction,EcoCyc reaction,reactions.dat
ABC-3-RXN,reaction.ecocyc.ABC-3-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-23936,reaction.ecocyc.RXN-23936,reaction,EcoCyc reaction,reactions.dat
GUANOSINEKIN-RXN,reaction.ecocyc.GUANOSINEKIN-RXN,reaction,EcoCyc reaction,reactions.dat
TRANS-RXN0-473,reaction.ecocyc.TRANS-RXN0-473,reaction,EcoCyc reaction,reactions.dat
RXN0-7485,reaction.ecocyc.RXN0-7485,reaction,EcoCyc reaction,reactions.dat
NUCLEOTIDE-PYROPHOSPHATASE-RXN,reaction.ecocyc.NUCLEOTIDE-PYROPHOSPHATASE-RXN,reaction,EcoCyc reaction,reactions.dat
RXN-22774,reaction.ecocyc.RXN-22774,reaction,EcoCyc reaction,reactions.dat
RXN0-1441,reaction.ecocyc.RXN0-1441,reaction,EcoCyc reaction,reactions.dat
RXN0-302,reaction.ecocyc.RXN0-302,reaction,EcoCyc reaction,reactions.dat
HOMOSERKIN-RXN,reaction.ecocyc.HOMOSERKIN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-6427,reaction.ecocyc.RXN0-6427,reaction,EcoCyc reaction,reactions.dat
3.1.21.7-RXN,reaction.ecocyc.3.1.21.7-RXN,reaction,EcoCyc reaction,reactions.dat
HYPOXANPRIBOSYLTRAN-RXN,reaction.ecocyc.HYPOXANPRIBOSYLTRAN-RXN,reaction,EcoCyc reaction,reactions.dat
RXN0-5183,reaction.ecocyc.RXN0-5183,reaction,EcoCyc reaction,reactions.dat
RXN0-2022,reaction.ecocyc.RXN0-2022,reaction,EcoCyc reaction,reactions.dat
RXN-6161,reaction.ecocyc.RXN-6161,reaction,EcoCyc reaction,reactions.dat
