source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
gene.b0563,encodes,protein.P77087,directed,database,EcoCyc,G6317,EcoCyc gene PRODUCT
gene.b0328,encodes,protein.P75693,directed,database,EcoCyc,G6193,EcoCyc gene PRODUCT
gene.b1612,encodes,protein.P0AC33,directed,database,EcoCyc,EG10356,EcoCyc gene PRODUCT
gene.b2994,encodes,protein.P0ACE0,directed,database,EcoCyc,EG11801,EcoCyc gene PRODUCT
gene.b1647,encodes,protein.P76187,directed,database,EcoCyc,G6887,EcoCyc gene PRODUCT
gene.b3579,encodes,protein.P37676,directed,database,EcoCyc,EG12283,EcoCyc gene PRODUCT
gene.b4595,encodes,protein.A5A613,directed,database,EcoCyc,G0-8891,EcoCyc gene PRODUCT
gene.b1637,encodes,protein.P0AGJ9,directed,database,EcoCyc,EG11043,EcoCyc gene PRODUCT
gene.b4063,encodes,protein.P0ACS2,directed,database,EcoCyc,EG10957,EcoCyc gene PRODUCT
gene.b0134,encodes,protein.P31057,directed,database,EcoCyc,EG11675,EcoCyc gene PRODUCT
gene.b3522,encodes,protein.P37642,directed,database,EcoCyc,EG12248,EcoCyc gene PRODUCT
gene.b1755,encodes,protein.P76224,directed,database,EcoCyc,G6950,EcoCyc gene PRODUCT
gene.b3991,encodes,protein.P30139,directed,database,EcoCyc,EG11589,EcoCyc gene PRODUCT
gene.b3267,encodes,protein.P64622,directed,database,EcoCyc,G7695,EcoCyc gene PRODUCT
gene.b2307,encodes,protein.P0AEU3,directed,database,EcoCyc,EG10007,EcoCyc gene PRODUCT
gene.b1158,encodes,protein.P03014,directed,database,EcoCyc,EG10737,EcoCyc gene PRODUCT
gene.b4093,encodes,protein.P16691,directed,database,EcoCyc,EG10724,EcoCyc gene PRODUCT
gene.b1402,encodes,protein.P0CF54,directed,database,EcoCyc,G6723,EcoCyc gene PRODUCT
gene.b1359,encodes,protein.P76065,directed,database,EcoCyc,G6683,EcoCyc gene PRODUCT
gene.b4036,encodes,protein.P02943,directed,database,EcoCyc,EG10528,EcoCyc gene PRODUCT
gene.b4081,encodes,protein.P32715,directed,database,EcoCyc,EG11953,EcoCyc gene PRODUCT
gene.b2842,encodes,protein.P37769,directed,database,EcoCyc,EG12361,EcoCyc gene PRODUCT
gene.b0002,encodes,protein.P00561,directed,database,EcoCyc,EG10998,EcoCyc gene PRODUCT
gene.b0544,encodes,protein.P77698,directed,database,EcoCyc,G6300,EcoCyc gene PRODUCT
gene.b4310,encodes,protein.P39371,directed,database,EcoCyc,G7920,EcoCyc gene PRODUCT
gene.b3717,encodes,protein.P31469,directed,database,EcoCyc,EG11727,EcoCyc gene PRODUCT
gene.b3422,encodes,protein.P38035,directed,database,EcoCyc,EG12356,EcoCyc gene PRODUCT
gene.b1438,encodes,protein.P67697,directed,database,EcoCyc,G6749,EcoCyc gene PRODUCT
gene.b4679,encodes,protein.C1P609,directed,database,EcoCyc,G0-10652,EcoCyc gene PRODUCT
gene.b1753,encodes,protein.P76222,directed,database,EcoCyc,G6948,EcoCyc gene PRODUCT
gene.b1495,encodes,protein.P31827,directed,database,EcoCyc,EG11743,EcoCyc gene PRODUCT
gene.b2609,encodes,protein.P0A7T3,directed,database,EcoCyc,EG10915,EcoCyc gene PRODUCT
gene.b0312,encodes,protein.P17445,directed,database,EcoCyc,EG10110,EcoCyc gene PRODUCT
gene.b3572,encodes,protein.P09053,directed,database,EcoCyc,EG10107,EcoCyc gene PRODUCT
gene.b0181,encodes,protein.P0A722,directed,database,EcoCyc,EG10545,EcoCyc gene PRODUCT
gene.b4374,encodes,protein.P0A8Y1,directed,database,EcoCyc,EG12115,EcoCyc gene PRODUCT
gene.b2103,encodes,protein.P76422,directed,database,EcoCyc,G7135,EcoCyc gene PRODUCT
gene.b0200,encodes,protein.P63228,directed,database,EcoCyc,EG11736,EcoCyc gene PRODUCT
gene.b1627,encodes,protein.P0A766,directed,database,EcoCyc,G6871,EcoCyc gene PRODUCT
gene.b0488,encodes,protein.P0AAS3,directed,database,EcoCyc,G6264,EcoCyc gene PRODUCT
gene.b4453,encodes,protein.Q6BF25,directed,database,EcoCyc,G0-9041,EcoCyc gene PRODUCT
gene.b1994,encodes,protein.P0CE53,directed,database,EcoCyc,G7074,EcoCyc gene PRODUCT
gene.b1686,encodes,protein.P77781,directed,database,EcoCyc,G6912,EcoCyc gene PRODUCT
gene.b2219,encodes,protein.Q06067,directed,database,EcoCyc,EG11667,EcoCyc gene PRODUCT
gene.b2808,encodes,protein.P0A9F6,directed,database,EcoCyc,EG11795,EcoCyc gene PRODUCT
gene.b3712,encodes,protein.P0ADM8,directed,database,EcoCyc,EG11722,EcoCyc gene PRODUCT
gene.b4513,encodes,protein.P36937,directed,database,EcoCyc,G0-10439,EcoCyc gene PRODUCT
gene.b3567,encodes,protein.P37388,directed,database,EcoCyc,EG12275,EcoCyc gene PRODUCT
gene.b2424,encodes,protein.P16701,directed,database,EcoCyc,EG10197,EcoCyc gene PRODUCT
gene.b2268,encodes,protein.P0A8V0,directed,database,EcoCyc,G7175,EcoCyc gene PRODUCT
gene.b0291,encodes,protein.P77802,directed,database,EcoCyc,G6162,EcoCyc gene PRODUCT
gene.b2866,encodes,protein.Q46799,directed,database,EcoCyc,G7485,EcoCyc gene PRODUCT
gene.b1375,encodes,protein.P76073,directed,database,EcoCyc,G6698,EcoCyc gene PRODUCT
gene.b3895,encodes,protein.P32177,directed,database,EcoCyc,EG11859,EcoCyc gene PRODUCT
gene.b0174,encodes,protein.P60472,directed,database,EcoCyc,G6092,EcoCyc gene PRODUCT
gene.b0648,encodes,protein.P77427,directed,database,EcoCyc,G6355,EcoCyc gene PRODUCT
gene.b1255,encodes,protein.P21365,directed,database,EcoCyc,EG11123,EcoCyc gene PRODUCT
gene.b2470,encodes,protein.P24177,directed,database,EcoCyc,EG10014,EcoCyc gene PRODUCT
gene.b0413,encodes,protein.P0A8D0,directed,database,EcoCyc,EG11320,EcoCyc gene PRODUCT
gene.b2930,encodes,protein.P21437,directed,database,EcoCyc,EG11245,EcoCyc gene PRODUCT
gene.b4046,encodes,protein.P0AC51,directed,database,EcoCyc,EG11929,EcoCyc gene PRODUCT
gene.b2826,encodes,protein.P33554,directed,database,EcoCyc,EG12081,EcoCyc gene PRODUCT
gene.b0265,encodes,protein.P0CF08,directed,database,EcoCyc,G6139,EcoCyc gene PRODUCT
gene.b0384,encodes,protein.P0AFM4,directed,database,EcoCyc,EG11401,EcoCyc gene PRODUCT
gene.b1521,encodes,protein.P0A6L7,directed,database,EcoCyc,EG11065,EcoCyc gene PRODUCT
gene.b2874,encodes,protein.Q46807,directed,database,EcoCyc,G7493,EcoCyc gene PRODUCT
gene.b0662,encodes,protein.P75728,directed,database,EcoCyc,G6365,EcoCyc gene PRODUCT
gene.b2735,encodes,protein.P52598,directed,database,EcoCyc,G7416,EcoCyc gene PRODUCT
gene.b1154,encodes,protein.P45581,directed,database,EcoCyc,EG12877,EcoCyc gene PRODUCT
gene.b4325,encodes,protein.P39374,directed,database,EcoCyc,G7922,EcoCyc gene PRODUCT
gene.b0867,encodes,protein.P75820,directed,database,EcoCyc,G6452,EcoCyc gene PRODUCT
gene.b1252,encodes,protein.P02929,directed,database,EcoCyc,EG11012,EcoCyc gene PRODUCT
gene.b1078,encodes,protein.P0ABX5,directed,database,EcoCyc,G363,EcoCyc gene PRODUCT
gene.b1403,encodes,protein.P0CF41,directed,database,EcoCyc,G6724,EcoCyc gene PRODUCT
gene.b3558,encodes,protein.P19769,directed,database,EcoCyc,G7777,EcoCyc gene PRODUCT
gene.b3394,encodes,protein.P64634,directed,database,EcoCyc,G7738,EcoCyc gene PRODUCT
gene.b1723,encodes,protein.P06999,directed,database,EcoCyc,EG10700,EcoCyc gene PRODUCT
gene.b2188,encodes,protein.P0AD27,directed,database,EcoCyc,EG12049,EcoCyc gene PRODUCT
gene.b3945,encodes,protein.P0A9S5,directed,database,EcoCyc,EG11904,EcoCyc gene PRODUCT
gene.b4203,encodes,protein.P0A7R1,directed,database,EcoCyc,EG10870,EcoCyc gene PRODUCT
gene.b1146,encodes,protein.P75975,directed,database,EcoCyc,G6590,EcoCyc gene PRODUCT
gene.b2646,encodes,protein.Q46953,directed,database,EcoCyc,G7381,EcoCyc gene PRODUCT
gene.b1961,encodes,protein.P0AED9,directed,database,EcoCyc,EG10211,EcoCyc gene PRODUCT
gene.b3778,encodes,protein.P09980,directed,database,EcoCyc,EG10837,EcoCyc gene PRODUCT
gene.b3023,encodes,protein.Q46866,directed,database,EcoCyc,G7573,EcoCyc gene PRODUCT
gene.b3870,encodes,protein.P0A9C5,directed,database,EcoCyc,EG10383,EcoCyc gene PRODUCT
gene.b1576,encodes,protein.P29010,directed,database,EcoCyc,EG11303,EcoCyc gene PRODUCT
gene.b1385,encodes,protein.P80668,directed,database,EcoCyc,G7961,EcoCyc gene PRODUCT
gene.b0377,encodes,protein.P0AFY6,directed,database,EcoCyc,EG10928,EcoCyc gene PRODUCT
gene.b1183,encodes,protein.P0AG11,directed,database,EcoCyc,EG11057,EcoCyc gene PRODUCT
gene.b2787,encodes,protein.P0AES2,directed,database,EcoCyc,G7445,EcoCyc gene PRODUCT
gene.b3642,encodes,protein.P0A7E3,directed,database,EcoCyc,EG10808,EcoCyc gene PRODUCT
gene.b0037,encodes,protein.P31552,directed,database,EcoCyc,EG11558,EcoCyc gene PRODUCT
gene.b2708,encodes,protein.P17115,directed,database,EcoCyc,EG10973,EcoCyc gene PRODUCT
gene.b2732,encodes,protein.P25728,directed,database,EcoCyc,EG11287,EcoCyc gene PRODUCT
gene.b3127,encodes,protein.P0AA80,directed,database,EcoCyc,EG12760,EcoCyc gene PRODUCT
gene.b1263,encodes,protein.P00904,directed,database,EcoCyc,EG11027,EcoCyc gene PRODUCT
gene.b4594,encodes,protein.A5A612,directed,database,EcoCyc,G0-10590,EcoCyc gene PRODUCT
gene.b2919,encodes,protein.P52045,directed,database,EcoCyc,G7516,EcoCyc gene PRODUCT
gene.b3491,encodes,protein.P37630,directed,database,EcoCyc,EG12228,EcoCyc gene PRODUCT
gene.b1131,encodes,protein.P0AB89,directed,database,EcoCyc,EG11314,EcoCyc gene PRODUCT
gene.b1069,encodes,protein.P0AF16,directed,database,EcoCyc,G6561,EcoCyc gene PRODUCT
gene.b0442,encodes,protein.P0AAR8,directed,database,EcoCyc,G6243,EcoCyc gene PRODUCT
gene.b2067,encodes,protein.P38097,directed,database,EcoCyc,EG12396,EcoCyc gene PRODUCT
gene.b1254,encodes,protein.P0A710,directed,database,EcoCyc,EG11122,EcoCyc gene PRODUCT
gene.b1356,encodes,protein.P76062,directed,database,EcoCyc,G6680,EcoCyc gene PRODUCT
gene.b0380,encodes,protein.P0AAQ0,directed,database,EcoCyc,G6229,EcoCyc gene PRODUCT
gene.b2321,encodes,protein.P15286,directed,database,EcoCyc,EG10229,EcoCyc gene PRODUCT
gene.b0075,encodes,protein.P0AD79,directed,database,EcoCyc,EG11280,EcoCyc gene PRODUCT
gene.b3232,encodes,protein.P64612,directed,database,EcoCyc,G7680,EcoCyc gene PRODUCT
gene.b2929,encodes,protein.P11663,directed,database,EcoCyc,EG11162,EcoCyc gene PRODUCT
gene.b4011,encodes,protein.P09162,directed,database,EcoCyc,EG11206,EcoCyc gene PRODUCT
gene.b2449,encodes,protein.P76549,directed,database,EcoCyc,G7279,EcoCyc gene PRODUCT
gene.b0348,encodes,protein.P0ABR9,directed,database,EcoCyc,M011,EcoCyc gene PRODUCT
gene.b4257,encodes,protein.P39338,directed,database,EcoCyc,G7887,EcoCyc gene PRODUCT
gene.b0846,encodes,protein.P75811,directed,database,EcoCyc,G6444,EcoCyc gene PRODUCT
gene.b2604,encodes,protein.P46139,directed,database,EcoCyc,EG12880,EcoCyc gene PRODUCT
gene.b4161,encodes,protein.P39286,directed,database,EcoCyc,G7841,EcoCyc gene PRODUCT
gene.b1503,encodes,protein.P77294,directed,database,EcoCyc,G6793,EcoCyc gene PRODUCT
gene.b1480,encodes,protein.P68191,directed,database,EcoCyc,EG11508,EcoCyc gene PRODUCT
gene.b2543,encodes,protein.P0AD47,directed,database,EcoCyc,G7337,EcoCyc gene PRODUCT
gene.b1098,encodes,protein.P0A720,directed,database,EcoCyc,EG12302,EcoCyc gene PRODUCT
gene.b4599,encodes,protein.A5A616,directed,database,EcoCyc,G0-8892,EcoCyc gene PRODUCT
gene.b1724,encodes,protein.P64479,directed,database,EcoCyc,G6929,EcoCyc gene PRODUCT
gene.b2456,encodes,protein.P0AEJ8,directed,database,EcoCyc,G7286,EcoCyc gene PRODUCT
gene.b3411,encodes,protein.P31667,directed,database,EcoCyc,EG11750,EcoCyc gene PRODUCT
gene.b4535,encodes,protein.Q2EES1,directed,database,EcoCyc,G0-10453,EcoCyc gene PRODUCT
gene.b3843,encodes,protein.P0AAB4,directed,database,EcoCyc,EG11396,EcoCyc gene PRODUCT
gene.b2037,encodes,protein.P37746,directed,database,EcoCyc,EG11980,EcoCyc gene PRODUCT
gene.b0502,encodes,protein.P77688,directed,database,EcoCyc,G6273,EcoCyc gene PRODUCT
gene.b2387,encodes,protein.P69808,directed,database,EcoCyc,G7250,EcoCyc gene PRODUCT
gene.b4755,encodes,protein.P0DPP6,directed,database,EcoCyc,G0-16749,EcoCyc gene PRODUCT
gene.b0776,encodes,protein.P12998,directed,database,EcoCyc,EG10121,EcoCyc gene PRODUCT
gene.b3360,encodes,protein.P00903,directed,database,EcoCyc,EG10682,EcoCyc gene PRODUCT
gene.b4147,encodes,protein.P0A6N4,directed,database,EcoCyc,EG12099,EcoCyc gene PRODUCT
gene.b2941,encodes,protein.P46879,directed,database,EcoCyc,G7523,EcoCyc gene PRODUCT
gene.b1659,encodes,protein.P0ACR2,directed,database,EcoCyc,EG12140,EcoCyc gene PRODUCT
gene.b2509,encodes,protein.P04994,directed,database,EcoCyc,EG11072,EcoCyc gene PRODUCT
gene.b4256,encodes,protein.P39337,directed,database,EcoCyc,G7886,EcoCyc gene PRODUCT
gene.b2408,encodes,protein.P45564,directed,database,EcoCyc,G7256,EcoCyc gene PRODUCT
gene.b0322,encodes,protein.Q2EEQ3,directed,database,EcoCyc,G0-10550,EcoCyc gene PRODUCT
gene.b4487,encodes,protein.Q6BEX5,directed,database,EcoCyc,G0-9541,EcoCyc gene PRODUCT
gene.b0621,encodes,protein.P0ABP3,directed,database,EcoCyc,G6347,EcoCyc gene PRODUCT
gene.b1427,encodes,protein.P13857,directed,database,EcoCyc,EG10853,EcoCyc gene PRODUCT
gene.b3736,encodes,protein.P0ABA0,directed,database,EcoCyc,EG10103,EcoCyc gene PRODUCT
gene.b2252,encodes,protein.P45565,directed,database,EcoCyc,G7165,EcoCyc gene PRODUCT
gene.b2040,encodes,protein.P37760,directed,database,EcoCyc,EG12411,EcoCyc gene PRODUCT
gene.b3846,encodes,protein.P21177,directed,database,EcoCyc,EG10279,EcoCyc gene PRODUCT
gene.b3637,encodes,protein.P0A7M2,directed,database,EcoCyc,EG10886,EcoCyc gene PRODUCT
gene.b3375,encodes,protein.P45544,directed,database,EcoCyc,G7727,EcoCyc gene PRODUCT
gene.b2905,encodes,protein.P27248,directed,database,EcoCyc,EG11442,EcoCyc gene PRODUCT
gene.b4793,encodes,protein.P0DSH1,directed,database,EcoCyc,G0-17039,EcoCyc gene PRODUCT
gene.b4586,encodes,protein.A5A605,directed,database,EcoCyc,G0-10583,EcoCyc gene PRODUCT
gene.b2881,encodes,protein.Q46814,directed,database,EcoCyc,G7500,EcoCyc gene PRODUCT
gene.b0764,encodes,protein.P0AF01,directed,database,EcoCyc,EG10002,EcoCyc gene PRODUCT
gene.b1160,encodes,protein.P75987,directed,database,EcoCyc,G6600,EcoCyc gene PRODUCT
gene.b0252,encodes,protein.P77206,directed,database,EcoCyc,G6127,EcoCyc gene PRODUCT
gene.b3839,encodes,protein.P69423,directed,database,EcoCyc,EG11479,EcoCyc gene PRODUCT
gene.b4772,encodes,protein.P0DSF0,directed,database,EcoCyc,G0-17018,EcoCyc gene PRODUCT
gene.b1588,encodes,protein.P77783,directed,database,EcoCyc,G6846,EcoCyc gene PRODUCT
gene.b4094,encodes,protein.P16690,directed,database,EcoCyc,EG10723,EcoCyc gene PRODUCT
gene.b3869,encodes,protein.P0AFB5,directed,database,EcoCyc,EG10387,EcoCyc gene PRODUCT
gene.b3632,encodes,protein.P25742,directed,database,EcoCyc,EG11341,EcoCyc gene PRODUCT
gene.b1735,encodes,protein.P17410,directed,database,EcoCyc,EG10143,EcoCyc gene PRODUCT
gene.b2583,encodes,protein.Q47319,directed,database,EcoCyc,G7349,EcoCyc gene PRODUCT
gene.b1200,encodes,protein.P76015,directed,database,EcoCyc,G6627,EcoCyc gene PRODUCT
gene.b4475,encodes,protein.P46849,directed,database,EcoCyc,G7750,EcoCyc gene PRODUCT
gene.b1847,encodes,protein.P33219,directed,database,EcoCyc,EG11807,EcoCyc gene PRODUCT
gene.b4061,encodes,protein.P32701,directed,database,EcoCyc,EG11938,EcoCyc gene PRODUCT
gene.b1075,encodes,protein.P75936,directed,database,EcoCyc,G360,EcoCyc gene PRODUCT
gene.b1466,encodes,protein.P19317,directed,database,EcoCyc,EG10645,EcoCyc gene PRODUCT
gene.b1410,encodes,protein.P76092,directed,database,EcoCyc,G6729,EcoCyc gene PRODUCT
gene.b4156,encodes,protein.P39282,directed,database,EcoCyc,EG12475,EcoCyc gene PRODUCT
gene.b3345,encodes,protein.P45532,directed,database,EcoCyc,G7714,EcoCyc gene PRODUCT
gene.b3157,encodes,protein.P64599,directed,database,EcoCyc,G7651,EcoCyc gene PRODUCT
gene.b2412,encodes,protein.P77173,directed,database,EcoCyc,G7258,EcoCyc gene PRODUCT
gene.b4169,encodes,protein.P26365,directed,database,EcoCyc,EG11363,EcoCyc gene PRODUCT
gene.b1349,encodes,protein.P33228,directed,database,EcoCyc,EG11899,EcoCyc gene PRODUCT
gene.b0050,encodes,protein.P62672,directed,database,EcoCyc,EG10047,EcoCyc gene PRODUCT
gene.b2977,encodes,protein.P0AEQ1,directed,database,EcoCyc,G7543,EcoCyc gene PRODUCT
gene.b2330,encodes,protein.P39199,directed,database,EcoCyc,EG12449,EcoCyc gene PRODUCT
gene.b1680,encodes,protein.P77444,directed,database,EcoCyc,G6906,EcoCyc gene PRODUCT
gene.b3526,encodes,protein.P37647,directed,database,EcoCyc,EG12253,EcoCyc gene PRODUCT
gene.b0880,encodes,protein.P0A968,directed,database,EcoCyc,EG11111,EcoCyc gene PRODUCT
gene.b2705,encodes,protein.P05707,directed,database,EcoCyc,EG10971,EcoCyc gene PRODUCT
gene.b4480,encodes,protein.P0A8R9,directed,database,EcoCyc,EG11449,EcoCyc gene PRODUCT
gene.b4797,encodes,protein.P0DSH5,directed,database,EcoCyc,G0-17043,EcoCyc gene PRODUCT
gene.b1460,encodes,protein.P28917,directed,database,EcoCyc,EG11526,EcoCyc gene PRODUCT
gene.b1342,encodes,protein.P64423,directed,database,EcoCyc,G6674,EcoCyc gene PRODUCT
gene.b1693,encodes,protein.P05194,directed,database,EcoCyc,EG10076,EcoCyc gene PRODUCT
gene.b0283,encodes,protein.P77183,directed,database,EcoCyc,G6154,EcoCyc gene PRODUCT
gene.b4119,encodes,protein.P06720,directed,database,EcoCyc,EG10577,EcoCyc gene PRODUCT
gene.b4102,encodes,protein.P16684,directed,database,EcoCyc,EG10715,EcoCyc gene PRODUCT
gene.b3640,encodes,protein.P06968,directed,database,EcoCyc,EG10251,EcoCyc gene PRODUCT
gene.b2024,encodes,protein.P10371,directed,database,EcoCyc,EG10444,EcoCyc gene PRODUCT
gene.b3883,encodes,protein.P32143,directed,database,EcoCyc,EG11848,EcoCyc gene PRODUCT
gene.b0982,encodes,protein.P0ACZ2,directed,database,EcoCyc,G6503,EcoCyc gene PRODUCT
gene.b1400,encodes,protein.P77181,directed,database,EcoCyc,G6721,EcoCyc gene PRODUCT
gene.b4263,encodes,protein.P39342,directed,database,EcoCyc,G7890,EcoCyc gene PRODUCT
gene.b0682,encodes,protein.P75734,directed,database,EcoCyc,G6371,EcoCyc gene PRODUCT
gene.b1786,encodes,protein.P76237,directed,database,EcoCyc,G6972,EcoCyc gene PRODUCT
gene.b1257,encodes,protein.P21363,directed,database,EcoCyc,EG11125,EcoCyc gene PRODUCT
gene.b1621,encodes,protein.P19642,directed,database,EcoCyc,EG10563,EcoCyc gene PRODUCT
gene.b2335,encodes,protein.P76501,directed,database,EcoCyc,G7206,EcoCyc gene PRODUCT
gene.b1798,encodes,protein.P76249,directed,database,EcoCyc,G6984,EcoCyc gene PRODUCT
gene.b1324,encodes,protein.P0A862,directed,database,EcoCyc,G6660,EcoCyc gene PRODUCT
gene.b1970,encodes,protein.P76341,directed,database,EcoCyc,G7058,EcoCyc gene PRODUCT
gene.b1797,encodes,protein.P64488,directed,database,EcoCyc,G6983,EcoCyc gene PRODUCT
gene.b0554,encodes,protein.P0A9R2,directed,database,EcoCyc,G6309,EcoCyc gene PRODUCT
gene.b4327,encodes,protein.P39376,directed,database,EcoCyc,G7924,EcoCyc gene PRODUCT
gene.b0947,encodes,protein.P75863,directed,database,EcoCyc,G6487,EcoCyc gene PRODUCT
gene.b2564,encodes,protein.P0A794,directed,database,EcoCyc,EG10693,EcoCyc gene PRODUCT
gene.b1730,encodes,protein.P76210,directed,database,EcoCyc,G6935,EcoCyc gene PRODUCT
gene.b3327,encodes,protein.P41441,directed,database,EcoCyc,G7705,EcoCyc gene PRODUCT
gene.b0042,encodes,protein.P31574,directed,database,EcoCyc,EG11563,EcoCyc gene PRODUCT
gene.b4477,encodes,protein.Q6BF16,directed,database,EcoCyc,EG20049,EcoCyc gene PRODUCT
gene.b4341,encodes,protein.P39390,directed,database,EcoCyc,G7937,EcoCyc gene PRODUCT
gene.b4312,encodes,protein.P0ADH5,directed,database,EcoCyc,EG10309,EcoCyc gene PRODUCT
gene.b2519,encodes,protein.P76577,directed,database,EcoCyc,G7322,EcoCyc gene PRODUCT
gene.b1664,encodes,protein.P77552,directed,database,EcoCyc,G6894,EcoCyc gene PRODUCT
gene.b1087,encodes,protein.P0A729,directed,database,EcoCyc,EG11438,EcoCyc gene PRODUCT
gene.b1479,encodes,protein.P26616,directed,database,EcoCyc,EG10948,EcoCyc gene PRODUCT
gene.b1813,encodes,protein.P43337,directed,database,EcoCyc,EG12693,EcoCyc gene PRODUCT
gene.b2506,encodes,protein.P76573,directed,database,EcoCyc,G7317,EcoCyc gene PRODUCT
gene.b1639,encodes,protein.P28224,directed,database,EcoCyc,EG11488,EcoCyc gene PRODUCT
gene.b1225,encodes,protein.P11349,directed,database,EcoCyc,EG10639,EcoCyc gene PRODUCT
gene.b3498,encodes,protein.P27298,directed,database,EcoCyc,EG11441,EcoCyc gene PRODUCT
gene.b0859,encodes,protein.P75817,directed,database,EcoCyc,G6449,EcoCyc gene PRODUCT
gene.b4515,encodes,protein.P56100,directed,database,EcoCyc,G0-10441,EcoCyc gene PRODUCT
gene.b2972,encodes,protein.Q46836,directed,database,EcoCyc,G7539,EcoCyc gene PRODUCT
gene.b2721,encodes,protein.P16431,directed,database,EcoCyc,EG10478,EcoCyc gene PRODUCT
gene.b2081,encodes,protein.P76403,directed,database,EcoCyc,G7118,EcoCyc gene PRODUCT
gene.b1703,encodes,protein.P0A8A4,directed,database,EcoCyc,EG11132,EcoCyc gene PRODUCT
gene.b2507,encodes,protein.P04079,directed,database,EcoCyc,EG10420,EcoCyc gene PRODUCT
gene.b1614,encodes,protein.P77804,directed,database,EcoCyc,G6865,EcoCyc gene PRODUCT
gene.b2239,encodes,protein.P09394,directed,database,EcoCyc,EG10399,EcoCyc gene PRODUCT
gene.b0012,encodes,protein.P28697,directed,database,EcoCyc,EG11509,EcoCyc gene PRODUCT
gene.b1644,encodes,protein.P76185,directed,database,EcoCyc,G6884,EcoCyc gene PRODUCT
gene.b4466,encodes,protein.P0CK95,directed,database,EcoCyc,G7541,EcoCyc gene PRODUCT
