source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
protein.P0ACP1,represses,gene.b3919,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=tpiA; function=-
protein.P0ACP1,represses,gene.b0113,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=pdhR; function=-
protein.P0ACP1,represses,gene.b0315,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=pdeL; function=-
protein.P0ACP1,represses,gene.b1531,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=marA; function=-
protein.P0ACP1,represses,gene.b1530,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=marR; function=-
protein.P0ACP1,represses,gene.b2712,directed,C,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=hypF; function=-
protein.P0ACP1,represses,gene.b1532,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=marB; function=-
protein.P0ACP1,represses,gene.b0070,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=setA; function=-
protein.P0ACP1,activates,gene.b2277,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoM; function=+
protein.P0ACP1,activates,gene.b2284,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoF; function=+
protein.P0ACP1,activates,gene.b2288,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoA; function=+
protein.P0ACP1,activates,gene.b2287,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoB; function=+
protein.P0ACP1,activates,gene.b2286,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoC; function=+
protein.P0ACP1,activates,gene.b2285,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoE; function=+
protein.P0ACP1,activates,gene.b2283,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoG; function=+
protein.P0ACP1,activates,gene.b2282,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoH; function=+
protein.P0ACP1,activates,gene.b2281,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoI; function=+
protein.P0ACP1,activates,gene.b2280,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoJ; function=+
protein.P0ACP1,activates,gene.b2279,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoK; function=+
protein.P0ACP1,activates,gene.b2278,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoL; function=+
protein.P0ACP1,activates,gene.b2276,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=nuoN; function=+
protein.P0ACP1,represses,gene.b3612,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=gpmM; function=-
protein.P0ACP1,represses,gene.b3613,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=envC; function=-
protein.P0ACP1,represses,gene.b3614,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=yibQ; function=-
protein.P0ACP1,represses,gene.b4233,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=mpl; function=-
protein.P0ACP1,activates,gene.b2388,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=glk; function=-+
protein.P0ACP1,represses,gene.b2388,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=glk; function=-+
protein.P0ACP1,represses,gene.b4662,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=sgrT; function=-
protein.P0ACP1,represses,gene.b4577,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=sgrS; function=-
protein.P0ACP1,represses,gene.b0331,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=prpB; function=-
protein.P0ACP1,represses,gene.b0333,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=prpC; function=-
protein.P0ACP1,represses,gene.b0334,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=prpD; function=-
protein.P0ACP1,represses,gene.b0335,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=prpE; function=-
protein.P0ACP1,activates,gene.b1037,directed,C,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=csgG; function=+
protein.P0ACP1,activates,gene.b1038,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=csgF; function=+
protein.P0ACP1,activates,gene.b1039,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=csgE; function=+
protein.P0ACP1,activates,gene.b1040,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=csgD; function=+
protein.P0ACP1,activates,gene.b1777,directed,C,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=yeaC; function=+
protein.P0ACP1,represses,gene.b1780,directed,C,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=yeaD; function=-
protein.P0ACP1,activates,gene.b2007,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=tmaR; function=+
protein.P0ACP1,represses,gene.b2097,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=fbaB; function=-
protein.P0ACP1,represses,gene.b2169,directed,S,RegulonDB,RDBECOLITFC00092,regulator=Cra; target=fruB; function=-
protein.P37013,represses,gene.b2709,directed,C,RegulonDB,RDBECOLITFC00093,regulator=NorR; target=norR; function=-
protein.P37013,activates,gene.b2711,directed,C,RegulonDB,RDBECOLITFC00093,regulator=NorR; target=norW; function=+
protein.P37013,activates,gene.b2710,directed,C,RegulonDB,RDBECOLITFC00093,regulator=NorR; target=norV; function=+
protein.P37639,represses,gene.b3966,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=btuB; function=-
protein.P37639,represses,gene.b3967,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=murI; function=-
protein.P37639,activates,gene.b3509,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=hdeB; function=-+
protein.P37639,represses,gene.b3509,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=hdeB; function=-+
protein.P37639,activates,gene.b3508,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=yhiD; function=-+
protein.P37639,represses,gene.b3508,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=yhiD; function=-+
protein.P37639,activates,gene.b1493,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=gadB; function=+
protein.P37639,activates,gene.b3511,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=hdeD; function=+
protein.P37639,activates,gene.b3512,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=gadE; function=+
protein.P37639,activates,gene.b3507,directed,C,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=dctR; function=+
protein.P37639,activates,gene.b3506,directed,C,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=slp; function=+
protein.P37639,activates,gene.b3513,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=mdtE; function=+
protein.P37639,activates,gene.b3514,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=mdtF; function=+
protein.P37639,activates,gene.b3517,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=gadA; function=+
protein.P37639,activates,gene.b4718,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=gadF; function=+
protein.P37639,activates,gene.b0485,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=glsA; function=+
protein.P37639,activates,gene.b0486,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=ybaT; function=+
protein.P37639,activates,gene.b1492,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=gadC; function=+
protein.P37639,represses,gene.b1497,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=ydeM; function=-
protein.P37639,represses,gene.b1498,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=ydeN; function=-
protein.P37639,represses,gene.b1583,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=ynfB; function=-
protein.P37639,represses,gene.b1584,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=speG; function=-
protein.P37639,represses,gene.b1634,directed,S,RegulonDB,RDBECOLITFC00094,regulator=GadX; target=dtpA; function=-
protein.P0A9E2,activates,gene.b0684,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=fldA; function=+
protein.P0A9E2,activates,gene.b1611,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=fumC; function=+
protein.P0A9E2,activates,gene.b0683,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=fur; function=+
protein.P0A9E2,activates,gene.b3924,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=fpr; function=+
protein.P0A9E2,activates,gene.b2159,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=nfo; function=+
protein.P0A9E2,activates,gene.b1101,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=ptsG; function=+
protein.P0A9E2,activates,gene.b0852,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=rimK; function=+
protein.P0A9E2,activates,gene.b3908,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=sodA; function=+
protein.P0A9E2,represses,gene.b4062,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=soxS; function=-
protein.P0A9E2,activates,gene.b1852,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=zwf; function=+
protein.P0A9E2,activates,gene.b0851,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=nfsA; function=+
protein.P0A9E2,activates,gene.b1276,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=acnA; function=+
protein.P0A9E2,activates,gene.b1277,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=ribA; function=+
protein.P0A9E2,represses,gene.b4396,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=rob; function=-
protein.P0A9E2,activates,gene.b2237,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=inaA; function=+
protein.P0A9E2,activates,gene.b3625,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=waaY; function=+
protein.P0A9E2,activates,gene.b3624,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=waaZ; function=+
protein.P0A9E2,activates,gene.b1531,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=marA; function=+
protein.P0A9E2,activates,gene.b1530,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=marR; function=+
protein.P0A9E2,activates,gene.b1532,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=marB; function=+
protein.P0A9E2,activates,gene.b3662,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=nepI; function=+
protein.P0A9E2,activates,gene.b0463,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=acrA; function=+
protein.P0A9E2,activates,gene.b0462,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=acrB; function=+
protein.P0A9E2,activates,gene.b0850,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=ybjC; function=+
protein.P0A9E2,activates,gene.b4439,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=micF; function=+
protein.P0A9E2,activates,gene.b0578,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=nfsB; function=+
protein.P0A9E2,activates,gene.b4637,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=uof; function=+
protein.P0A9E2,activates,gene.b0447,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=decR; function=+
protein.P0A9E2,activates,gene.b0853,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=ybjN; function=+
protein.P0A9E2,activates,gene.b0950,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=pqiA; function=+
protein.P0A9E2,activates,gene.b0951,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=pqiB; function=+
protein.P0A9E2,activates,gene.b0952,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=pqiC; function=+
protein.P0A9E2,activates,gene.b1377,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=ompN; function=+
protein.P0A9E2,activates,gene.b1378,directed,C,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=ydbK; function=+
protein.P0A9E2,activates,gene.b3207,directed,S,RegulonDB,RDBECOLITFC00095,regulator=SoxS; target=yrbL; function=+
protein.P0ACL7,activates,gene.b3603,directed,C,RegulonDB,RDBECOLITFC00099,regulator=LldR; target=lldP; function=-+
protein.P0ACL7,represses,gene.b3603,directed,C,RegulonDB,RDBECOLITFC00099,regulator=LldR; target=lldP; function=-+
protein.P0ACL7,activates,gene.b3604,directed,C,RegulonDB,RDBECOLITFC00099,regulator=LldR; target=lldR; function=-+
protein.P0ACL7,represses,gene.b3604,directed,C,RegulonDB,RDBECOLITFC00099,regulator=LldR; target=lldR; function=-+
protein.P0ACL7,activates,gene.b3605,directed,C,RegulonDB,RDBECOLITFC00099,regulator=LldR; target=lldD; function=-+
protein.P0ACL7,represses,gene.b3605,directed,C,RegulonDB,RDBECOLITFC00099,regulator=LldR; target=lldD; function=-+
protein.P24242,represses,gene.b2716,directed,C,RegulonDB,RDBECOLITFC00102,regulator=AscG; target=ascB; function=-
protein.P24242,represses,gene.b2715,directed,C,RegulonDB,RDBECOLITFC00102,regulator=AscG; target=ascF; function=-
protein.P24242,represses,gene.b0473,directed,S,RegulonDB,RDBECOLITFC00102,regulator=AscG; target=htpG; function=-
protein.P24242,represses,gene.b0330,directed,C,RegulonDB,RDBECOLITFC00102,regulator=AscG; target=prpR; function=-
protein.P24242,represses,gene.b0820,directed,S,RegulonDB,RDBECOLITFC00102,regulator=AscG; target=ybiT; function=-
protein.P0AEF4,activates,gene.b3236,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=mdh; function=+
protein.P0AEF4,activates,gene.b3093,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=exuT; function=+
protein.P0AEF4,activates,gene.b0613,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=citG; function=+
protein.P0AEF4,activates,gene.b0614,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=citX; function=+
protein.P0AEF4,activates,gene.b0615,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=citF; function=+
protein.P0AEF4,activates,gene.b0616,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=citE; function=+
protein.P0AEF4,activates,gene.b0617,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=citD; function=+
protein.P0AEF4,activates,gene.b0618,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=citC; function=+
protein.P0AEF4,activates,gene.b0619,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=dpiB; function=+
protein.P0AEF4,activates,gene.b0620,directed,S,RegulonDB,RDBECOLITFC00103,regulator=DpiA; target=dpiA; function=+
protein.Q47005,represses,gene.b3187,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ispB; function=-
protein.Q47005,represses,gene.b4014,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=aceB; function=-
protein.Q47005,activates,gene.b2296,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ackA; function=+
protein.Q47005,represses,gene.b1982,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=amn; function=-
protein.Q47005,represses,gene.b0110,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ampD; function=-
protein.Q47005,activates,gene.b4214,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cysQ; function=+
protein.Q47005,represses,gene.b2957,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ansB; function=-
protein.Q47005,represses,gene.b2841,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=araE; function=-
protein.Q47005,represses,gene.b1901,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=araF; function=-
protein.Q47005,represses,gene.b1693,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=aroD; function=-
protein.Q47005,represses,gene.b3281,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=aroE; function=-
protein.Q47005,represses,gene.b2601,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=aroF; function=-
protein.Q47005,represses,gene.b3744,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=asnA; function=-
protein.Q47005,represses,gene.b3743,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=asnC; function=-
protein.Q47005,activates,gene.b3336,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=bfr; function=+
protein.Q47005,represses,gene.b3721,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=bglB; function=-
protein.Q47005,activates,gene.b3551,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=bisC; function=+
protein.Q47005,activates,gene.b1888,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cheA; function=+
protein.Q47005,activates,gene.b0827,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=moeA; function=+
protein.Q47005,represses,gene.b4213,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cpdB; function=-
protein.Q47005,activates,gene.b0733,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cydA; function=-+
protein.Q47005,represses,gene.b0733,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cydA; function=-+
protein.Q47005,represses,gene.b0339,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cynT; function=-
protein.Q47005,represses,gene.b2764,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cysJ; function=-
protein.Q47005,represses,gene.b0526,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=cysS; function=-
protein.Q47005,represses,gene.b0031,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=dapB; function=-
protein.Q47005,represses,gene.b1961,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=dcm; function=-
protein.Q47005,activates,gene.b1538,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=dcp; function=+
protein.Q47005,represses,gene.b0381,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ddlA; function=-
protein.Q47005,represses,gene.b2133,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=dld; function=-
protein.Q47005,represses,gene.b3702,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=dnaA; function=-
protein.Q47005,activates,gene.b3544,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=dppA; function=-+
protein.Q47005,represses,gene.b3544,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=dppA; function=-+
protein.Q47005,represses,gene.b3265,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=acrE; function=-
protein.Q47005,represses,gene.b0587,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=fepE; function=-
protein.Q47005,represses,gene.b1923,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=fliC; function=-
protein.Q47005,represses,gene.b2800,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=fucA; function=-
protein.Q47005,activates,gene.b2662,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=gabT; function=+
protein.Q47005,represses,gene.b1761,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=gdhA; function=-
protein.Q47005,represses,gene.b3741,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=mnmG; function=-
protein.Q47005,represses,gene.b3926,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=glpK; function=-
protein.Q47005,represses,gene.b0720,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=gltA; function=-
protein.Q47005,represses,gene.b3212,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=gltB; function=-
protein.Q47005,represses,gene.b3213,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=gltD; function=-
protein.Q47005,represses,gene.b4077,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=gltP; function=-
protein.Q47005,represses,gene.b3500,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=gor; function=-
protein.Q47005,represses,gene.b0369,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=hemB; function=-
protein.Q47005,represses,gene.b0475,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=hemH; function=-
protein.Q47005,represses,gene.b4172,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=hfq; function=-
protein.Q47005,represses,gene.b0473,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=htpG; function=-
protein.Q47005,represses,gene.b1829,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=htpX; function=-
protein.Q47005,activates,gene.b4000,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=hupA; function=+
protein.Q47005,activates,gene.b1136,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=icd; function=+
protein.Q47005,represses,gene.b3670,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ilvN; function=-
protein.Q47005,represses,gene.b0537,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=intD; function=-
protein.Q47005,represses,gene.b3942,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=katG; function=-
protein.Q47005,represses,gene.b3617,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=kbl; function=-
protein.Q47005,represses,gene.b1215,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=kdsA; function=-
protein.Q47005,activates,gene.b2569,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=lepA; function=+
protein.Q47005,represses,gene.b2568,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=lepB; function=-
protein.Q47005,represses,gene.b0076,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=leuO; function=-
protein.Q47005,activates,gene.b3457,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=livH; function=+
protein.Q47005,represses,gene.b3458,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=livK; function=-
protein.Q47005,represses,gene.b3456,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=livM; function=-
protein.Q47005,represses,gene.b0889,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=lrp; function=-
protein.Q47005,activates,gene.b2838,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=lysA; function=+
protein.Q47005,represses,gene.b2839,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=lysR; function=-
protein.Q47005,represses,gene.b4129,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=lysU; function=-
protein.Q47005,represses,gene.b1620,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=malI; function=-
protein.Q47005,represses,gene.b1622,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=malY; function=-
protein.Q47005,activates,gene.b0168,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=map; function=+
protein.Q47005,represses,gene.b4346,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=mcrB; function=-
protein.Q47005,activates,gene.b3829,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=metE; function=+
protein.Q47005,represses,gene.b3828,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=metR; function=-
protein.Q47005,represses,gene.b2149,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=mglA; function=-
protein.Q47005,represses,gene.b2150,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=mglB; function=-
protein.Q47005,activates,gene.b4142,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=groS; function=+
protein.Q47005,represses,gene.b3250,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=mreC; function=-
protein.Q47005,activates,gene.b3225,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=nanA; function=-+
protein.Q47005,represses,gene.b3225,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=nanA; function=-+
protein.Q47005,represses,gene.b1223,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=narK; function=-
protein.Q47005,represses,gene.b1222,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=narX; function=-
protein.Q47005,represses,gene.b3169,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=nusA; function=-
protein.Q47005,represses,gene.b0416,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=nusB; function=-
protein.Q47005,represses,gene.b0957,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ompA; function=-
protein.Q47005,represses,gene.b3405,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ompR; function=-
protein.Q47005,represses,gene.b0565,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ompT; function=-
protein.Q47005,activates,gene.b1243,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=oppA; function=+
protein.Q47005,represses,gene.b1245,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=oppC; function=-
protein.Q47005,activates,gene.b1283,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=osmB; function=+
protein.Q47005,activates,gene.b1723,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=pfkB; function=+
protein.Q47005,represses,gene.b0399,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=phoB; function=-
protein.Q47005,represses,gene.b3728,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=pstS; function=-
protein.Q47005,represses,gene.b3821,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=pldA; function=-
protein.Q47005,represses,gene.b1603,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=pntA; function=-
protein.Q47005,represses,gene.b1602,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=pntB; function=-
protein.Q47005,represses,gene.b3863,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=polA; function=-
protein.Q47005,represses,gene.b3956,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ppc; function=-
protein.Q47005,represses,gene.b0525,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ppiB; function=-
protein.Q47005,represses,gene.b3727,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=pstC; function=-
protein.Q47005,represses,gene.b2821,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=ptrA; function=-
protein.Q47005,represses,gene.b4245,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=pyrB; function=-
protein.Q47005,represses,gene.b1951,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=rcsA; function=-
protein.Q47005,represses,gene.b3778,directed,S,RegulonDB,RDBECOLITFC00104,regulator=Nac; target=rep; function=-
