source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
protein.P45544,represses,gene.b3371,directed,C,RegulonDB,RDBECOLITFC00112,regulator=FrlR; target=frlB; function=-
protein.P45544,represses,gene.b4474,directed,C,RegulonDB,RDBECOLITFC00112,regulator=FrlR; target=frlC; function=-
protein.P45544,represses,gene.b3374,directed,C,RegulonDB,RDBECOLITFC00112,regulator=FrlR; target=frlD; function=-
protein.P45544,represses,gene.b3375,directed,C,RegulonDB,RDBECOLITFC00112,regulator=FrlR; target=frlR; function=-
protein.P25748,activates,gene.b0759,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galE; function=-+
protein.P25748,represses,gene.b0759,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galE; function=-+
protein.P25748,activates,gene.b0757,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galK; function=-+
protein.P25748,represses,gene.b0757,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galK; function=-+
protein.P25748,activates,gene.b0758,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galT; function=-+
protein.P25748,represses,gene.b0758,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galT; function=-+
protein.P25748,activates,gene.b0756,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galM; function=-+
protein.P25748,represses,gene.b0756,directed,S,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galM; function=-+
protein.P25748,represses,gene.b2943,directed,C,RegulonDB,RDBECOLITFC00114,regulator=GalS; target=galP; function=-
protein.P0ACL2,represses,gene.b3094,directed,S,RegulonDB,RDBECOLITFC00115,regulator=ExuR; target=exuR; function=-
protein.P0ACL2,represses,gene.b4357,directed,S,RegulonDB,RDBECOLITFC00115,regulator=ExuR; target=lgoR; function=-
protein.P0ACL2,represses,gene.b4358,directed,S,RegulonDB,RDBECOLITFC00115,regulator=ExuR; target=lgoD; function=-
protein.P0A881,represses,gene.b1704,directed,S,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=aroH; function=-
protein.P0A881,represses,gene.b0388,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=aroL; function=-
protein.P0A881,represses,gene.b0390,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=aroM; function=-
protein.P0A881,represses,gene.b3161,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=mtr; function=-
protein.P0A881,represses,gene.b1260,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=trpA; function=-
protein.P0A881,represses,gene.b1261,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=trpB; function=-
protein.P0A881,represses,gene.b1262,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=trpC; function=-
protein.P0A881,represses,gene.b1263,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=trpD; function=-
protein.P0A881,represses,gene.b1264,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=trpE; function=-
protein.P0A881,represses,gene.b4393,directed,S,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=trpR; function=-
protein.P0A881,represses,gene.b0389,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=yaiA; function=-
protein.P0A881,represses,gene.b1265,directed,C,RegulonDB,RDBECOLITFC00116,regulator=TrpR; target=trpL; function=-
protein.P0ACT2,represses,gene.b0463,directed,S,RegulonDB,RDBECOLITFC00117,regulator=EnvR; target=acrA; function=-
protein.P0ACT2,represses,gene.b0462,directed,S,RegulonDB,RDBECOLITFC00117,regulator=EnvR; target=acrB; function=-
protein.P76340,activates,gene.b0575,directed,S,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=cusA; function=+
protein.P76340,activates,gene.b0570,directed,S,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=cusS; function=+
protein.P76340,activates,gene.b0571,directed,S,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=cusR; function=+
protein.P76340,activates,gene.b0572,directed,S,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=cusC; function=+
protein.P76340,activates,gene.b0573,directed,S,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=cusF; function=+
protein.P76340,activates,gene.b0574,directed,S,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=cusB; function=+
protein.P76340,activates,gene.b1970,directed,C,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=hiuH; function=+
protein.P76340,activates,gene.b1971,directed,C,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=msrP; function=+
protein.P76340,activates,gene.b1972,directed,C,RegulonDB,RDBECOLITFC00118,regulator=HprR; target=msrQ; function=+
protein.P67660,activates,gene.b3039,directed,S,RegulonDB,RDBECOLITFC00120,regulator=YhaJ; target=ygiD; function=+
protein.P67660,activates,gene.b0802,directed,S,RegulonDB,RDBECOLITFC00120,regulator=YhaJ; target=ybiJ; function=+
protein.P67660,activates,gene.b1060,directed,S,RegulonDB,RDBECOLITFC00120,regulator=YhaJ; target=bssS; function=+
protein.P67660,activates,gene.b3101,directed,S,RegulonDB,RDBECOLITFC00120,regulator=YhaJ; target=yqjF; function=+
protein.P67660,activates,gene.b3106,directed,S,RegulonDB,RDBECOLITFC00120,regulator=YhaJ; target=yhaK; function=+
protein.P67660,activates,gene.b3107,directed,S,RegulonDB,RDBECOLITFC00120,regulator=YhaJ; target=yhaL; function=+
protein.P67660,activates,gene.b3439,directed,S,RegulonDB,RDBECOLITFC00120,regulator=YhaJ; target=yhhW; function=+
gene.b4000|b0440,represses,gene.b0759,directed,S,RegulonDB,RDBECOLITFC00121,regulator=HU; target=galE; function=-
gene.b4000|b0440,represses,gene.b0757,directed,S,RegulonDB,RDBECOLITFC00121,regulator=HU; target=galK; function=-
gene.b4000|b0440,represses,gene.b0758,directed,S,RegulonDB,RDBECOLITFC00121,regulator=HU; target=galT; function=-
gene.b4000|b0440,represses,gene.b0756,directed,S,RegulonDB,RDBECOLITFC00121,regulator=HU; target=galM; function=-
protein.P09378,activates,gene.b3906,directed,C,RegulonDB,RDBECOLITFC00122,regulator=RhaR; target=rhaR; function=+
protein.P09378,activates,gene.b3905,directed,C,RegulonDB,RDBECOLITFC00122,regulator=RhaR; target=rhaS; function=+
protein.P31460,represses,gene.b4477,directed,C,RegulonDB,RDBECOLITFC00123,regulator=DgoR; target=dgoA; function=-
protein.P31460,represses,gene.b3693,directed,C,RegulonDB,RDBECOLITFC00123,regulator=DgoR; target=dgoK; function=-
protein.P31460,represses,gene.b3691,directed,C,RegulonDB,RDBECOLITFC00123,regulator=DgoR; target=dgoT; function=-
protein.P31460,represses,gene.b4479,directed,C,RegulonDB,RDBECOLITFC00123,regulator=DgoR; target=dgoR; function=-
protein.P31460,represses,gene.b4478,directed,C,RegulonDB,RDBECOLITFC00123,regulator=DgoR; target=dgoD; function=-
protein.P0AD01,activates,gene.b4123,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=dcuB; function=+
protein.P0AD01,activates,gene.b4154,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=frdA; function=+
protein.P0AD01,activates,gene.b4153,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=frdB; function=+
protein.P0AD01,activates,gene.b4152,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=frdC; function=+
protein.P0AD01,activates,gene.b4151,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=frdD; function=+
protein.P0AD01,activates,gene.b4122,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=fumB; function=+
protein.P0AD01,activates,gene.b3528,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=dctA; function=+
protein.P0AD01,activates,gene.b0619,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=dpiB; function=+
protein.P0AD01,activates,gene.b0620,directed,S,RegulonDB,RDBECOLITFC00124,regulator=DcuR; target=dpiA; function=+
protein.P0ACS5,represses,gene.b3995,directed,S,RegulonDB,RDBECOLITFC00125,regulator=ZntR; target=rsd; function=-
protein.P0ACS5,activates,gene.b3469,directed,C,RegulonDB,RDBECOLITFC00125,regulator=ZntR; target=zntA; function=-+
protein.P0ACS5,represses,gene.b3469,directed,C,RegulonDB,RDBECOLITFC00125,regulator=ZntR; target=zntA; function=-+
protein.P0ACS5,represses,gene.b0953,directed,S,RegulonDB,RDBECOLITFC00125,regulator=ZntR; target=rmf; function=-
protein.P0ACI0,activates,gene.b1611,directed,S,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=fumC; function=+
protein.P0ACI0,activates,gene.b1852,directed,S,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=zwf; function=+
protein.P0ACI0,represses,gene.b4396,directed,S,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=rob; function=-
protein.P0ACI0,activates,gene.b2237,directed,S,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=inaA; function=+
protein.P0ACI0,activates,gene.b1531,directed,C,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=marA; function=+
protein.P0ACI0,activates,gene.b1530,directed,C,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=marR; function=+
protein.P0ACI0,activates,gene.b1532,directed,C,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=marB; function=+
protein.P0ACI0,activates,gene.b0463,directed,S,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=acrA; function=+
protein.P0ACI0,activates,gene.b0462,directed,S,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=acrB; function=+
protein.P0ACI0,activates,gene.b4439,directed,S,RegulonDB,RDBECOLITFC00126,regulator=Rob; target=micF; function=+
protein.P0ACI3,represses,gene.b0064,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=araC; function=-
protein.P0ACI3,activates,gene.b3565,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylA; function=+
protein.P0ACI3,activates,gene.b3564,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylB; function=+
protein.P0ACI3,activates,gene.b4031,directed,C,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylE; function=+
protein.P0ACI3,activates,gene.b3567,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylG; function=+
protein.P0ACI3,activates,gene.b3568,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylH; function=+
protein.P0ACI3,activates,gene.b3566,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylF; function=+
protein.P0ACI3,activates,gene.b3569,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylR; function=+
protein.P0ACI3,activates,gene.b4834,directed,S,RegulonDB,RDBECOLITFC00127,regulator=XylR; target=xylZ; function=+
protein.P63204,activates,gene.b3212,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gltB; function=+
protein.P63204,activates,gene.b3213,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gltD; function=+
protein.P63204,activates,gene.b1951,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=rcsA; function=+
protein.P63204,activates,gene.b3510,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=hdeA; function=+
protein.P63204,activates,gene.b3509,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=hdeB; function=+
protein.P63204,activates,gene.b3508,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=yhiD; function=+
protein.P63204,activates,gene.b1493,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gadB; function=+
protein.P63204,activates,gene.b3511,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=hdeD; function=+
protein.P63204,activates,gene.b3214,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gltF; function=+
protein.P63204,activates,gene.b3512,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gadE; function=+
protein.P63204,activates,gene.b4056,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=yjbQ; function=+
protein.P63204,activates,gene.b4057,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=yjbR; function=+
protein.P63204,activates,gene.b3491,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=yhiM; function=+
protein.P63204,activates,gene.b3513,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=mdtE; function=+
protein.P63204,activates,gene.b3514,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=mdtF; function=+
protein.P63204,activates,gene.b3515,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gadW; function=+
protein.P63204,activates,gene.b3516,directed,S,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gadX; function=+
protein.P63204,activates,gene.b1492,directed,C,RegulonDB,RDBECOLITFC00128,regulator=GadE; target=gadC; function=+
protein.P0A9A9,represses,gene.b3126,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=garL; function=-
protein.P0A9A9,activates,gene.b0063,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=araB; function=+
protein.P0A9A9,activates,gene.b1901,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=araF; function=+
protein.P0A9A9,activates,gene.b0273,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=argF; function=+
protein.P0A9A9,represses,gene.b3172,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=argG; function=-
protein.P0A9A9,represses,gene.b3237,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=argR; function=-
protein.P0A9A9,activates,gene.b3336,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=bfr; function=+
protein.P0A9A9,activates,gene.b4133,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=cadC; function=+
protein.P0A9A9,represses,gene.b2155,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=cirA; function=-
protein.P0A9A9,represses,gene.b0031,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dapB; function=-
protein.P0A9A9,activates,gene.b0894,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dmsA; function=+
protein.P0A9A9,activates,gene.b0895,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dmsB; function=+
protein.P0A9A9,activates,gene.b0896,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dmsC; function=+
protein.P0A9A9,represses,gene.b0596,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entA; function=-
protein.P0A9A9,represses,gene.b0595,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entB; function=-
protein.P0A9A9,represses,gene.b0593,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entC; function=-
protein.P0A9A9,represses,gene.b0583,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entD; function=-
protein.P0A9A9,represses,gene.b0594,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entE; function=-
protein.P0A9A9,represses,gene.b0586,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entF; function=-
protein.P0A9A9,represses,gene.b3006,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=exbB; function=-
protein.P0A9A9,represses,gene.b3005,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=exbD; function=-
protein.P0A9A9,represses,gene.b4291,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fecA; function=-
protein.P0A9A9,represses,gene.b4290,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fecB; function=-
protein.P0A9A9,represses,gene.b4289,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fecC; function=-
protein.P0A9A9,represses,gene.b4288,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fecD; function=-
protein.P0A9A9,represses,gene.b4287,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fecE; function=-
protein.P0A9A9,represses,gene.b4293,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fecI; function=-
protein.P0A9A9,represses,gene.b4292,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fecR; function=-
protein.P0A9A9,represses,gene.b0584,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fepA; function=-
protein.P0A9A9,represses,gene.b0592,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fepB; function=-
protein.P0A9A9,represses,gene.b0588,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fepC; function=-
protein.P0A9A9,represses,gene.b0590,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fepD; function=-
protein.P0A9A9,represses,gene.b0587,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fepE; function=-
protein.P0A9A9,represses,gene.b0589,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fepG; function=-
protein.P0A9A9,represses,gene.b0585,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fes; function=-
protein.P0A9A9,represses,gene.b0150,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fhuA; function=-
protein.P0A9A9,represses,gene.b0151,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fhuC; function=-
protein.P0A9A9,represses,gene.b0152,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fhuD; function=-
protein.P0A9A9,represses,gene.b1102,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fhuE; function=-
protein.P0A9A9,represses,gene.b0683,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=fur; function=-
protein.P0A9A9,activates,gene.b3927,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=glpF; function=+
protein.P0A9A9,activates,gene.b3926,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=glpK; function=+
protein.P0A9A9,represses,gene.b0168,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=map; function=-
protein.P0A9A9,represses,gene.b3236,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=mdh; function=-
protein.P0A9A9,activates,gene.b2150,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=mglB; function=+
protein.P0A9A9,represses,gene.b1633,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=nth; function=-
protein.P0A9A9,represses,gene.b1243,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=oppA; function=-
protein.P0A9A9,represses,gene.b1244,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=oppB; function=-
protein.P0A9A9,represses,gene.b1245,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=oppC; function=-
protein.P0A9A9,represses,gene.b1246,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=oppD; function=-
protein.P0A9A9,activates,gene.b1247,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=oppF; function=-+
protein.P0A9A9,represses,gene.b1247,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=oppF; function=-+
protein.P0A9A9,represses,gene.b1062,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=pyrC; function=-
protein.P0A9A9,represses,gene.b2616,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=recN; function=-
protein.P0A9A9,activates,gene.b1905,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=ftnA; function=+
protein.P0A9A9,activates,gene.b0723,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sdhA; function=-+
protein.P0A9A9,represses,gene.b0723,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sdhA; function=-+
protein.P0A9A9,activates,gene.b0721,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sdhC; function=-+
protein.P0A9A9,represses,gene.b0721,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sdhC; function=-+
protein.P0A9A9,activates,gene.b0722,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sdhD; function=-+
protein.P0A9A9,represses,gene.b0722,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sdhD; function=-+
protein.P0A9A9,activates,gene.b1916,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sdiA; function=+
protein.P0A9A9,activates,gene.b0893,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=serS; function=+
protein.P0A9A9,represses,gene.b3908,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sodA; function=-
protein.P0A9A9,activates,gene.b0726,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sucA; function=+
protein.P0A9A9,activates,gene.b0727,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sucB; function=+
protein.P0A9A9,activates,gene.b0728,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sucC; function=+
protein.P0A9A9,activates,gene.b0729,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sucD; function=+
protein.P0A9A9,represses,gene.b0958,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sulA; function=-
protein.P0A9A9,activates,gene.b1252,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=tonB; function=-+
protein.P0A9A9,represses,gene.b1252,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=tonB; function=-+
protein.P0A9A9,activates,gene.b0411,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=tsx; function=+
protein.P0A9A9,represses,gene.b3451,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=ugpE; function=-
protein.P0A9A9,activates,gene.b1521,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=uxaB; function=+
protein.P0A9A9,activates,gene.b0591,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entS; function=-+
protein.P0A9A9,represses,gene.b0591,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=entS; function=-+
protein.P0A9A9,represses,gene.b3124,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=garK; function=-
protein.P0A9A9,represses,gene.b3125,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=garR; function=-
protein.P0A9A9,represses,gene.b3337,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=bfd; function=-
protein.P0A9A9,represses,gene.b2156,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=lysP; function=-
protein.P0A9A9,represses,gene.b3335,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=gspO; function=-
protein.P0A9A9,represses,gene.b1684,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sufA; function=-
protein.P0A9A9,activates,gene.b1083,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=flgL; function=+
protein.P0A9A9,represses,gene.b0781,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=moaA; function=-
protein.P0A9A9,activates,gene.b2522,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=sseB; function=+
protein.P0A9A9,represses,gene.b1251,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=yciI; function=-
protein.P0A9A9,represses,gene.b1548,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=nohA; function=-
protein.P0A9A9,represses,gene.b1533,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=eamA; function=-
protein.P0A9A9,represses,gene.b0755,directed,C,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=gpmA; function=-
protein.P0A9A9,represses,gene.b3710,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=mdtL; function=-
protein.P0A9A9,represses,gene.b1020,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=phoH; function=-
protein.P0A9A9,represses,gene.b1019,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=efeB; function=-
protein.P0A9A9,represses,gene.b3995,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=rsd; function=-
protein.P0A9A9,represses,gene.b1496,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=yddA; function=-
protein.P0A9A9,represses,gene.b1495,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=yddB; function=-
protein.P0A9A9,activates,gene.b3874,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=yihN; function=+
protein.P0A9A9,activates,gene.b3885,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=yihX; function=+
protein.P0A9A9,activates,gene.b3928,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=zapB; function=+
protein.P0A9A9,represses,gene.b2181,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=yejG; function=-
protein.P0A9A9,represses,gene.b2210,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=mqo; function=-
protein.P0A9A9,represses,gene.b2211,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=yojI; function=-
protein.P0A9A9,represses,gene.b3408,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=feoA; function=-
protein.P0A9A9,represses,gene.b3409,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=feoB; function=-
protein.P0A9A9,represses,gene.b1414,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=ydcF; function=-
protein.P0A9A9,activates,gene.b2526,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=hscA; function=+
protein.P0A9A9,activates,gene.b1469,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=narU; function=+
protein.P0A9A9,represses,gene.b3334,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=gspM; function=-
protein.P0A9A9,represses,gene.b2671,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=ygaC; function=-
protein.P0A9A9,represses,gene.b0156,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=erpA; function=-
protein.P0A9A9,represses,gene.b2676,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=nrdF; function=-
protein.P0A9A9,represses,gene.b1705,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=ydiE; function=-
protein.P0A9A9,activates,gene.b3543,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dppB; function=+
protein.P0A9A9,activates,gene.b3542,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dppC; function=+
protein.P0A9A9,activates,gene.b3541,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dppD; function=+
protein.P0A9A9,activates,gene.b3540,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=dppF; function=+
protein.P0A9A9,represses,gene.b3127,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=garP; function=-
protein.P0A9A9,represses,gene.b0468,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=ybaN; function=-
protein.P0A9A9,represses,gene.b3410,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=feoC; function=-
protein.P0A9A9,represses,gene.b2675,directed,S,RegulonDB,RDBECOLITFC00129,regulator=Fur; target=nrdE; function=-
