pathway_id	member_type	member_id
eco00565	compound	C00958
eco00565	compound	C01233
eco00565	compound	C01264
eco00565	compound	C02773
eco00565	compound	C03201
eco00565	compound	C03372
eco00565	compound	C03454
eco00565	compound	C03715
eco00565	compound	C03820
eco00565	compound	C03968
eco00565	compound	C04317
eco00565	compound	C04361
eco00565	compound	C04475
eco00565	compound	C04517
eco00565	compound	C04598
eco00565	compound	C04635
eco00565	compound	C04756
eco00565	compound	C05212
eco00565	compound	C05977
eco00565	compound	C15645
eco00565	compound	C15646
eco00565	compound	C15647
eco00565	compound	C20825
eco00565	compound	C20859
eco00600	compound	C00065
eco00600	compound	C00154
eco00600	compound	C00195
eco00600	compound	C00319
eco00600	compound	C00346
eco00600	compound	C00550
eco00600	compound	C00836
eco00600	compound	C01120
eco00600	compound	C01190
eco00600	compound	C01290
eco00600	compound	C01747
eco00600	compound	C02686
eco00600	compound	C02934
eco00600	compound	C02960
eco00600	compound	C03108
eco00600	compound	C03272
eco00600	compound	C03405
eco00600	compound	C03640
eco00600	compound	C04730
eco00600	compound	C04737
eco00600	compound	C04884
eco00600	compound	C04911
eco00600	compound	C05681
eco00600	compound	C06062
eco00600	compound	C06124
eco00600	compound	C06125
eco00600	compound	C06126
eco00600	compound	C06127
eco00600	compound	C06128
eco00600	compound	C06135
eco00600	compound	C06136
eco00600	compound	C12126
eco00600	compound	C12144
eco00600	compound	C12145
eco00600	compound	C22467
eco00600	compound	C23072
eco00592	compound	C00157
eco00592	compound	C01226
eco00592	compound	C04672
eco00592	compound	C04780
eco00592	compound	C04785
eco00592	compound	C06427
eco00592	compound	C08491
eco00592	compound	C08492
eco00592	compound	C11512
eco00592	compound	C16300
eco00592	compound	C16308
eco00592	compound	C16309
eco00592	compound	C16310
eco00592	compound	C16311
eco00592	compound	C16316
eco00592	compound	C16317
eco00592	compound	C16318
eco00592	compound	C16319
eco00592	compound	C16320
eco00592	compound	C16321
eco00592	compound	C16322
eco00592	compound	C16323
eco00592	compound	C16324
eco00592	compound	C16325
eco00592	compound	C16326
eco00592	compound	C16327
eco00592	compound	C16328
eco00592	compound	C16330
eco00592	compound	C16331
eco00592	compound	C16332
eco00592	compound	C16334
eco00592	compound	C16335
eco00592	compound	C16336
eco00592	compound	C16338
eco00592	compound	C16339
eco00592	compound	C16341
eco00592	compound	C16342
eco00592	compound	C16343
eco00592	compound	C16344
eco00592	compound	C16345
eco00592	compound	C16346
eco00592	compound	C19757
eco00592	compound	C21923
eco00592	compound	C21924
eco01040	compound	C00154
eco01040	compound	C00219
eco01040	compound	C00249
eco01040	compound	C00412
eco01040	compound	C00510
eco01040	compound	C00712
eco01040	compound	C01203
eco01040	compound	C01530
eco01040	compound	C01595
eco01040	compound	C02041
eco01040	compound	C02050
eco01040	compound	C02249
eco01040	compound	C03035
eco01040	compound	C03242
eco01040	compound	C03595
eco01040	compound	C04088
eco01040	compound	C05764
eco01040	compound	C06425
eco01040	compound	C06426
eco01040	compound	C06427
eco01040	compound	C06428
eco01040	compound	C06429
eco01040	compound	C08281
eco01040	compound	C08316
eco01040	compound	C08320
eco01040	compound	C08323
eco01040	compound	C16160
eco01040	compound	C16161
eco01040	compound	C16162
eco01040	compound	C16163
eco01040	compound	C16164
eco01040	compound	C16165
eco01040	compound	C16166
eco01040	compound	C16167
eco01040	compound	C16168
eco01040	compound	C16169
eco01040	compound	C16170
eco01040	compound	C16171
eco01040	compound	C16172
eco01040	compound	C16173
eco01040	compound	C16179
eco01040	compound	C16180
eco01040	compound	C16513
eco01040	compound	C16522
eco01040	compound	C16525
eco01040	compound	C16526
eco01040	compound	C16527
eco01040	compound	C16528
eco01040	compound	C16529
eco01040	compound	C16530
eco01040	compound	C16531
eco01040	compound	C16532
eco01040	compound	C16533
eco01040	compound	C16645
eco01040	compound	C17279
eco01040	compound	C21072
eco01040	compound	C21932
eco01040	compound	C21934
eco01040	compound	C21935
eco01040	compound	C21937
eco01040	compound	C21939
eco01040	compound	C21941
eco01040	compound	C21943
eco01040	compound	C21945
eco01040	compound	C21947
eco01040	compound	C21949
eco01040	compound	C21951
eco01040	compound	C21953
eco01040	compound	C21959
eco01040	compound	C21961
eco01040	compound	C21963
eco01040	compound	C21965
eco01040	compound	C21967
eco01040	compound	C21981
eco00230	compound	C00002
eco00230	compound	C00008
eco00230	compound	C00011
eco00230	compound	C00014
eco00230	compound	C00020
eco00230	compound	C00035
eco00230	compound	C00037
eco00230	compound	C00039
eco00230	compound	C00044
eco00230	compound	C00046
eco00230	compound	C00048
eco00230	compound	C00053
eco00230	compound	C00054
eco00230	compound	C00059
eco00230	compound	C00064
eco00230	compound	C00081
eco00230	compound	C00086
eco00230	compound	C00104
eco00230	compound	C00117
eco00230	compound	C00119
eco00230	compound	C00130
eco00230	compound	C00131
eco00230	compound	C00144
eco00230	compound	C00147
eco00230	compound	C00169
eco00230	compound	C00206
eco00230	compound	C00209
eco00230	compound	C00212
eco00230	compound	C00224
eco00230	compound	C00242
eco00230	compound	C00262
eco00230	compound	C00286
eco00230	compound	C00288
eco00230	compound	C00294
eco00230	compound	C00301
eco00230	compound	C00330
eco00230	compound	C00360
eco00230	compound	C00361
eco00230	compound	C00362
eco00230	compound	C00366
eco00230	compound	C00385
eco00230	compound	C00387
eco00230	compound	C00499
eco00230	compound	C00559
eco00230	compound	C00575
eco00230	compound	C00603
eco00230	compound	C00620
eco00230	compound	C00655
eco00230	compound	C00700
eco00230	compound	C00802
eco00230	compound	C00942
eco00230	compound	C01228
eco00230	compound	C01260
eco00230	compound	C01261
eco00230	compound	C01344
eco00230	compound	C01345
eco00230	compound	C01367
eco00230	compound	C01444
eco00230	compound	C01762
eco00230	compound	C02091
eco00230	compound	C02348
eco00230	compound	C02350
eco00230	compound	C02353
eco00230	compound	C02718
eco00230	compound	C03090
eco00230	compound	C03373
eco00230	compound	C03483
eco00230	compound	C03614
eco00230	compound	C03794
eco00230	compound	C03838
eco00230	compound	C04051
eco00230	compound	C04376
eco00230	compound	C04392
eco00230	compound	C04494
eco00230	compound	C04640
eco00230	compound	C04677
eco00230	compound	C04734
eco00230	compound	C04751
eco00230	compound	C04823
eco00230	compound	C05239
eco00230	compound	C05512
eco00230	compound	C05513
eco00230	compound	C05515
eco00230	compound	C05516
eco00230	compound	C05993
eco00230	compound	C06193
eco00230	compound	C06194
eco00230	compound	C06195
eco00230	compound	C06196
eco00230	compound	C06197
eco00230	compound	C06433
eco00230	compound	C06435
eco00230	compound	C11821
eco00230	compound	C12248
eco00230	compound	C15667
eco00230	compound	C22395
eco00230	compound	C22441
eco00230	compound	C22442
eco00230	compound	C22443
eco00230	compound	C22499
eco00230	compound	C22500
eco00240	compound	C00015
eco00240	compound	C00039
eco00240	compound	C00046
eco00240	compound	C00055
eco00240	compound	C00063
eco00240	compound	C00064
eco00240	compound	C00075
eco00240	compound	C00086
eco00240	compound	C00099
eco00240	compound	C00105
eco00240	compound	C00106
eco00240	compound	C00112
eco00240	compound	C00119
eco00240	compound	C00169
eco00240	compound	C00178
eco00240	compound	C00214
eco00240	compound	C00222
eco00240	compound	C00239
eco00240	compound	C00295
eco00240	compound	C00299
eco00240	compound	C00337
eco00240	compound	C00363
eco00240	compound	C00364
eco00240	compound	C00365
eco00240	compound	C00380
eco00240	compound	C00383
eco00240	compound	C00429
eco00240	compound	C00438
eco00240	compound	C00458
eco00240	compound	C00459
eco00240	compound	C00460
eco00240	compound	C00475
eco00240	compound	C00526
eco00240	compound	C00672
eco00240	compound	C00705
eco00240	compound	C00813
eco00240	compound	C00881
eco00240	compound	C00941
eco00240	compound	C01013
eco00240	compound	C01103
eco00240	compound	C01168
eco00240	compound	C01205
eco00240	compound	C01346
eco00240	compound	C01368
eco00240	compound	C01563
eco00240	compound	C02067
eco00240	compound	C02170
eco00240	compound	C02354
eco00240	compound	C02355
eco00240	compound	C02376
eco00240	compound	C02642
eco00240	compound	C03997
eco00240	compound	C05281
eco00240	compound	C05822
eco00240	compound	C06198
eco00240	compound	C11038
eco00240	compound	C11039
eco00240	compound	C15607
eco00240	compound	C20231
eco00240	compound	C20249
eco00240	compound	C20253
eco00240	compound	C20254
eco00240	compound	C20846
eco00240	compound	C21028
eco00240	compound	C21029
eco00240	compound	C22509
eco00250	compound	C00014
eco00250	compound	C00022
eco00250	compound	C00025
eco00250	compound	C00026
eco00250	compound	C00036
eco00250	compound	C00041
eco00250	compound	C00042
eco00250	compound	C00049
eco00250	compound	C00064
eco00250	compound	C00122
eco00250	compound	C00152
eco00250	compound	C00158
eco00250	compound	C00169
eco00250	compound	C00232
eco00250	compound	C00334
eco00250	compound	C00352
eco00250	compound	C00402
eco00250	compound	C00438
eco00250	compound	C00940
eco00250	compound	C01042
eco00250	compound	C02362
eco00250	compound	C03090
eco00250	compound	C03406
eco00250	compound	C03794
eco00250	compound	C03912
eco00250	compound	C12270
eco00250	compound	C20775
eco00250	compound	C20776
eco00260	compound	C00011
eco00260	compound	C00014
eco00260	compound	C00022
eco00260	compound	C00037
eco00260	compound	C00048
eco00260	compound	C00049
eco00260	compound	C00065
eco00260	compound	C00078
eco00260	compound	C00097
eco00260	compound	C00101
eco00260	compound	C00109
eco00260	compound	C00114
eco00260	compound	C00143
eco00260	compound	C00168
eco00260	compound	C00188
eco00260	compound	C00197
eco00260	compound	C00213
eco00260	compound	C00258
eco00260	compound	C00263
eco00260	compound	C00300
eco00260	compound	C00430
eco00260	compound	C00441
eco00260	compound	C00546
eco00260	compound	C00576
eco00260	compound	C00581
eco00260	compound	C00631
eco00260	compound	C00719
eco00260	compound	C00740
eco00260	compound	C00986
eco00260	compound	C01005
eco00260	compound	C01026
eco00260	compound	C01102
eco00260	compound	C01242
eco00260	compound	C01888
eco00260	compound	C02051
eco00260	compound	C02291
eco00260	compound	C02737
eco00260	compound	C02972
eco00260	compound	C03082
eco00260	compound	C03194
eco00260	compound	C03232
eco00260	compound	C03283
eco00260	compound	C03508
eco00260	compound	C05519
eco00260	compound	C06231
eco00260	compound	C06442
eco00260	compound	C16432
eco00260	compound	C19929
eco00260	compound	C23135
eco00260	compound	C23136
eco00270	compound	C00019
eco00270	compound	C00021
eco00270	compound	C00022
eco00270	compound	C00041
eco00270	compound	C00049
eco00270	compound	C00051
eco00270	compound	C00059
eco00270	compound	C00065
eco00270	compound	C00073
eco00270	compound	C00094
eco00270	compound	C00097
eco00270	compound	C00109
eco00270	compound	C00155
eco00270	compound	C00170
eco00270	compound	C00197
eco00270	compound	C00263
eco00270	compound	C00283
eco00270	compound	C00409
eco00270	compound	C00441
eco00270	compound	C00491
eco00270	compound	C00506
eco00270	compound	C00606
eco00270	compound	C00793
eco00270	compound	C00957
eco00270	compound	C00979
eco00270	compound	C01005
eco00270	compound	C01077
eco00270	compound	C01102
eco00270	compound	C01118
eco00270	compound	C01137
eco00270	compound	C01180
eco00270	compound	C01234
eco00270	compound	C01817
eco00270	compound	C01962
eco00270	compound	C02218
eco00270	compound	C02291
eco00270	compound	C02356
eco00270	compound	C02989
eco00270	compound	C03082
eco00270	compound	C03089
eco00270	compound	C03145
eco00270	compound	C03232
eco00270	compound	C03431
eco00270	compound	C03539
eco00270	compound	C04188
eco00270	compound	C04582
eco00270	compound	C05324
eco00270	compound	C05524
eco00270	compound	C05526
eco00270	compound	C05527
eco00270	compound	C05528
eco00270	compound	C05823
eco00270	compound	C05824
eco00270	compound	C06547
eco00270	compound	C08276
eco00270	compound	C09306
eco00270	compound	C11437
eco00270	compound	C11481
eco00270	compound	C11499
eco00270	compound	C11537
eco00270	compound	C15606
eco00270	compound	C15650
eco00270	compound	C15651
eco00270	compound	C18049
eco00270	compound	C19787
eco00270	compound	C21015
eco00270	compound	C21016
eco00270	compound	C22359
eco00280	compound	C00024
eco00280	compound	C00068
eco00280	compound	C00091
eco00280	compound	C00100
eco00280	compound	C00123
eco00280	compound	C00141
eco00280	compound	C00164
eco00280	compound	C00183
eco00280	compound	C00233
eco00280	compound	C00332
eco00280	compound	C00349
eco00280	compound	C00356
eco00280	compound	C00407
eco00280	compound	C00630
eco00280	compound	C00671
eco00280	compound	C00683
eco00280	compound	C01205
eco00280	compound	C01213
eco00280	compound	C02170
eco00280	compound	C02939
eco00280	compound	C03069
eco00280	compound	C03231
eco00280	compound	C03284
eco00280	compound	C03344
eco00280	compound	C03345
eco00280	compound	C03460
eco00280	compound	C04405
eco00280	compound	C05996
eco00280	compound	C05998
eco00280	compound	C06000
eco00280	compound	C06001
eco00280	compound	C06002
eco00280	compound	C15972
eco00280	compound	C15973
eco00280	compound	C15974
eco00280	compound	C15975
eco00280	compound	C15976
eco00280	compound	C15977
eco00280	compound	C15978
eco00280	compound	C15979
eco00280	compound	C15980
eco00280	compound	C20827
eco00290	compound	C00022
eco00290	compound	C00024
eco00290	compound	C00109
eco00290	compound	C00123
eco00290	compound	C00141
eco00290	compound	C00183
eco00290	compound	C00188
eco00290	compound	C00233
eco00290	compound	C00407
eco00290	compound	C00671
eco00290	compound	C02226
eco00290	compound	C02504
eco00290	compound	C02612
eco00290	compound	C02631
eco00290	compound	C04181
eco00290	compound	C04236
eco00290	compound	C04272
eco00290	compound	C04411
eco00290	compound	C06006
eco00290	compound	C06007
eco00290	compound	C06010
eco00290	compound	C06032
eco00290	compound	C14463
eco00300	compound	C00024
eco00300	compound	C00026
eco00300	compound	C00047
eco00300	compound	C00049
eco00300	compound	C00263
eco00300	compound	C00322
eco00300	compound	C00441
eco00300	compound	C00449
eco00300	compound	C00666
eco00300	compound	C00680
eco00300	compound	C00956
eco00300	compound	C01251
eco00300	compound	C03082
eco00300	compound	C03871
eco00300	compound	C03972
eco00300	compound	C04002
eco00300	compound	C04076
eco00300	compound	C04390
eco00300	compound	C04421
eco00300	compound	C04462
eco00300	compound	C04877
eco00300	compound	C04882
eco00300	compound	C05535
eco00300	compound	C05539
eco00300	compound	C05560
eco00300	compound	C05662
eco00300	compound	C16138
eco00300	compound	C19886
eco00300	compound	C19887
eco00300	compound	C19888
eco00300	compound	C19889
eco00300	compound	C20258
eco00300	compound	C20277
eco00300	compound	C20278
eco00300	compound	C20279
eco00310	compound	C00024
eco00310	compound	C00026
eco00310	compound	C00037
eco00310	compound	C00042
eco00310	compound	C00047
eco00310	compound	C00068
eco00310	compound	C00136
eco00310	compound	C00164
eco00310	compound	C00322
eco00310	compound	C00332
eco00310	compound	C00408
eco00310	compound	C00431
eco00310	compound	C00449
eco00310	compound	C00450
eco00310	compound	C00487
eco00310	compound	C00489
eco00310	compound	C00527
eco00310	compound	C00739
eco00310	compound	C00877
eco00310	compound	C00956
eco00310	compound	C00990
eco00310	compound	C01087
eco00310	compound	C01142
eco00310	compound	C01144
eco00310	compound	C01149
eco00310	compound	C01181
eco00310	compound	C01186
eco00310	compound	C01211
eco00310	compound	C01259
eco00310	compound	C01672
eco00310	compound	C02188
eco00310	compound	C02727
eco00310	compound	C03087
eco00310	compound	C03196
eco00310	compound	C03239
eco00310	compound	C03273
eco00310	compound	C03366
eco00310	compound	C03656
eco00310	compound	C03793
eco00310	compound	C04020
eco00310	compound	C04076
eco00310	compound	C04092
eco00310	compound	C04487
eco00310	compound	C05161
eco00310	compound	C05231
eco00310	compound	C05544
eco00310	compound	C05545
eco00310	compound	C05546
eco00310	compound	C05548
eco00310	compound	C05825
eco00310	compound	C06157
eco00310	compound	C12455
eco00310	compound	C15972
eco00310	compound	C15973
eco00310	compound	C16741
eco00310	compound	C22667
eco00220	compound	C00011
eco00220	compound	C00014
eco00220	compound	C00025
eco00220	compound	C00026
eco00220	compound	C00049
eco00220	compound	C00062
eco00220	compound	C00064
eco00220	compound	C00077
eco00220	compound	C00086
eco00220	compound	C00122
eco00220	compound	C00169
eco00220	compound	C00288
eco00220	compound	C00327
eco00220	compound	C00437
eco00220	compound	C00624
eco00220	compound	C01010
eco00220	compound	C01250
eco00220	compound	C03406
eco00220	compound	C04133
eco00220	compound	C15532
eco00220	compound	C20948
eco00220	compound	C20949
eco00220	compound	C20950
eco00220	compound	C20951
eco00330	compound	C00012
eco00330	compound	C00019
eco00330	compound	C00022
eco00330	compound	C00025
eco00330	compound	C00048
eco00330	compound	C00062
eco00330	compound	C00077
eco00330	compound	C00086
eco00330	compound	C00134
eco00330	compound	C00148
eco00330	compound	C00179
eco00330	compound	C00213
eco00330	compound	C00223
eco00330	compound	C00300
eco00330	compound	C00315
eco00330	compound	C00334
eco00330	compound	C00406
eco00330	compound	C00431
eco00330	compound	C00436
eco00330	compound	C00441
eco00330	compound	C00533
eco00330	compound	C00555
eco00330	compound	C00581
eco00330	compound	C00750
eco00330	compound	C00763
eco00330	compound	C00791
eco00330	compound	C00884
eco00330	compound	C00986
eco00330	compound	C01035
eco00330	compound	C01043
eco00330	compound	C01110
eco00330	compound	C01137
eco00330	compound	C01157
eco00330	compound	C01165
eco00330	compound	C01250
eco00330	compound	C01682
eco00330	compound	C02305
eco00330	compound	C02565
eco00330	compound	C02647
eco00330	compound	C02714
eco00330	compound	C02946
eco00330	compound	C03078
eco00330	compound	C03166
eco00330	compound	C03287
eco00330	compound	C03296
eco00330	compound	C03375
eco00330	compound	C03415
eco00330	compound	C03564
eco00330	compound	C03771
eco00330	compound	C03912
eco00330	compound	C04137
eco00330	compound	C04281
eco00330	compound	C05147
eco00330	compound	C05931
eco00330	compound	C05932
eco00330	compound	C05933
eco00330	compound	C05936
eco00330	compound	C05938
eco00330	compound	C05945
eco00330	compound	C05946
eco00330	compound	C05947
eco00330	compound	C10497
eco00330	compound	C15699
eco00330	compound	C15700
eco00330	compound	C15767
eco00330	compound	C18172
eco00330	compound	C18174
eco00330	compound	C18326
eco00330	compound	C19706
eco00330	compound	C20560
eco00330	compound	C22886
eco00340	compound	C00025
eco00340	compound	C00026
eco00340	compound	C00049
eco00340	compound	C00097
eco00340	compound	C00119
eco00340	compound	C00135
eco00340	compound	C00386
eco00340	compound	C00388
eco00340	compound	C00439
eco00340	compound	C00669
eco00340	compound	C00785
eco00340	compound	C00860
eco00340	compound	C01044
eco00340	compound	C01045
eco00340	compound	C01100
eco00340	compound	C01152
eco00340	compound	C01262
eco00340	compound	C01267
eco00340	compound	C01929
eco00340	compound	C02739
eco00340	compound	C02741
eco00340	compound	C02835
eco00340	compound	C03277
eco00340	compound	C03409
eco00340	compound	C03680
eco00340	compound	C04437
eco00340	compound	C04666
eco00340	compound	C04677
eco00340	compound	C04896
eco00340	compound	C04916
eco00340	compound	C05127
eco00340	compound	C05130
eco00340	compound	C05131
eco00340	compound	C05133
eco00340	compound	C05135
eco00340	compound	C05565
eco00340	compound	C05568
eco00340	compound	C05570
eco00340	compound	C05571
eco00340	compound	C05572
eco00340	compound	C05575
eco00340	compound	C05827
eco00340	compound	C05828
eco00340	compound	C05829
eco00340	compound	C16673
eco00340	compound	C16674
eco00340	compound	C20522
eco00340	compound	C20994
eco00340	compound	C20995
eco00350	compound	C00022
eco00350	compound	C00042
eco00350	compound	C00082
eco00350	compound	C00122
eco00350	compound	C00146
eco00350	compound	C00164
eco00350	compound	C00232
eco00350	compound	C00355
eco00350	compound	C00483
eco00350	compound	C00530
eco00350	compound	C00544
eco00350	compound	C00547
eco00350	compound	C00628
eco00350	compound	C00642
eco00350	compound	C00788
eco00350	compound	C00811
eco00350	compound	C00822
eco00350	compound	C01036
eco00350	compound	C01060
eco00350	compound	C01061
eco00350	compound	C01161
eco00350	compound	C01179
eco00350	compound	C01384
eco00350	compound	C01693
eco00350	compound	C01829
eco00350	compound	C01850
eco00350	compound	C02167
eco00350	compound	C02442
eco00350	compound	C02465
eco00350	compound	C02514
eco00350	compound	C02515
eco00350	compound	C03063
eco00350	compound	C03077
eco00350	compound	C03758
eco00350	compound	C03765
eco00350	compound	C03964
eco00350	compound	C04043
eco00350	compound	C04045
eco00350	compound	C04052
eco00350	compound	C04185
eco00350	compound	C04186
eco00350	compound	C04368
eco00350	compound	C04642
eco00350	compound	C04796
eco00350	compound	C04797
eco00350	compound	C05338
eco00350	compound	C05350
eco00350	compound	C05576
eco00350	compound	C05577
eco00350	compound	C05578
eco00350	compound	C05579
eco00350	compound	C05580
eco00350	compound	C05581
eco00350	compound	C05582
eco00350	compound	C05583
eco00350	compound	C05584
eco00350	compound	C05585
eco00350	compound	C05587
eco00350	compound	C05588
eco00350	compound	C05589
eco00350	compound	C05593
eco00350	compound	C05594
eco00350	compound	C05595
eco00350	compound	C05596
eco00350	compound	C05600
eco00350	compound	C05604
eco00350	compound	C06044
eco00350	compound	C06046
eco00350	compound	C06047
eco00350	compound	C06048
eco00350	compound	C06199
eco00350	compound	C06201
eco00350	compound	C10447
eco00350	compound	C17935
eco00350	compound	C17936
eco00350	compound	C17937
eco00350	compound	C17938
eco00350	compound	C22038
eco00350	compound	C23042
eco00360	compound	C00022
eco00360	compound	C00024
eco00360	compound	C00042
eco00360	compound	C00079
eco00360	compound	C00082
eco00360	compound	C00084
eco00360	compound	C00091
eco00360	compound	C00122
eco00360	compound	C00166
eco00360	compound	C00423
eco00360	compound	C00512
eco00360	compound	C00582
eco00360	compound	C00596
eco00360	compound	C00601
eco00360	compound	C00642
eco00360	compound	C01198
eco00360	compound	C01772
eco00360	compound	C02137
eco00360	compound	C02232
eco00360	compound	C02265
eco00360	compound	C02505
eco00360	compound	C02763
eco00360	compound	C03519
eco00360	compound	C03589
eco00360	compound	C04044
eco00360	compound	C04148
eco00360	compound	C04479
eco00360	compound	C05332
eco00360	compound	C05593
eco00360	compound	C05598
eco00360	compound	C05607
eco00360	compound	C05629
eco00360	compound	C05852
eco00360	compound	C05853
eco00360	compound	C06207
eco00360	compound	C07086
eco00360	compound	C11457
eco00360	compound	C11588
eco00360	compound	C12621
eco00360	compound	C12622
eco00360	compound	C12623
eco00360	compound	C12624
eco00360	compound	C14144
eco00360	compound	C14145
eco00360	compound	C15524
eco00360	compound	C19945
eco00360	compound	C19946
eco00360	compound	C19975
eco00360	compound	C20062
eco00360	compound	C23049
eco00360	compound	C23116
eco00380	compound	C00024
eco00380	compound	C00078
eco00380	compound	C00108
eco00380	compound	C00322
eco00380	compound	C00328
eco00380	compound	C00331
eco00380	compound	C00332
eco00380	compound	C00398
eco00380	compound	C00463
eco00380	compound	C00527
eco00380	compound	C00632
eco00380	compound	C00637
eco00380	compound	C00643
eco00380	compound	C00780
eco00380	compound	C00877
eco00380	compound	C00954
eco00380	compound	C00955
eco00380	compound	C00978
eco00380	compound	C01111
eco00380	compound	C01144
eco00380	compound	C01249
eco00380	compound	C01252
eco00380	compound	C01598
eco00380	compound	C01717
eco00380	compound	C01987
eco00380	compound	C02161
eco00380	compound	C02172
eco00380	compound	C02220
eco00380	compound	C02298
eco00380	compound	C02470
eco00380	compound	C02693
eco00380	compound	C02700
eco00380	compound	C02775
eco00380	compound	C02937
eco00380	compound	C02938
eco00380	compound	C03227
eco00380	compound	C03230
eco00380	compound	C03453
eco00380	compound	C03574
eco00380	compound	C03722
eco00380	compound	C03824
eco00380	compound	C04409
eco00380	compound	C05634
eco00380	compound	C05635
eco00380	compound	C05636
eco00380	compound	C05637
eco00380	compound	C05638
eco00380	compound	C05639
eco00380	compound	C05640
eco00380	compound	C05641
eco00380	compound	C05642
eco00380	compound	C05643
eco00380	compound	C05644
eco00380	compound	C05645
eco00380	compound	C05646
eco00380	compound	C05647
eco00380	compound	C05648
eco00380	compound	C05651
eco00380	compound	C05652
eco00380	compound	C05653
eco00380	compound	C05654
eco00380	compound	C05655
eco00380	compound	C05656
eco00380	compound	C05658
eco00380	compound	C05659
eco00380	compound	C05660
eco00380	compound	C05663
eco00380	compound	C05830
eco00380	compound	C05831
eco00380	compound	C05832
eco00380	compound	C05834
eco00380	compound	C05835
eco00380	compound	C05837
eco00380	compound	C06212
eco00380	compound	C06213
eco00380	compound	C08313
eco00380	compound	C10164
eco00380	compound	C16516
eco00380	compound	C16517
eco00380	compound	C16518
eco00380	compound	C17203
eco00380	compound	C22006
eco00380	compound	C22202
eco00380	compound	C23064
eco00400	compound	C00074
eco00400	compound	C00078
eco00400	compound	C00079
eco00400	compound	C00082
eco00400	compound	C00108
eco00400	compound	C00119
eco00400	compound	C00166
eco00400	compound	C00230
eco00400	compound	C00251
eco00400	compound	C00254
eco00400	compound	C00279
eco00400	compound	C00296
eco00400	compound	C00354
eco00400	compound	C00441
eco00400	compound	C00463
eco00400	compound	C00493
eco00400	compound	C00587
eco00400	compound	C00826
eco00400	compound	C00944
eco00400	compound	C01094
eco00400	compound	C01179
eco00400	compound	C01269
eco00400	compound	C01302
eco00400	compound	C02637
eco00400	compound	C03175
eco00400	compound	C03506
eco00400	compound	C04302
eco00400	compound	C04691
eco00400	compound	C16848
eco00400	compound	C16850
eco00400	compound	C17235
eco00400	compound	C20327
eco00400	compound	C20653
eco00400	compound	C20654
eco00400	compound	C20710
eco00410	compound	C00024
eco00410	compound	C00049
eco00410	compound	C00083
eco00410	compound	C00099
eco00410	compound	C00100
eco00410	compound	C00106
eco00410	compound	C00135
eco00410	compound	C00222
eco00410	compound	C00315
eco00410	compound	C00334
eco00410	compound	C00383
eco00410	compound	C00386
eco00410	compound	C00429
eco00410	compound	C00555
eco00410	compound	C00750
eco00410	compound	C00804
eco00410	compound	C00864
eco00410	compound	C00894
eco00410	compound	C00986
eco00410	compound	C01013
eco00410	compound	C01073
eco00410	compound	C01262
eco00410	compound	C02335
eco00410	compound	C02642
eco00410	compound	C03492
eco00410	compound	C03722
eco00410	compound	C05340
eco00410	compound	C05341
eco00410	compound	C05665
eco00410	compound	C05668
eco00410	compound	C05669
eco00410	compound	C05670
eco00430	compound	C00022
eco00430	compound	C00024
eco00430	compound	C00025
eco00430	compound	C00026
eco00430	compound	C00033
eco00430	compound	C00041
eco00430	compound	C00084
eco00430	compound	C00094
eco00430	compound	C00097
eco00430	compound	C00227
eco00430	compound	C00245
eco00430	compound	C00506
eco00430	compound	C00519
eco00430	compound	C00593
eco00430	compound	C00606
eco00430	compound	C01678
eco00430	compound	C01959
eco00430	compound	C03149
eco00430	compound	C05122
eco00430	compound	C05123
eco00430	compound	C05844
eco00430	compound	C06735
eco00430	compound	C14179
eco00430	compound	C19685
eco00440	compound	C00022
eco00440	compound	C00033
eco00440	compound	C00037
eco00440	compound	C00058
eco00440	compound	C00074
eco00440	compound	C00084
eco00440	compound	C00117
eco00440	compound	C01151
eco00440	compound	C01438
eco00440	compound	C02798
eco00440	compound	C03167
eco00440	compound	C03557
eco00440	compound	C04650
eco00440	compound	C05672
eco00440	compound	C05673
eco00440	compound	C05674
eco00440	compound	C05675
eco00440	compound	C05676
eco00440	compound	C05677
eco00440	compound	C05678
eco00440	compound	C05679
eco00440	compound	C05680
eco00440	compound	C05681
eco00440	compound	C05682
eco00440	compound	C05683
eco00440	compound	C06367
eco00440	compound	C06368
eco00440	compound	C06451
eco00440	compound	C06455
eco00440	compound	C06456
eco00440	compound	C06457
eco00440	compound	C06459
eco00440	compound	C17940
eco00440	compound	C17941
eco00440	compound	C17942
eco00440	compound	C17943
eco00440	compound	C17944
eco00440	compound	C17945
eco00440	compound	C17947
eco00440	compound	C17948
eco00440	compound	C17949
eco00440	compound	C17950
eco00440	compound	C17951
eco00440	compound	C17952
eco00440	compound	C17960
eco00440	compound	C17961
eco00440	compound	C17962
eco00440	compound	C20396
eco00440	compound	C20422
eco00440	compound	C20423
eco00440	compound	C20440
eco00440	compound	C20986
eco00440	compound	C21372
eco00440	compound	C21403
eco00440	compound	C21404
eco00440	compound	C21613
eco00440	compound	C22696
eco00450	compound	C00017
eco00450	compound	C00041
eco00450	compound	C01528
eco00450	compound	C02535
eco00450	compound	C05172
eco00450	compound	C05335
eco00450	compound	C05336
eco00450	compound	C05684
eco00450	compound	C05686
eco00450	compound	C05688
eco00450	compound	C05689
eco00450	compound	C05690
