pathway_id	member_type	member_id
eco00450	compound	C05695
eco00450	compound	C05697
eco00450	compound	C05698
eco00450	compound	C05699
eco00450	compound	C05703
eco00450	compound	C06481
eco00450	compound	C06482
eco00450	compound	C16638
eco00450	compound	C18870
eco00450	compound	C18871
eco00450	compound	C18872
eco00450	compound	C18893
eco00450	compound	C18902
eco00450	compound	C18904
eco00450	compound	C18905
eco00460	compound	C00014
eco00460	compound	C00037
eco00460	compound	C00049
eco00460	compound	C00065
eco00460	compound	C00079
eco00460	compound	C00082
eco00460	compound	C00097
eco00460	compound	C00152
eco00460	compound	C00183
eco00460	compound	C00302
eco00460	compound	C00407
eco00460	compound	C00488
eco00460	compound	C00561
eco00460	compound	C00844
eco00460	compound	C01326
eco00460	compound	C01401
eco00460	compound	C01594
eco00460	compound	C02512
eco00460	compound	C02659
eco00460	compound	C03004
eco00460	compound	C03219
eco00460	compound	C03742
eco00460	compound	C04350
eco00460	compound	C05143
eco00460	compound	C05670
eco00460	compound	C05711
eco00460	compound	C05714
eco00460	compound	C05715
eco00460	compound	C06114
eco00460	compound	C08325
eco00460	compound	C08334
eco00460	compound	C15503
eco00460	compound	C16074
eco00460	compound	C16075
eco00460	compound	C18796
eco00460	compound	C19491
eco00460	compound	C19712
eco00460	compound	C19714
eco00460	compound	C19715
eco00460	compound	C20310
eco00460	compound	C20311
eco00460	compound	C20312
eco00460	compound	C20313
eco00460	compound	C20314
eco00460	compound	C20315
eco00470	compound	C00022
eco00470	compound	C00025
eco00470	compound	C00026
eco00470	compound	C00036
eco00470	compound	C00037
eco00470	compound	C00041
eco00470	compound	C00047
eco00470	compound	C00049
eco00470	compound	C00062
eco00470	compound	C00064
eco00470	compound	C00065
eco00470	compound	C00073
eco00470	compound	C00077
eco00470	compound	C00079
eco00470	compound	C00084
eco00470	compound	C00097
eco00470	compound	C00133
eco00470	compound	C00134
eco00470	compound	C00135
eco00470	compound	C00148
eco00470	compound	C00166
eco00470	compound	C00188
eco00470	compound	C00217
eco00470	compound	C00402
eco00470	compound	C00431
eco00470	compound	C00433
eco00470	compound	C00515
eco00470	compound	C00624
eco00470	compound	C00666
eco00470	compound	C00680
eco00470	compound	C00692
eco00470	compound	C00739
eco00470	compound	C00740
eco00470	compound	C00763
eco00470	compound	C00792
eco00470	compound	C00793
eco00470	compound	C00819
eco00470	compound	C00820
eco00470	compound	C00855
eco00470	compound	C00993
eco00470	compound	C01110
eco00470	compound	C01157
eco00470	compound	C01180
eco00470	compound	C01667
eco00470	compound	C01672
eco00470	compound	C01726
eco00470	compound	C02237
eco00470	compound	C02265
eco00470	compound	C02855
eco00470	compound	C03239
eco00470	compound	C03341
eco00470	compound	C03440
eco00470	compound	C03564
eco00470	compound	C03771
eco00470	compound	C03933
eco00470	compound	C03943
eco00470	compound	C04260
eco00470	compound	C04282
eco00470	compound	C04457
eco00470	compound	C05161
eco00470	compound	C05620
eco00470	compound	C05825
eco00470	compound	C05939
eco00470	compound	C05941
eco00470	compound	C05942
eco00470	compound	C06419
eco00470	compound	C22024
eco00470	compound	C22025
eco00470	compound	C22611
eco00480	compound	C00005
eco00480	compound	C00006
eco00480	compound	C00024
eco00480	compound	C00025
eco00480	compound	C00037
eco00480	compound	C00051
eco00480	compound	C00072
eco00480	compound	C00077
eco00480	compound	C00097
eco00480	compound	C00127
eco00480	compound	C00134
eco00480	compound	C00151
eco00480	compound	C00315
eco00480	compound	C00669
eco00480	compound	C00750
eco00480	compound	C01322
eco00480	compound	C01419
eco00480	compound	C01672
eco00480	compound	C01879
eco00480	compound	C02090
eco00480	compound	C02320
eco00480	compound	C03170
eco00480	compound	C03646
eco00480	compound	C03740
eco00480	compound	C05422
eco00480	compound	C05726
eco00480	compound	C05727
eco00480	compound	C05729
eco00480	compound	C05730
eco00480	compound	C16562
eco00480	compound	C16563
eco00480	compound	C16564
eco00480	compound	C16565
eco00480	compound	C16566
eco00480	compound	C16567
eco00480	compound	C16568
eco00480	compound	C16663
eco00480	compound	C16664
eco00520	compound	C00029
eco00520	compound	C00031
eco00520	compound	C00043
eco00520	compound	C00052
eco00520	compound	C00085
eco00520	compound	C00095
eco00520	compound	C00096
eco00520	compound	C00103
eco00520	compound	C00140
eco00520	compound	C00159
eco00520	compound	C00167
eco00520	compound	C00181
eco00520	compound	C00190
eco00520	compound	C00191
eco00520	compound	C00203
eco00520	compound	C00216
eco00520	compound	C00259
eco00520	compound	C00267
eco00520	compound	C00275
eco00520	compound	C00325
eco00520	compound	C00329
eco00520	compound	C00333
eco00520	compound	C00352
eco00520	compound	C00357
eco00520	compound	C00394
eco00520	compound	C00446
eco00520	compound	C00461
eco00520	compound	C00498
eco00520	compound	C00501
eco00520	compound	C00617
eco00520	compound	C00636
eco00520	compound	C00645
eco00520	compound	C00668
eco00520	compound	C00714
eco00520	compound	C00734
eco00520	compound	C00842
eco00520	compound	C00935
eco00520	compound	C00976
eco00520	compound	C00984
eco00520	compound	C01019
eco00520	compound	C01050
eco00520	compound	C01132
eco00520	compound	C01170
eco00520	compound	C01623
eco00520	compound	C01674
eco00520	compound	C02262
eco00520	compound	C02280
eco00520	compound	C02352
eco00520	compound	C02474
eco00520	compound	C02713
eco00520	compound	C02985
eco00520	compound	C03733
eco00520	compound	C03737
eco00520	compound	C03906
eco00520	compound	C04037
eco00520	compound	C04257
eco00520	compound	C04501
eco00520	compound	C04631
eco00520	compound	C05385
eco00520	compound	C06023
eco00520	compound	C06156
eco00520	compound	C06376
eco00520	compound	C06377
eco00520	compound	C11521
eco00520	compound	C15925
eco00520	compound	C16183
eco00520	compound	C16698
eco00520	compound	C17269
eco00520	compound	C18060
eco00520	compound	C18094
eco00520	compound	C19769
eco00520	compound	C21027
eco00520	compound	C22029
eco00541	compound	C00029
eco00541	compound	C00043
eco00541	compound	C00096
eco00541	compound	C00103
eco00541	compound	C00128
eco00541	compound	C00167
eco00541	compound	C00199
eco00541	compound	C00203
eco00541	compound	C00270
eco00541	compound	C00275
eco00541	compound	C00325
eco00541	compound	C00501
eco00541	compound	C00636
eco00541	compound	C00645
eco00541	compound	C00688
eco00541	compound	C00842
eco00541	compound	C00996
eco00541	compound	C00999
eco00541	compound	C01112
eco00541	compound	C01170
eco00541	compound	C01187
eco00541	compound	C01219
eco00541	compound	C01222
eco00541	compound	C01788
eco00541	compound	C02199
eco00541	compound	C02330
eco00541	compound	C02977
eco00541	compound	C03117
eco00541	compound	C03187
eco00541	compound	C03319
eco00541	compound	C03410
eco00541	compound	C03598
eco00541	compound	C03599
eco00541	compound	C03691
eco00541	compound	C04089
eco00541	compound	C04121
eco00541	compound	C04257
eco00541	compound	C04268
eco00541	compound	C04297
eco00541	compound	C04346
eco00541	compound	C04478
eco00541	compound	C04501
eco00541	compound	C04573
eco00541	compound	C04613
eco00541	compound	C04630
eco00541	compound	C05382
eco00541	compound	C06018
eco00541	compound	C06240
eco00541	compound	C06241
eco00541	compound	C06397
eco00541	compound	C06398
eco00541	compound	C07277
eco00541	compound	C07836
eco00541	compound	C07838
eco00541	compound	C11472
eco00541	compound	C11907
eco00541	compound	C11908
eco00541	compound	C11925
eco00541	compound	C13952
eco00541	compound	C16153
eco00541	compound	C16154
eco00541	compound	C16155
eco00541	compound	C16156
eco00541	compound	C16157
eco00541	compound	C17326
eco00541	compound	C17327
eco00541	compound	C17328
eco00541	compound	C19725
eco00541	compound	C19745
eco00541	compound	C19823
eco00541	compound	C19878
eco00541	compound	C19879
eco00541	compound	C19880
eco00541	compound	C19881
eco00541	compound	C19947
eco00541	compound	C19960
eco00541	compound	C19961
eco00541	compound	C19971
eco00541	compound	C19972
eco00541	compound	C20082
eco00541	compound	C20083
eco00541	compound	C20156
eco00541	compound	C20357
eco00541	compound	C20359
eco00541	compound	C20395
eco00541	compound	C20415
eco00541	compound	C20418
eco00541	compound	C20419
eco00541	compound	C20424
eco00541	compound	C20612
eco00541	compound	C20613
eco00541	compound	C20638
eco00541	compound	C20672
eco00541	compound	C20682
eco00541	compound	C20768
eco00541	compound	C20769
eco00541	compound	C20774
eco00541	compound	C20934
eco00541	compound	C21383
eco00541	compound	C21384
eco00541	compound	C22245
eco00541	compound	C22246
eco00541	compound	C22247
eco00541	compound	C22248
eco00541	compound	C22249
eco00541	compound	C22250
eco00541	compound	C22251
eco00541	compound	C22252
eco00541	compound	C22253
eco00541	compound	C22254
eco00541	compound	C22255
eco00541	compound	C22256
eco00541	compound	C22257
eco00541	compound	C22261
eco00541	compound	C22262
eco00541	compound	C22270
eco00541	compound	C22276
eco00541	compound	C22397
eco00541	compound	C22575
eco00541	compound	C22576
eco00541	compound	C22938
eco00541	compound	C22973
eco00540	compound	C00043
eco00540	compound	C00229
eco00540	compound	C01187
eco00540	compound	C04088
eco00540	compound	C04121
eco00540	compound	C04652
eco00540	compound	C04738
eco00540	compound	C04824
eco00540	compound	C04919
eco00540	compound	C04932
eco00540	compound	C05223
eco00540	compound	C05761
eco00540	compound	C06022
eco00540	compound	C06024
eco00540	compound	C06025
eco00540	compound	C06026
eco00540	compound	C06251
eco00540	compound	C06398
eco00540	compound	C16157
eco00540	compound	C19877
eco00540	compound	C19884
eco00540	compound	C19890
eco00540	compound	C20933
eco00540	compound	C21157
eco00540	compound	C21173
eco00540	compound	C21461
eco00540	compound	C21463
eco00540	compound	C21982
eco00540	compound	C21983
eco00540	compound	C21984
eco00540	compound	C21988
eco00540	compound	C21991
eco00540	compound	C21992
eco00540	compound	C21993
eco00540	compound	C21994
eco00540	compound	C21995
eco00540	compound	C21996
eco00540	compound	C21997
eco00540	compound	C21998
eco00540	compound	C21999
eco00540	compound	C22002
eco00540	compound	C22003
eco00540	compound	C22068
eco00550	compound	C00043
eco00550	compound	C00133
eco00550	compound	C00448
eco00550	compound	C00692
eco00550	compound	C00993
eco00550	compound	C01050
eco00550	compound	C01212
eco00550	compound	C04574
eco00550	compound	C04631
eco00550	compound	C04702
eco00550	compound	C04851
eco00550	compound	C04877
eco00550	compound	C04882
eco00550	compound	C05892
eco00550	compound	C05893
eco00550	compound	C05894
eco00550	compound	C05895
eco00550	compound	C05896
eco00550	compound	C05897
eco00550	compound	C05898
eco00550	compound	C17541
eco00550	compound	C17542
eco00550	compound	C17549
eco00550	compound	C17550
eco00550	compound	C17556
eco00550	compound	C17558
eco00550	compound	C22053
eco00552	compound	C00043
eco00552	compound	C00114
eco00552	compound	C00133
eco00552	compound	C00307
eco00552	compound	C00344
eco00552	compound	C00513
eco00552	compound	C00588
eco00552	compound	C00641
eco00552	compound	C00789
eco00552	compound	C04574
eco00552	compound	C04613
eco00552	compound	C17556
eco00730	compound	C00003
eco00730	compound	C00018
eco00730	compound	C00022
eco00730	compound	C00037
eco00730	compound	C00068
eco00730	compound	C00082
eco00730	compound	C00097
eco00730	compound	C00118
eco00730	compound	C00378
eco00730	compound	C01081
eco00730	compound	C01279
eco00730	compound	C02892
eco00730	compound	C03028
eco00730	compound	C03373
eco00730	compound	C04294
eco00730	compound	C04327
eco00730	compound	C04556
eco00730	compound	C04752
eco00730	compound	C05856
eco00730	compound	C11437
eco00730	compound	C15809
eco00730	compound	C15810
eco00730	compound	C15811
eco00730	compound	C15812
eco00730	compound	C15813
eco00730	compound	C15814
eco00730	compound	C19872
eco00730	compound	C20246
eco00730	compound	C20247
eco00730	compound	C20267
eco00730	compound	C20784
eco00740	compound	C00016
eco00740	compound	C00044
eco00740	compound	C00061
eco00740	compound	C00199
eco00740	compound	C00235
eco00740	compound	C00255
eco00740	compound	C00474
eco00740	compound	C01007
eco00740	compound	C01268
eco00740	compound	C01304
eco00740	compound	C01352
eco00740	compound	C01390
eco00740	compound	C01727
eco00740	compound	C01847
eco00740	compound	C03114
eco00740	compound	C04332
eco00740	compound	C04454
eco00740	compound	C04732
eco00740	compound	C05995
eco00740	compound	C15556
eco00740	compound	C15563
eco00740	compound	C18910
eco00740	compound	C21214
eco00740	compound	C21215
eco00750	compound	C00018
eco00750	compound	C00064
eco00750	compound	C00117
eco00750	compound	C00118
eco00750	compound	C00232
eco00750	compound	C00250
eco00750	compound	C00266
eco00750	compound	C00279
eco00750	compound	C00314
eco00750	compound	C00534
eco00750	compound	C00627
eco00750	compound	C00647
eco00750	compound	C00847
eco00750	compound	C00971
eco00750	compound	C01215
eco00750	compound	C01270
eco00750	compound	C03393
eco00750	compound	C04106
eco00750	compound	C04604
eco00750	compound	C04690
eco00750	compound	C04773
eco00750	compound	C06050
eco00750	compound	C06051
eco00750	compound	C06052
eco00750	compound	C06054
eco00750	compound	C06055
eco00750	compound	C06056
eco00750	compound	C07335
eco00750	compound	C11638
eco00760	compound	C00003
eco00760	compound	C00006
eco00760	compound	C00022
eco00760	compound	C00042
eco00760	compound	C00049
eco00760	compound	C00111
eco00760	compound	C00122
eco00760	compound	C00153
eco00760	compound	C00163
eco00760	compound	C00232
eco00760	compound	C00253
eco00760	compound	C00334
eco00760	compound	C00455
eco00760	compound	C00745
eco00760	compound	C00857
eco00760	compound	C00922
eco00760	compound	C01020
eco00760	compound	C01056
eco00760	compound	C01059
eco00760	compound	C01185
eco00760	compound	C01297
eco00760	compound	C01384
eco00760	compound	C01596
eco00760	compound	C02295
eco00760	compound	C02918
eco00760	compound	C02930
eco00760	compound	C03043
eco00760	compound	C03056
eco00760	compound	C03150
eco00760	compound	C03458
eco00760	compound	C03652
eco00760	compound	C03722
eco00760	compound	C04226
eco00760	compound	C05380
eco00760	compound	C05840
eco00760	compound	C05841
eco00760	compound	C05842
eco00760	compound	C05843
eco00760	compound	C06178
eco00760	compound	C15523
eco00760	compound	C15986
eco00760	compound	C15987
eco00760	compound	C16151
eco00760	compound	C16152
eco00760	compound	C16159
eco00760	compound	C16386
eco00760	compound	C16390
eco00760	compound	C18232
eco00760	compound	C19567
eco00760	compound	C19569
eco00760	compound	C19631
eco00760	compound	C20361
eco00760	compound	C20381
eco00760	compound	C21154
eco00760	compound	C23137
eco00770	compound	C00010
eco00770	compound	C00022
eco00770	compound	C00049
eco00770	compound	C00054
eco00770	compound	C00097
eco00770	compound	C00099
eco00770	compound	C00106
eco00770	compound	C00141
eco00770	compound	C00183
eco00770	compound	C00229
eco00770	compound	C00429
eco00770	compound	C00522
eco00770	compound	C00750
eco00770	compound	C00831
eco00770	compound	C00864
eco00770	compound	C00882
eco00770	compound	C00966
eco00770	compound	C01053
eco00770	compound	C01088
eco00770	compound	C01134
eco00770	compound	C02642
eco00770	compound	C03492
eco00770	compound	C03688
eco00770	compound	C04079
eco00770	compound	C04272
eco00770	compound	C04352
eco00770	compound	C05665
eco00770	compound	C05944
eco00770	compound	C06010
eco00770	compound	C18911
eco00780	compound	C00047
eco00780	compound	C00086
eco00780	compound	C00120
eco00780	compound	C01037
eco00780	compound	C01063
eco00780	compound	C01092
eco00780	compound	C01209
eco00780	compound	C01894
eco00780	compound	C01909
eco00780	compound	C02656
eco00780	compound	C05552
eco00780	compound	C05921
eco00780	compound	C06250
eco00780	compound	C19673
eco00780	compound	C19845
eco00780	compound	C19846
eco00780	compound	C20372
eco00780	compound	C20373
eco00780	compound	C20374
eco00780	compound	C20375
eco00780	compound	C20376
eco00780	compound	C20377
eco00780	compound	C20378
eco00780	compound	C20384
eco00780	compound	C20385
eco00780	compound	C20386
eco00780	compound	C20387
eco00780	compound	C20683
eco00780	compound	C22458
eco00785	compound	C00011
eco00785	compound	C00014
eco00785	compound	C00022
eco00785	compound	C00024
eco00785	compound	C00026
eco00785	compound	C00037
eco00785	compound	C00068
eco00785	compound	C00091
eco00785	compound	C00101
eco00785	compound	C00141
eco00785	compound	C00143
eco00785	compound	C00233
eco00785	compound	C00322
eco00785	compound	C00527
eco00785	compound	C00630
eco00785	compound	C00671
eco00785	compound	C01242
eco00785	compound	C01944
eco00785	compound	C02051
eco00785	compound	C02147
eco00785	compound	C02939
eco00785	compound	C02972
eco00785	compound	C05125
eco00785	compound	C05381
eco00785	compound	C05752
eco00785	compound	C06157
eco00785	compound	C06423
eco00785	compound	C15972
eco00785	compound	C15973
eco00785	compound	C15974
eco00785	compound	C15975
eco00785	compound	C15976
eco00785	compound	C15977
eco00785	compound	C15978
eco00785	compound	C15979
eco00785	compound	C15980
eco00785	compound	C16238
eco00785	compound	C16241
eco00785	compound	C16254
eco00785	compound	C16255
eco00785	compound	C22159
eco00785	compound	C22160
eco00785	compound	C22161
eco00785	compound	C22667
eco00790	compound	C00044
eco00790	compound	C00101
eco00790	compound	C00119
eco00790	compound	C00156
eco00790	compound	C00251
eco00790	compound	C00266
eco00790	compound	C00268
eco00790	compound	C00272
eco00790	compound	C00415
eco00790	compound	C00504
eco00790	compound	C00568
eco00790	compound	C00835
eco00790	compound	C00921
eco00790	compound	C01217
eco00790	compound	C01300
eco00790	compound	C01304
eco00790	compound	C02587
eco00790	compound	C02953
eco00790	compound	C03541
eco00790	compound	C03684
eco00790	compound	C04244
eco00790	compound	C04807
eco00790	compound	C04874
eco00790	compound	C04895
eco00790	compound	C05922
eco00790	compound	C05923
eco00790	compound	C05924
eco00790	compound	C05925
eco00790	compound	C05926
eco00790	compound	C05927
eco00790	compound	C06148
eco00790	compound	C06313
eco00790	compound	C09332
eco00790	compound	C11355
eco00790	compound	C15522
eco00790	compound	C15996
eco00790	compound	C16675
eco00790	compound	C18237
eco00790	compound	C18239
eco00790	compound	C18802
eco00790	compound	C19848
eco00790	compound	C19871
eco00790	compound	C20239
eco00790	compound	C20248
eco00790	compound	C20264
eco00790	compound	C20559
eco00790	compound	C20562
eco00790	compound	C20566
eco00790	compound	C20567
eco00790	compound	C21007
eco00790	compound	C21008
eco00790	compound	C21065
eco00790	compound	C21094
eco00790	compound	C21107
eco00790	compound	C21310
eco00790	compound	C21485
eco00790	compound	C21486
eco00790	compound	C21640
eco00670	compound	C00002
eco00670	compound	C00019
eco00670	compound	C00021
eco00670	compound	C00037
eco00670	compound	C00065
eco00670	compound	C00073
eco00670	compound	C00097
eco00670	compound	C00101
eco00670	compound	C00114
eco00670	compound	C00143
eco00670	compound	C00155
eco00670	compound	C00212
eco00670	compound	C00213
eco00670	compound	C00234
eco00670	compound	C00364
eco00670	compound	C00365
eco00670	compound	C00415
eco00670	compound	C00440
eco00670	compound	C00445
eco00670	compound	C00504
eco00670	compound	C00576
eco00670	compound	C00664
eco00670	compound	C00719
eco00670	compound	C01026
eco00670	compound	C02291
eco00670	compound	C03479
eco00860	compound	C00025
eco00860	compound	C00032
eco00860	compound	C00037
eco00860	compound	C00188
eco00860	compound	C00194
eco00860	compound	C00430
eco00860	compound	C00486
eco00860	compound	C00500
eco00860	compound	C00524
eco00860	compound	C00541
eco00860	compound	C00748
eco00860	compound	C00853
eco00860	compound	C00931
eco00860	compound	C00992
eco00860	compound	C01024
eco00860	compound	C01051
eco00860	compound	C01079
eco00860	compound	C01708
eco00860	compound	C02139
eco00860	compound	C02191
eco00860	compound	C02463
eco00860	compound	C02469
eco00860	compound	C02800
eco00860	compound	C02823
eco00860	compound	C02880
eco00860	compound	C02987
eco00860	compound	C03029
eco00860	compound	C03114
eco00860	compound	C03179
eco00860	compound	C03194
eco00860	compound	C03263
eco00860	compound	C03373
eco00860	compound	C03516
eco00860	compound	C03741
eco00860	compound	C04122
eco00860	compound	C04536
eco00860	compound	C04778
eco00860	compound	C05306
eco00860	compound	C05307
eco00860	compound	C05766
eco00860	compound	C05767
eco00860	compound	C05768
eco00860	compound	C05769
eco00860	compound	C05770
eco00860	compound	C05772
eco00860	compound	C05773
eco00860	compound	C05774
eco00860	compound	C05775
eco00860	compound	C05777
eco00860	compound	C05778
eco00860	compound	C05779
eco00860	compound	C05780
eco00860	compound	C05781
eco00860	compound	C05782
eco00860	compound	C05783
eco00860	compound	C05784
eco00860	compound	C05785
eco00860	compound	C05786
eco00860	compound	C05787
eco00860	compound	C05789
eco00860	compound	C05790
eco00860	compound	C05791
eco00860	compound	C05793
eco00860	compound	C05794
eco00860	compound	C05795
eco00860	compound	C05797
eco00860	compound	C05798
eco00860	compound	C05912
eco00860	compound	C05913
eco00860	compound	C06319
eco00860	compound	C06320
eco00860	compound	C06399
eco00860	compound	C06406
eco00860	compound	C06407
eco00860	compound	C06408
eco00860	compound	C06416
eco00860	compound	C06503
eco00860	compound	C06504
eco00860	compound	C06505
eco00860	compound	C06506
eco00860	compound	C06507
eco00860	compound	C06508
eco00860	compound	C06509
eco00860	compound	C06510
eco00860	compound	C11242
eco00860	compound	C11243
eco00860	compound	C11538
eco00860	compound	C11540
eco00860	compound	C11542
eco00860	compound	C11543
eco00860	compound	C11545
eco00860	compound	C11630
eco00860	compound	C11829
eco00860	compound	C11830
eco00860	compound	C11831
eco00860	compound	C11832
eco00860	compound	C11850
eco00860	compound	C11851
eco00860	compound	C12147
eco00860	compound	C14818
eco00860	compound	C14819
eco00860	compound	C15670
eco00860	compound	C15672
eco00860	compound	C16242
eco00860	compound	C16243
eco00860	compound	C16244
eco00860	compound	C16540
eco00860	compound	C16541
eco00860	compound	C17401
eco00860	compound	C18021
eco00860	compound	C18022
eco00860	compound	C18064
eco00860	compound	C18098
eco00860	compound	C18151
eco00860	compound	C18152
eco00860	compound	C18153
eco00860	compound	C18154
eco00860	compound	C18155
eco00860	compound	C18156
eco00860	compound	C18157
eco00860	compound	C18160
eco00860	compound	C18161
eco00860	compound	C18162
eco00860	compound	C18163
eco00860	compound	C19608
eco00860	compound	C20666
eco00860	compound	C21217
eco00860	compound	C21284
eco00860	compound	C21427
eco00860	compound	C21428
eco00860	compound	C21429
eco00860	compound	C21431
eco00860	compound	C21432
eco00860	compound	C21433
eco00860	compound	C21434
eco00860	compound	C21435
eco00860	compound	C21510
eco00860	compound	C21511
eco00860	compound	C21512
eco00860	compound	C21582
eco00860	compound	C21723
eco00860	compound	C21724
eco00860	compound	C21764
eco00860	compound	C21835
eco00860	compound	C22338
eco00860	compound	C22339
eco00860	compound	C22450
eco00860	compound	C22451
eco00130	compound	C00082
eco00130	compound	C00156
eco00130	compound	C00223
eco00130	compound	C00251
eco00130	compound	C00341
eco00130	compound	C00353
eco00130	compound	C00390
eco00130	compound	C00399
eco00130	compound	C00423
eco00130	compound	C00544
eco00130	compound	C00811
eco00130	compound	C00828
eco00130	compound	C00885
eco00130	compound	C01179
eco00130	compound	C02059
eco00130	compound	C02477
eco00130	compound	C02483
eco00130	compound	C02730
eco00130	compound	C02949
eco00130	compound	C03160
eco00130	compound	C03313
eco00130	compound	C03657
eco00130	compound	C03964
eco00130	compound	C03993
eco00130	compound	C04145
eco00130	compound	C05427
eco00130	compound	C05807
eco00130	compound	C05817
eco00130	compound	C05819
eco00130	compound	C05847
eco00130	compound	C05848
eco00130	compound	C05849
eco00130	compound	C06986
eco00130	compound	C10793
eco00130	compound	C13309
eco00130	compound	C14151
eco00130	compound	C14152
eco00130	compound	C14153
eco00130	compound	C14154
eco00130	compound	C14155
eco00130	compound	C14156
eco00130	compound	C15547
eco00130	compound	C15882
eco00130	compound	C15883
eco00130	compound	C16519
eco00130	compound	C16695
eco00130	compound	C16999
eco00130	compound	C17010
eco00130	compound	C17017
eco00130	compound	C17018
eco00130	compound	C17412
eco00130	compound	C17551
eco00130	compound	C17552
eco00130	compound	C17554
eco00130	compound	C17559
eco00130	compound	C17561
eco00130	compound	C17562
eco00130	compound	C17570
eco00130	compound	C18131
eco00130	compound	C18132
eco00130	compound	C18133
eco00130	compound	C18134
eco00130	compound	C18135
eco00130	compound	C19847
eco00130	compound	C19858
eco00130	compound	C19859
eco00130	compound	C20265
eco00130	compound	C20737
eco00130	compound	C20738
eco00130	compound	C20772
eco00130	compound	C20773
eco00130	compound	C21084
eco00130	compound	C21860
eco00130	compound	C22039
eco00900	compound	C00022
eco00900	compound	C00024
eco00900	compound	C00118
eco00900	compound	C00129
eco00900	compound	C00235
eco00900	compound	C00332
eco00900	compound	C00341
eco00900	compound	C00353
eco00900	compound	C00356
eco00900	compound	C00418
eco00900	compound	C00448
eco00900	compound	C01107
eco00900	compound	C01126
eco00900	compound	C01143
eco00900	compound	C01230
eco00900	compound	C02321
eco00900	compound	C03461
eco00900	compound	C04145
eco00900	compound	C04146
eco00900	compound	C04216
eco00900	compound	C04217
eco00900	compound	C04506
eco00900	compound	C04574
eco00900	compound	C04748
eco00900	compound	C05427
eco00900	compound	C05859
eco00900	compound	C06081
eco00900	compound	C11434
eco00900	compound	C11435
eco00900	compound	C11436
eco00900	compound	C11437
eco00900	compound	C11453
eco00900	compound	C11811
eco00900	compound	C16521
eco00900	compound	C16826
eco00900	compound	C17432
eco00900	compound	C18321
eco00900	compound	C19691
eco00900	compound	C19760
eco00900	compound	C19852
eco00900	compound	C19853
eco00900	compound	C20120
eco00900	compound	C20121
eco00900	compound	C20345
eco00900	compound	C20847
eco00900	compound	C20848
eco00900	compound	C22453
eco00907	compound	C00024
eco00907	compound	C00630
eco00907	compound	C00808
eco00907	compound	C00809
eco00907	compound	C01291
eco00907	compound	C01499
eco00907	compound	C01500
eco00907	compound	C01920
eco00907	compound	C02759
eco00907	compound	C02952
eco00907	compound	C03037
eco00907	compound	C03069
eco00907	compound	C03448
eco00907	compound	C04435
eco00907	compound	C04675
eco00907	compound	C07160
eco00907	compound	C09847
eco00907	compound	C09848
eco00907	compound	C09849
eco00907	compound	C09871
eco00907	compound	C09880
eco00907	compound	C09884
eco00907	compound	C11384
eco00907	compound	C11386
eco00907	compound	C11938
eco00907	compound	C11939
eco00907	compound	C11940
eco00907	compound	C11941
eco00907	compound	C11942
eco00907	compound	C11943
eco00907	compound	C11944
eco00907	compound	C11945
eco00907	compound	C11946
eco00907	compound	C11947
eco00907	compound	C11948
eco00907	compound	C11949
eco00907	compound	C11950
eco00907	compound	C16461
eco00907	compound	C16462
eco00907	compound	C16464
eco00907	compound	C16465
eco00907	compound	C16466
eco00907	compound	C16468
eco00907	compound	C16469
eco00907	compound	C16470
eco00907	compound	C16471
eco00907	compound	C20271
eco00907	compound	C20320
eco00907	compound	C20321
eco00907	compound	C20322
eco00907	compound	C20323
eco00907	compound	C20324
eco00907	compound	C21929
eco00907	compound	C21930
eco00907	compound	C22610
eco00523	compound	C00103
eco00523	compound	C00688
eco00523	compound	C00842
eco00523	compound	C03187
eco00523	compound	C03319
eco00523	compound	C04268
eco00523	compound	C06017
eco00523	compound	C06620
eco00523	compound	C07277
eco00523	compound	C11447
eco00523	compound	C11460
eco00523	compound	C11461
eco00523	compound	C11907
eco00523	compound	C11908
eco00523	compound	C11909
eco00523	compound	C11910
eco00523	compound	C11911
eco00523	compound	C11912
eco00523	compound	C11915
eco00523	compound	C11916
eco00523	compound	C11918
eco00523	compound	C11919
eco00523	compound	C11920
eco00523	compound	C11921
eco00523	compound	C11922
eco00523	compound	C11925
eco00523	compound	C11926
eco00523	compound	C11927
eco00523	compound	C11928
eco00523	compound	C11933
eco00523	compound	C12318
eco00523	compound	C12481
eco00523	compound	C18029
eco00523	compound	C18030
eco00523	compound	C18031
eco00523	compound	C18032
eco00523	compound	C18033
eco00523	compound	C18034
eco00523	compound	C18035
eco00523	compound	C19947
eco00523	compound	C19948
eco00523	compound	C19960
eco00523	compound	C20156
eco00523	compound	C20682
eco00523	compound	C21071
eco00523	compound	C21073
eco00523	compound	C21074
eco00523	compound	C21348
eco00523	compound	C21349
eco00523	compound	C21350
eco00523	compound	C21351
eco00523	compound	C21352
eco00523	compound	C21353
eco00523	compound	C21354
eco00523	compound	C21355
eco00523	compound	C21356
eco00523	compound	C21362
eco00523	compound	C21363
eco01053	compound	C00196
eco01053	compound	C00251
eco01053	compound	C00805
eco01053	compound	C00885
eco01053	compound	C04171
eco01053	compound	C05821
eco01053	compound	C06769
eco01053	compound	C12037
eco01053	compound	C12038
eco01053	compound	C12216
eco01053	compound	C12219
eco01053	compound	C12220
eco01053	compound	C12221
