ec_id	reaction_id
ec:2.7.1.218	R08124
ec:2.7.1.22	R02324
ec:2.7.1.23	R00104
ec:2.7.1.235	R12951
ec:2.7.1.24	R00130
ec:2.7.1.25	R04928
ec:2.7.1.25	R00509
ec:2.7.1.26	R00549
ec:2.7.1.30	R00847
ec:2.7.1.33	R02971
ec:2.7.1.33	R04391
ec:2.7.1.33	R03018
ec:2.7.1.35	R01909
ec:2.7.1.35	R02493
ec:2.7.1.35	R00174
ec:2.7.1.39	R01771
ec:2.7.1.4	R00760
ec:2.7.1.4	R00867
ec:2.7.1.4	R03920
ec:2.7.1.40	R00430
ec:2.7.1.40	R00572
ec:2.7.1.40	R00659
ec:2.7.1.40	R00724
ec:2.7.1.40	R01138
ec:2.7.1.40	R01858
ec:2.7.1.40	R02320
ec:2.7.1.40	R00200
ec:2.7.1.45	R01541
ec:2.7.1.48	R00517
ec:2.7.1.48	R00968
ec:2.7.1.48	R08232
ec:2.7.1.48	R00964
ec:2.7.1.48	R00513
ec:2.7.1.49	R03471
ec:2.7.1.5	R01902
ec:2.7.1.5	R03014
ec:2.7.1.50	R04448
ec:2.7.1.51	R12695
ec:2.7.1.51	R03241
ec:2.7.1.53	R07127
ec:2.7.1.53	R01901
ec:2.7.1.55	R03576
ec:2.7.1.56	R02071
ec:2.7.1.56	R03236
ec:2.7.1.56	R13203
ec:2.7.1.58	R03387
ec:2.7.1.59	R01201
ec:2.7.1.6	R01092
ec:2.7.1.60	R02650
ec:2.7.1.60	R02705
ec:2.7.1.71	R02412
ec:2.7.1.73	R01228
ec:2.7.1.73	R01131
ec:2.7.1.83	R03315
ec:2.7.1.89	R02134
ec:2.7.10.3	R02584
ec:2.7.11.1	R03632
ec:2.7.11.1	R00162
ec:2.7.11.5	R04401
ec:2.7.2.1	R01353
ec:2.7.2.1	R00315
ec:2.7.2.11	R00239
ec:2.7.2.15	R01353
ec:2.7.2.15	R00315
ec:2.7.2.2	R00150
ec:2.7.2.2	R01395
ec:2.7.2.2	R12185
ec:2.7.2.3	R01512
ec:2.7.2.4	R00480
ec:2.7.2.8	R02649
ec:2.7.3.9	R02628
ec:2.7.4.1	R02184
ec:2.7.4.16	R00617
ec:2.7.4.22	R00158
ec:2.7.4.23	R06836
ec:2.7.4.25	R00512
ec:2.7.4.25	R01665
ec:2.7.4.29	R11186
ec:2.7.4.3	R01547
ec:2.7.4.3	R11319
ec:2.7.4.3	R00127
ec:2.7.4.6	R11894
ec:2.7.4.6	R11895
ec:2.7.4.6	R00124
ec:2.7.4.6	R00139
ec:2.7.4.6	R00156
ec:2.7.4.6	R00330
ec:2.7.4.6	R00331
ec:2.7.4.6	R00570
ec:2.7.4.6	R00722
ec:2.7.4.6	R01137
ec:2.7.4.6	R01857
ec:2.7.4.6	R02093
ec:2.7.4.6	R02326
ec:2.7.4.6	R02331
ec:2.7.4.6	R03530
ec:2.7.4.6	R12853
ec:2.7.4.7	R04509
ec:2.7.4.8	R02090
ec:2.7.4.8	R12852
ec:2.7.4.8	R00332
ec:2.7.4.9	R02098
ec:2.7.4.9	R02094
ec:2.7.6.1	R01049
ec:2.7.6.3	R03503
ec:2.7.6.5	R00429
ec:2.7.7.1	R03005
ec:2.7.7.1	R00137
ec:2.7.7.12	R00955
ec:2.7.7.13	R00885
ec:2.7.7.18	R00137
ec:2.7.7.18	R03005
ec:2.7.7.19	R00435
ec:2.7.7.2	R00161
ec:2.7.7.23	R00416
ec:2.7.7.24	R02328
ec:2.7.7.27	R00948
ec:2.7.7.3	R03035
ec:2.7.7.38	R03351
ec:2.7.7.4	R04929
ec:2.7.7.4	R00529
ec:2.7.7.41	R01799
ec:2.7.7.42	R03473
ec:2.7.7.56	R07285
ec:2.7.7.59	R04733
ec:2.7.7.6	R10813
ec:2.7.7.6	R00435
ec:2.7.7.6	R00441
ec:2.7.7.6	R00442
ec:2.7.7.6	R00443
ec:2.7.7.6	R00444
ec:2.7.7.60	R05633
ec:2.7.7.61	R10706
ec:2.7.7.62	R05222
ec:2.7.7.65	R08057
ec:2.7.7.7	R11029
ec:2.7.7.7	R00375
ec:2.7.7.7	R00376
ec:2.7.7.7	R00377
ec:2.7.7.7	R00378
ec:2.7.7.7	R00379
ec:2.7.7.70	R05644
ec:2.7.7.72	R09382
ec:2.7.7.72	R09383
ec:2.7.7.72	R09384
ec:2.7.7.72	R09386
ec:2.7.7.73	R07459
ec:2.7.7.75	R09726
ec:2.7.7.76	R11582
ec:2.7.7.77	R11581
ec:2.7.7.8	R00437
ec:2.7.7.8	R00438
ec:2.7.7.8	R00439
ec:2.7.7.8	R00440
ec:2.7.7.8	R07282
ec:2.7.7.80	R07459
ec:2.7.7.87	R10463
ec:2.7.7.89	R03474
ec:2.7.7.9	R00289
ec:2.7.8.13	R05630
ec:2.7.8.13	R05629
ec:2.7.8.20	R05081
ec:2.7.8.20	R10849
ec:2.7.8.20	R12900
ec:2.7.8.20	R04511
ec:2.7.8.26	R05223
ec:2.7.8.26	R11174
ec:2.7.8.31	R09641
ec:2.7.8.33	R08856
ec:2.7.8.33	R12859
ec:2.7.8.35	R10137
ec:2.7.8.35	R12075
ec:2.7.8.37	R10185
ec:2.7.8.42	R11204
ec:2.7.8.42	R11205
ec:2.7.8.43	R11555
ec:2.7.8.43	R11556
ec:2.7.8.43	R11557
ec:2.7.8.43	R12202
ec:2.7.8.5	R01801
ec:2.7.8.7	R01625
ec:2.7.8.8	R01800
ec:2.7.9.2	R00199
ec:2.7.9.3	R03595
ec:2.8.1.1	R01931
ec:2.8.1.10	R10247
ec:2.8.1.11	R07461
ec:2.8.1.12	R09395
ec:2.8.1.13	R08700
ec:2.8.1.2	R03105
ec:2.8.1.2	R12689
ec:2.8.1.2	R12690
ec:2.8.1.4	R07461
ec:2.8.1.4	R03923
ec:2.8.1.6	R01078
ec:2.8.1.7	R11528
ec:2.8.1.7	R07460
ec:2.8.1.7	R11529
ec:2.8.1.8	R07767
ec:2.8.1.8	R12423
ec:2.8.1.8	R12424
ec:2.8.3.10	R01323
ec:2.8.3.16	R07290
ec:2.8.3.19	R10614
ec:2.8.3.21	R10643
ec:2.8.3.21	R10644
ec:2.8.3.27	R11773
ec:2.8.3.8	R00393
ec:2.8.3.8	R01179
ec:2.8.3.8	R01359
ec:2.8.3.8	R07832
ec:2.8.3.9	R01365
ec:2.8.4.3	R10645
ec:2.8.4.3	R10646
ec:2.8.4.3	R10647
ec:2.8.4.4	R10652
ec:2.9.1.1	R08219
ec:2.9.1.3	R12580
ec:2.9.1.3	R12581
ec:2.9.1.3	R12582
ec:2.9.1.3	R12583
ec:3.1.1.106	R12390
ec:3.1.1.106	R12391
ec:3.1.1.11	R06250
ec:3.1.1.11	R02362
ec:3.1.1.2	R01241
ec:3.1.1.2	R06893
ec:3.1.1.2	R07342
ec:3.1.1.29	R04238
ec:3.1.1.31	R02035
ec:3.1.1.32	R02054
ec:3.1.1.32	R04034
ec:3.1.1.32	R07860
ec:3.1.1.32	R01314
ec:3.1.1.32	R01316
ec:3.1.1.4	R02053
ec:3.1.1.4	R03107
ec:3.1.1.4	R07379
ec:3.1.1.4	R07387
ec:3.1.1.4	R01313
ec:3.1.1.4	R01315
ec:3.1.1.4	R01317
ec:3.1.1.4	R07064
ec:3.1.1.4	R07859
ec:3.1.1.45	R05510
ec:3.1.1.45	R05511
ec:3.1.1.45	R06835
ec:3.1.1.45	R06838
ec:3.1.1.45	R08120
ec:3.1.1.45	R08121
ec:3.1.1.45	R09136
ec:3.1.1.45	R09220
ec:3.1.1.45	R09222
ec:3.1.1.45	R03893
ec:3.1.1.5	R01309
ec:3.1.1.5	R02744
ec:3.1.1.5	R02746
ec:3.1.1.5	R02747
ec:3.1.1.5	R03416
ec:3.1.1.5	R03417
ec:3.1.1.5	R07291
ec:3.1.1.61	R02624
ec:3.1.1.85	R09725
ec:3.1.2.12	R00527
ec:3.1.2.2	R08174
ec:3.1.2.2	R08175
ec:3.1.2.2	R08176
ec:3.1.2.2	R08177
ec:3.1.2.2	R08178
ec:3.1.2.2	R08179
ec:3.1.2.2	R08180
ec:3.1.2.2	R08181
ec:3.1.2.2	R08182
ec:3.1.2.2	R08183
ec:3.1.2.2	R09450
ec:3.1.2.2	R01274
ec:3.1.2.20	R00383
ec:3.1.2.20	R01274
ec:3.1.2.28	R07262
ec:3.1.2.6	R01736
ec:3.1.2.6	R04090
ec:3.1.3.1	R01010
ec:3.1.3.1	R04620
ec:3.1.3.1	R00626
ec:3.1.3.1	R02135
ec:3.1.3.1	R03024
ec:3.1.3.10	R00304
ec:3.1.3.10	R00947
ec:3.1.3.100	R02135
ec:3.1.3.102	R00548
ec:3.1.3.104	R07280
ec:3.1.3.11	R01845
ec:3.1.3.11	R00762
ec:3.1.3.11	R04780
ec:3.1.3.12	R06228
ec:3.1.3.12	R02778
ec:3.1.3.15	R03013
ec:3.1.3.16	R00164
ec:3.1.3.18	R01334
ec:3.1.3.2	R01010
ec:3.1.3.2	R00548
ec:3.1.3.2	R00626
ec:3.1.3.2	R02135
ec:3.1.3.2	R03024
ec:3.1.3.2	R11527
ec:3.1.3.22	R02167
ec:3.1.3.23	R00804
ec:3.1.3.25	R01185
ec:3.1.3.25	R01186
ec:3.1.3.25	R01187
ec:3.1.3.25	R07343
ec:3.1.3.26	R03372
ec:3.1.3.27	R02029
ec:3.1.3.3	R00582
ec:3.1.3.3	R02853
ec:3.1.3.4	R04162
ec:3.1.3.4	R06520
ec:3.1.3.4	R06521
ec:3.1.3.4	R06522
ec:3.1.3.4	R02239
ec:3.1.3.45	R03350
ec:3.1.3.48	R02585
ec:3.1.3.5	R01569
ec:3.1.3.5	R01664
ec:3.1.3.5	R01968
ec:3.1.3.5	R02088
ec:3.1.3.5	R02102
ec:3.1.3.5	R12958
ec:3.1.3.5	R00183
ec:3.1.3.5	R00511
ec:3.1.3.5	R00963
ec:3.1.3.5	R01126
ec:3.1.3.5	R01227
ec:3.1.3.5	R02323
ec:3.1.3.5	R02719
ec:3.1.3.5	R03346
ec:3.1.3.5	R07297
ec:3.1.3.50	R02866
ec:3.1.3.6	R01562
ec:3.1.3.6	R01877
ec:3.1.3.6	R02148
ec:3.1.3.6	R02370
ec:3.1.3.6	R03060
ec:3.1.3.68	R08548
ec:3.1.3.68	R02587
ec:3.1.3.7	R00508
ec:3.1.3.7	R00188
ec:3.1.3.70	R05790
ec:3.1.3.73	R11173
ec:3.1.3.73	R04594
ec:3.1.3.74	R01911
ec:3.1.3.74	R02494
ec:3.1.3.74	R00173
ec:3.1.3.82	R05647
ec:3.1.3.83	R09771
ec:3.1.3.89	R01569
ec:3.1.3.89	R01664
ec:3.1.3.89	R01968
ec:3.1.3.89	R02088
ec:3.1.3.89	R02102
ec:3.1.3.89	R10776
ec:3.1.3.89	R12958
ec:3.1.3.97	R00188
ec:3.1.3.97	R11188
ec:3.1.4.14	R01623
ec:3.1.4.16	R03423
ec:3.1.4.16	R03537
ec:3.1.4.16	R03538
ec:3.1.4.16	R03929
ec:3.1.4.16	R05135
ec:3.1.4.46	R00857
ec:3.1.4.46	R01030
ec:3.1.4.46	R01470
ec:3.1.4.52	R08991
ec:3.1.4.53	R00191
ec:3.1.4.55	R10205
ec:3.1.4.58	R11786
ec:3.1.5.1	R01856
ec:3.1.6.1	R04856
ec:3.1.6.1	R06280
ec:3.1.6.1	R01243
ec:3.1.6.1	R03980
ec:3.1.6.21	R12797
ec:3.1.7.2	R00336
ec:3.2.1.1	R02108
ec:3.2.1.1	R02112
ec:3.2.1.1	R06209
ec:3.2.1.1	R11262
ec:3.2.1.14	R01206
ec:3.2.1.14	R02334
ec:3.2.1.14	R06081
ec:3.2.1.14	R06082
ec:3.2.1.199	R11543
ec:3.2.1.20	R00028
ec:3.2.1.20	R00801
ec:3.2.1.20	R00802
ec:3.2.1.20	R06084
ec:3.2.1.20	R06087
ec:3.2.1.20	R06088
ec:3.2.1.21	R00026
ec:3.2.1.21	R00306
ec:3.2.1.21	R02558
ec:3.2.1.21	R02887
ec:3.2.1.21	R02985
ec:3.2.1.21	R03527
ec:3.2.1.21	R04949
ec:3.2.1.21	R04998
ec:3.2.1.21	R06077
ec:3.2.1.21	R06092
ec:3.2.1.21	R10035
ec:3.2.1.21	R10039
ec:3.2.1.21	R10040
ec:3.2.1.21	R13051
ec:3.2.1.21	R13052
ec:3.2.1.21	R13065
ec:3.2.1.21	R13081
ec:3.2.1.22	R01101
ec:3.2.1.22	R01103
ec:3.2.1.22	R01104
ec:3.2.1.22	R01194
ec:3.2.1.22	R01329
ec:3.2.1.22	R02926
ec:3.2.1.22	R03618
ec:3.2.1.22	R03634
ec:3.2.1.22	R04019
ec:3.2.1.22	R04470
ec:3.2.1.22	R05549
ec:3.2.1.22	R05961
ec:3.2.1.22	R06070
ec:3.2.1.22	R06091
ec:3.2.1.22	R06093
ec:3.2.1.22	R06094
ec:3.2.1.22	R06096
ec:3.2.1.22	R06142
ec:3.2.1.22	R06152
ec:3.2.1.23	R01100
ec:3.2.1.23	R01105
ec:3.2.1.23	R01678
ec:3.2.1.23	R03355
ec:3.2.1.23	R04633
ec:3.2.1.23	R04783
ec:3.2.1.23	R05112
ec:3.2.1.23	R05994
ec:3.2.1.23	R06010
ec:3.2.1.23	R06098
ec:3.2.1.23	R06099
ec:3.2.1.23	R06114
ec:3.2.1.23	R06144
ec:3.2.1.23	R06202
ec:3.2.1.23	R07807
ec:3.2.1.28	R06103
ec:3.2.1.28	R00010
ec:3.2.1.31	R04979
ec:3.2.1.31	R08127
ec:3.2.1.31	R01478
ec:3.2.1.31	R07818
ec:3.2.1.31	R08260
ec:3.2.1.31	R10830
ec:3.2.1.37	R01433
ec:3.2.1.37	R06203
ec:3.2.1.4	R06200
ec:3.2.1.4	R11307
ec:3.2.1.4	R11308
ec:3.2.1.52	R00022
ec:3.2.1.52	R03492
ec:3.2.1.52	R04184
ec:3.2.1.52	R04586
ec:3.2.1.52	R05963
ec:3.2.1.52	R06001
ec:3.2.1.52	R06004
ec:3.2.1.52	R06141
ec:3.2.1.52	R07809
ec:3.2.1.52	R07810
ec:3.2.1.52	R09323
ec:3.2.1.52	R10831
ec:3.2.1.52	R11316
ec:3.2.1.52	R11317
ec:3.2.1.52	R12963
ec:3.2.1.86	R05133
ec:3.2.1.86	R05134
ec:3.2.1.86	R06112
ec:3.2.1.86	R00839
ec:3.2.1.93	R06113
ec:3.2.1.93	R00837
ec:3.2.2.10	R12956
ec:3.2.2.10	R00510
ec:3.2.2.10	R02171
ec:3.2.2.10	R12955
ec:3.2.2.4	R00182
ec:3.2.2.8	R01080
ec:3.2.2.8	R02137
ec:3.2.2.8	R02172
ec:3.2.2.9	R00194
ec:3.2.2.9	R12621
ec:3.2.2.9	R01401
ec:3.3.2.1	R03037
ec:3.3.2.12	R09836
ec:3.4.11.1	R00899
ec:3.4.11.1	R04951
ec:3.4.11.2	R00899
ec:3.4.11.2	R04951
ec:3.4.11.23	R00899
ec:3.4.11.23	R04951
ec:3.4.13.22	R07651
ec:3.4.19.13	R00494
ec:3.5.1.1	R06134
ec:3.5.1.1	R00485
ec:3.5.1.10	R00944
ec:3.5.1.105	R11889
ec:3.5.1.108	R04587
ec:3.5.1.108	R12926
ec:3.5.1.110	R09947
ec:3.5.1.110	R09948
ec:3.5.1.110	R09949
ec:3.5.1.110	R09950
ec:3.5.1.110	R12625
ec:3.5.1.110	R09980
ec:3.5.1.110	R07316
ec:3.5.1.110	R12623
ec:3.5.1.110	R12624
ec:3.5.1.124	R11562
ec:3.5.1.124	R11563
ec:3.5.1.124	R11564
ec:3.5.1.135	R12635
ec:3.5.1.16	R09107
ec:3.5.1.16	R00669
ec:3.5.1.18	R02734
ec:3.5.1.19	R06134
ec:3.5.1.19	R01268
ec:3.5.1.2	R01579
ec:3.5.1.2	R06134
ec:3.5.1.2	R00256
ec:3.5.1.25	R02059
ec:3.5.1.28	R04112
ec:3.5.1.3	R06134
ec:3.5.1.3	R00269
ec:3.5.1.3	R00348
ec:3.5.1.3	R03804
ec:3.5.1.42	R06134
ec:3.5.1.42	R02322
ec:3.5.1.44	R06134
ec:3.5.1.44	R02622
ec:3.5.1.78	R01918
ec:3.5.1.88	R04268
ec:3.5.1.88	R05635
ec:3.5.1.94	R07419
ec:3.5.1.96	R00411
ec:3.5.2.17	R06601
ec:3.5.2.2	R03055
ec:3.5.2.2	R08227
ec:3.5.2.2	R02269
ec:3.5.2.3	R01993
ec:3.5.2.5	R02425
ec:3.5.2.6	R03743
ec:3.5.2.6	R04318
ec:3.5.2.6	R06363
ec:3.5.2.9	R00251
ec:3.5.3.11	R01157
ec:3.5.3.23	R04189
ec:3.5.3.26	R05554
ec:3.5.3.9	R06138
ec:3.5.3.9	R02423
ec:3.5.4.1	R01411
ec:3.5.4.1	R00974
ec:3.5.4.10	R01127
ec:3.5.4.13	R02325
ec:3.5.4.16	R00428
ec:3.5.4.16	R04639
ec:3.5.4.16	R05046
ec:3.5.4.16	R05048
ec:3.5.4.16	R00424
ec:3.5.4.19	R04037
ec:3.5.4.2	R01244
ec:3.5.4.21	R02922
ec:3.5.4.25	R00425
ec:3.5.4.26	R03459
ec:3.5.4.3	R01676
ec:3.5.4.33	R10223
ec:3.5.4.4	R01560
ec:3.5.4.4	R02556
ec:3.5.4.5	R08221
ec:3.5.4.5	R01878
ec:3.5.4.5	R02485
ec:3.5.4.9	R01655
ec:3.5.99.10	R11098
ec:3.5.99.10	R11099
ec:3.5.99.6	R00765
ec:3.6.1.1	R00004
ec:3.6.1.11	R03409
ec:3.6.1.11	R03042
ec:3.6.1.13	R01054
ec:3.6.1.22	R03004
ec:3.6.1.22	R00103
ec:3.6.1.22	R11104
ec:3.6.1.23	R11896
ec:3.6.1.23	R02100
ec:3.6.1.25	R00138
ec:3.6.1.26	R01797
ec:3.6.1.27	R05627
ec:3.6.1.31	R04035
ec:3.6.1.40	R03409
ec:3.6.1.41	R00125
ec:3.6.1.45	R00287
ec:3.6.1.45	R03986
ec:3.6.1.54	R04549
ec:3.6.1.55	R09832
ec:3.6.1.63	R10186
ec:3.6.1.65	R00515
ec:3.6.1.65	R01668
ec:3.6.1.66	R08243
ec:3.6.1.66	R02720
ec:3.6.1.66	R03531
ec:3.6.1.66	R00720
ec:3.6.1.67	R04638
ec:3.6.1.7	R00317
ec:3.6.1.7	R00539
ec:3.6.1.7	R01421
ec:3.6.1.7	R01515
ec:3.6.1.73	R00719
ec:3.6.1.73	R12589
ec:3.6.1.75	R09644
ec:3.6.1.9	R00103
ec:3.6.1.9	R00160
ec:3.6.1.9	R00287
ec:3.6.1.9	R03004
ec:3.6.1.9	R03036
ec:3.6.1.9	R00087
ec:3.6.1.9	R00426
ec:3.6.1.9	R00515
ec:3.6.1.9	R00662
ec:3.6.1.9	R01532
ec:3.6.1.9	R11323
ec:3.6.5.4	R00335
ec:3.7.1.14	R02603
ec:3.7.1.14	R06789
ec:4.1.1.104	R11716
ec:4.1.1.104	R11717
ec:4.1.1.11	R00489
ec:4.1.1.15	R00489
ec:4.1.1.15	R01682
ec:4.1.1.15	R02466
ec:4.1.1.15	R00261
ec:4.1.1.17	R00670
ec:4.1.1.18	R00462
ec:4.1.1.19	R00566
ec:4.1.1.20	R00451
ec:4.1.1.23	R00965
ec:4.1.1.31	R00345
ec:4.1.1.36	R03269
ec:4.1.1.37	R04972
ec:4.1.1.37	R03197
ec:4.1.1.47	R00013
ec:4.1.1.48	R03508
ec:4.1.1.49	R00341
ec:4.1.1.50	R00178
ec:4.1.1.65	R02055
ec:4.1.1.73	R01751
ec:4.1.1.8	R01908
ec:4.1.1.85	R07125
ec:4.1.1.98	R04985
ec:4.1.1.98	R04986
ec:4.1.2.13	R01829
ec:4.1.2.13	R02568
ec:4.1.2.13	R01068
ec:4.1.2.13	R01070
ec:4.1.2.14	R05605
ec:4.1.2.17	R12696
ec:4.1.2.17	R02262
ec:4.1.2.19	R01785
ec:4.1.2.19	R02263
ec:4.1.2.20	R02754
ec:4.1.2.20	R03277
ec:4.1.2.21	R01064
ec:4.1.2.25	R03504
ec:4.1.2.28	R01782
ec:4.1.2.4	R01066
ec:4.1.2.40	R01069
ec:4.1.2.48	R00751
ec:4.1.2.48	R06171
ec:4.1.2.50	R09959
ec:4.1.2.53	R02261
ec:4.1.2.57	R10760
ec:4.1.3.1	R00479
ec:4.1.3.27	R00985
ec:4.1.3.27	R00986
ec:4.1.3.3	R01811
ec:4.1.3.3	R12768
ec:4.1.3.30	R00409
ec:4.1.3.34	R00354
ec:4.1.3.36	R07263
ec:4.1.3.36	R04150
ec:4.1.3.38	R05553
ec:4.1.3.39	R00750
ec:4.1.3.40	R01302
ec:4.1.3.42	R00470
ec:4.1.3.42	R10283
ec:4.1.99.1	R00673
ec:4.1.99.1	R12758
ec:4.1.99.1	R11100
ec:4.1.99.1	R11099
ec:4.1.99.12	R07281
ec:4.1.99.17	R03472
ec:4.1.99.19	R10246
ec:4.1.99.22	R09394
ec:4.1.99.3	R00034
ec:4.1.99.3	R08765
ec:4.2.1.1	R00132
ec:4.2.1.1	R10092
ec:4.2.1.10	R03084
ec:4.2.1.104	R10079
ec:4.2.1.104	R03546
ec:4.2.1.104	R07316
ec:4.2.1.11	R04206
ec:4.2.1.11	R00658
ec:4.2.1.113	R04031
ec:4.2.1.12	R02036
ec:4.2.1.126	R08555
ec:4.2.1.130	R09796
ec:4.2.1.136	R10267
ec:4.2.1.136	R10268
ec:4.2.1.149	R10675
ec:4.2.1.17	R03224
ec:4.2.1.17	R04137
ec:4.2.1.17	R05595
ec:4.2.1.17	R06411
ec:4.2.1.17	R06412
ec:4.2.1.17	R06942
ec:4.2.1.17	R08093
ec:4.2.1.17	R02685
ec:4.2.1.17	R03026
ec:4.2.1.17	R03045
ec:4.2.1.17	R04170
ec:4.2.1.17	R04204
ec:4.2.1.17	R04224
ec:4.2.1.17	R04738
ec:4.2.1.17	R04740
ec:4.2.1.17	R04744
ec:4.2.1.17	R04746
ec:4.2.1.17	R04749
ec:4.2.1.17	R07314
ec:4.2.1.17	R07889
ec:4.2.1.17	R07893
ec:4.2.1.17	R07897
ec:4.2.1.19	R03457
ec:4.2.1.2	R01082
ec:4.2.1.20	R02722
ec:4.2.1.20	R02340
ec:4.2.1.20	R00674
ec:4.2.1.24	R00036
ec:4.2.1.3	R01324
ec:4.2.1.3	R01325
ec:4.2.1.3	R01900
ec:4.2.1.32	R00339
ec:4.2.1.33	R10170
ec:4.2.1.33	R04001
ec:4.2.1.33	R03968
ec:4.2.1.35	R03898
ec:4.2.1.35	R03896
ec:4.2.1.40	R08056
ec:4.2.1.40	R02752
ec:4.2.1.42	R05608
ec:4.2.1.46	R06513
ec:4.2.1.47	R00888
ec:4.2.1.51	R00691
ec:4.2.1.51	R01373
ec:4.2.1.59	R10117
ec:4.2.1.59	R10121
ec:4.2.1.59	R04428
ec:4.2.1.59	R04535
ec:4.2.1.59	R04537
ec:4.2.1.59	R04544
ec:4.2.1.59	R04568
ec:4.2.1.59	R04954
ec:4.2.1.59	R04965
ec:4.2.1.59	R10208
ec:4.2.1.6	R03033
ec:4.2.1.7	R01540
ec:4.2.1.70	R01055
ec:4.2.1.75	R03165
ec:4.2.1.79	R04424
ec:4.2.1.8	R05606
ec:4.2.1.80	R04781
ec:4.2.1.80	R05297
ec:4.2.1.80	R02601
ec:4.2.1.82	R02429
ec:4.2.1.9	R05070
ec:4.2.1.9	R01209
ec:4.2.1.9	R04441
ec:4.2.1.90	R03774
ec:4.2.1.99	R04425
ec:4.2.2.29	R13248
ec:4.2.3.1	R05086
ec:4.2.3.1	R01466
ec:4.2.3.12	R04286
ec:4.2.3.3	R01016
ec:4.2.3.4	R03083
ec:4.2.3.5	R01714
ec:4.2.99.20	R08166
ec:4.3.1.1	R00490
ec:4.3.1.15	R00223
ec:4.3.1.15	R00195
ec:4.3.1.17	R06131
ec:4.3.1.17	R00220
ec:4.3.1.17	R00590
ec:4.3.1.17	R11100
ec:4.3.1.17	R11099
ec:4.3.1.18	R06131
ec:4.3.1.18	R00221
ec:4.3.1.19	R00220
ec:4.3.1.19	R06131
ec:4.3.1.19	R00996
ec:4.3.1.19	R11101
ec:4.3.1.19	R11098
ec:4.3.1.7	R06132
ec:4.3.1.7	R00749
ec:4.3.2.1	R01086
ec:4.3.2.10	R04558
ec:4.3.2.10	R00256
ec:4.3.2.10	R12152
ec:4.3.2.2	R12851
ec:4.3.2.2	R01083
ec:4.3.2.2	R04559
ec:4.3.2.3	R00776
ec:4.3.2.7	R11861
ec:4.3.3.7	R10147
ec:4.3.99.3	R10002
ec:4.4.1.13	R00782
ec:4.4.1.13	R04941
ec:4.4.1.13	R09366
ec:4.4.1.13	R01286
ec:4.4.1.13	R02408
ec:4.4.1.13	R02953
ec:4.4.1.13	R03528
ec:4.4.1.13	R12188
ec:4.4.1.15	R01874
ec:4.4.1.16	R03599
ec:4.4.1.21	R01291
ec:4.4.1.5	R02530
ec:4.6.1.1	R00434
ec:4.6.1.1	R00089
ec:4.6.1.12	R05637
ec:4.6.1.17	R11372
ec:4.7.1.1	R10204
ec:4.98.1.1	R00310
ec:4.99.1.4	R02864
ec:4.99.1.9	R11329
ec:5.1.1.1	R00401
ec:5.1.1.10	R00460
ec:5.1.1.10	R00567
ec:5.1.1.10	R00579
ec:5.1.1.10	R00589
ec:5.1.1.10	R00672
ec:5.1.1.10	R00903
ec:5.1.1.10	R01265
ec:5.1.1.20	R10938
ec:5.1.1.25	R13097
ec:5.1.1.3	R00260
ec:5.1.1.7	R02735
ec:5.1.2.3	R03276
ec:5.1.3.1	R01529
ec:5.1.3.13	R06514
ec:5.1.3.14	R00414
ec:5.1.3.14	R02707
ec:5.1.3.14	R00420
ec:5.1.3.15	R02739
ec:5.1.3.2	R00418
ec:5.1.3.2	R02984
ec:5.1.3.2	R00291
ec:5.1.3.20	R05176
ec:5.1.3.22	R03244
ec:5.1.3.24	R09797
ec:5.1.3.24	R12769
ec:5.1.3.24	R12770
ec:5.1.3.29	R10764
ec:5.1.3.3	R10619
ec:5.1.3.3	R01602
ec:5.1.3.32	R10819
ec:5.1.3.4	R05850
ec:5.1.3.41	R11720
ec:5.1.3.43	R12314
ec:5.1.3.9	R02087
ec:5.1.3.9	R02770
ec:5.1.99.6	R10280
ec:5.1.99.6	R10281
ec:5.1.99.7	R11082
ec:5.1.99.8	R11073
ec:5.2.1.8	R04273
ec:5.3.1.1	R01015
ec:5.3.1.12	R01983
ec:5.3.1.12	R01482
ec:5.3.1.13	R01530
ec:5.3.1.14	R02437
ec:5.3.1.16	R04640
ec:5.3.1.17	R04383
ec:5.3.1.22	R01394
ec:5.3.1.24	R03509
ec:5.3.1.25	R03163
ec:5.3.1.28	R05645
ec:5.3.1.28	R09768
ec:5.3.1.28	R09769
ec:5.3.1.3	R03163
ec:5.3.1.3	R01577
ec:5.3.1.31	R10765
ec:5.3.1.31	R12996
ec:5.3.1.32	R10939
ec:5.3.1.35	R11721
ec:5.3.1.35	R11722
ec:5.3.1.4	R01761
ec:5.3.1.4	R13545
ec:5.3.1.4	R12991
ec:5.3.1.5	R00307
ec:5.3.1.5	R00878
ec:5.3.1.5	R01432
ec:5.3.1.5	R12986
ec:5.3.1.6	R09030
ec:5.3.1.6	R01056
ec:5.3.1.8	R00772
ec:5.3.1.8	R01819
ec:5.3.1.9	R00771
ec:5.3.1.9	R02739
ec:5.3.1.9	R03321
ec:5.3.1.9	R13199
ec:5.3.1.9	R02740
ec:5.3.2.2	R00363
ec:5.3.2.6	R03966
ec:5.3.2.6	R05389
ec:5.3.3.14	R07639
ec:5.3.3.18	R09837
ec:5.3.3.2	R01123
ec:5.3.3.8	R04100
ec:5.3.3.8	R04756
ec:5.4.2.10	R02060
